Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Temporal_distance,Condition,Task
1,2,2.0,4.0,2.2987092789999997,0.31310628310000005,5.0,Congruent,N
1,2,2.0,4.0,1.3244518449999998,0.29064608510000006,7.0,Incongruent,N
1,2,1.0,1.0,3.46041706,1.034631644,3.0,Congruent,N
1,1,1.0,4.0,1.6142797439999998,0.01252072322,3.0,Congruent,N
1,2,2.0,4.0,1.287652376,0.3737653033,6.0,Congruent,N
1,1,1.0,4.0,2.040246052,0.32662127460000007,2.0,Incongruent,N
1,2,2.0,4.0,2.4790377789999996,1.5574736740000001,5.0,Incongruent,N
1,2,2.0,4.0,2.278045179,0.2680601603,3.0,Congruent,N
1,1,1.0,4.0,3.895831803,1.045502524,1.0,Congruent,N
1,1,1.0,4.0,1.9398230390000002,0.28962744130000007,6.0,Incongruent,N
1,1,2.0,4.0,3.217429778,0.5599795501,6.0,Incongruent,N
1,2,2.0,4.0,2.710609259,0.001170029107,1.0,Congruent,N
1,1,1.0,4.0,2.217536582,0.2556439955,7.0,Congruent,N
1,2,NA,NA,NA,NA,4.0,Congruent,N
1,1,1.0,4.0,2.204853568,0.2271242139,4.0,Incongruent,N
1,1,1.0,4.0,2.153803349,0.07263770694,1.0,Incongruent,N
1,1,1.0,4.0,3.650562836,0.4486914308,2.0,Congruent,N
1,1,1.0,4.0,1.9040951339999999,0.03914915019,2.0,Incongruent,N
1,2,2.0,4.0,1.4512463789999999,0.3613622886000001,7.0,Incongruent,N
1,2,1.0,2.0,3.4227294840000004,1.453043439,1.0,Incongruent,N
1,2,2.0,4.0,1.656908512,0.2711096771,7.0,Congruent,N
1,1,1.0,4.0,1.297822777,0.0719224753,6.0,Incongruent,N
1,1,2.0,2.0,2.763961049,0.8178628943,1.0,Incongruent,N
1,2,2.0,4.0,1.330744922,0.22487299830000002,4.0,Incongruent,N
1,1,1.0,4.0,2.040993999,0.001203064574,5.0,Incongruent,N
1,1,1.0,4.0,2.782281563,0.21190389210000002,3.0,Congruent,N
1,2,2.0,4.0,1.5794848470000002,0.5852974674,3.0,Incongruent,N
1,2,1.0,2.0,4.08088436,0.3671059515,6.0,Incongruent,N
1,2,2.0,2.0,4.197800357999999,1.1799846749999998,1.0,Congruent,N
1,2,2.0,4.0,1.0461305170000001,1.5082683019999998,4.0,Incongruent,N
1,1,1.0,4.0,1.414398158,0.19630735200000002,6.0,Incongruent,N
1,1,1.0,4.0,2.14597493,0.2558377174,6.0,Congruent,N
1,1,1.0,4.0,1.3815578,0.2914831948,6.0,Incongruent,N
1,2,2.0,4.0,1.597520872,0.2117242824,6.0,Incongruent,N
1,1,1.0,4.0,1.613045889,0.001194725512,7.0,Congruent,N
1,1,1.0,4.0,1.285844411,0.22823747360000002,6.0,Congruent,N
1,1,1.0,4.0,1.184974619,0.45471348880000007,5.0,Incongruent,N
1,1,1.0,4.0,3.3293410789999998,0.3515809345,2.0,Congruent,N
1,1,1.0,4.0,1.214678542,0.3326814997,4.0,Congruent,N
1,1,1.0,4.0,3.076621515,1.554929951,1.0,Congruent,N
1,2,2.0,4.0,1.6901914800000002,1.271706238,7.0,Congruent,N
1,2,2.0,4.0,2.641968831,0.5922085936000001,6.0,Incongruent,N
1,1,1.0,4.0,1.166222721,1.004269901,7.0,Incongruent,N
1,2,2.0,4.0,2.273153379,1.2073113349999998,2.0,Congruent,N
1,1,1.0,4.0,1.902575507,1.461048581,5.0,Incongruent,N
1,1,1.0,4.0,1.4369330869999999,0.5793094069,7.0,Congruent,N
1,2,2.0,4.0,2.568165585,0.3422829232,3.0,Incongruent,N
1,2,2.0,4.0,1.8406919339999999,0.3988150889,4.0,Incongruent,N
1,1,1.0,4.0,2.336529638,0.26273537290000004,4.0,Incongruent,N
1,2,2.0,4.0,1.2865650949999998,0.6680959539000001,2.0,Incongruent,N
1,1,1.0,2.0,2.742472668,0.001166821865,2.0,Congruent,N
1,2,2.0,4.0,1.135146707,0.2939239629,7.0,Congruent,N
1,1,1.0,3.0,2.295203682,0.04595571785,3.0,Incongruent,N
1,1,1.0,4.0,1.25757448,0.04810494086,7.0,Incongruent,N
1,2,2.0,3.0,1.161209684,1.207288563,2.0,Incongruent,N
1,2,1.0,2.0,3.6798575049999993,0.5260198385,2.0,Incongruent,N
1,1,1.0,3.0,2.0865241059999997,1.276623055,5.0,Incongruent,N
1,2,2.0,3.0,2.481572201,0.9117320762000001,5.0,Incongruent,N
1,2,2.0,4.0,1.43459816,0.001200498664,4.0,Congruent,N
1,1,1.0,4.0,1.6223557679999998,0.2923039471,4.0,Congruent,N
1,1,1.0,4.0,0.9376930604,0.0476446909,5.0,Congruent,N
1,2,2.0,4.0,2.0281538269999997,0.001191197429,5.0,Congruent,N
1,2,2.0,2.0,4.385041267,0.39130419439999997,1.0,Congruent,N
1,2,2.0,4.0,1.580548393,0.0746759568,7.0,Incongruent,N
1,1,1.0,4.0,2.2755049840000003,0.2339933243,7.0,Incongruent,N
1,2,2.0,4.0,1.6607973839999999,0.05095720763,3.0,Congruent,N
1,2,2.0,2.0,3.9262387700000003,0.6209028533,3.0,Incongruent,N
1,2,1.0,1.0,2.352471927,0.2384765117,5.0,Incongruent,N
1,2,2.0,4.0,1.3347646519999998,0.0011565584570000001,4.0,Incongruent,N
1,2,2.0,4.0,2.000206872,0.03881719284,7.0,Congruent,N
1,2,2.0,4.0,1.506163661,0.2083094522,4.0,Congruent,N
1,1,1.0,4.0,1.493572377,0.571606715,4.0,Congruent,N
1,1,1.0,4.0,1.314123965,0.16031195650000002,7.0,Incongruent,N
1,1,1.0,4.0,1.1663564659999999,0.7562984485,7.0,Incongruent,N
1,2,2.0,4.0,1.949872204,0.09997879964,2.0,Incongruent,N
1,2,2.0,4.0,2.084896713,0.0013108303540000001,6.0,Congruent,N
1,2,2.0,4.0,1.376651247,0.0308271253,5.0,Congruent,N
1,1,1.0,4.0,1.752506117,0.054696297559999996,4.0,Congruent,N
1,1,1.0,4.0,1.273327857,0.3922118651,5.0,Incongruent,N
1,2,2.0,4.0,1.119864164,0.001217818179,7.0,Congruent,N
1,1,1.0,4.0,1.125672614,0.00131371693,6.0,Congruent,N
1,1,1.0,4.0,1.22774515,0.24182334680000003,1.0,Incongruent,N
1,1,1.0,2.0,2.26013456,0.010743228309999998,4.0,Incongruent,N
1,2,2.0,2.0,4.301056394000001,0.001208517002,5.0,Congruent,N
1,2,2.0,4.0,1.7923798,0.062486870039999996,3.0,Congruent,N
1,1,1.0,4.0,1.312321773,0.09421589284,3.0,Incongruent,N
1,1,1.0,4.0,1.333843831,0.16416843420000002,5.0,Congruent,N
1,2,2.0,4.0,1.3786051439999998,0.2247684397,4.0,Incongruent,N
1,1,2.0,2.0,3.4691246049999993,0.3468344265,1.0,Congruent,N
1,2,2.0,4.0,5.271220971,1.605306634,1.0,Incongruent,N
1,1,1.0,4.0,2.122289216,0.001180934021,3.0,Incongruent,N
1,1,1.0,4.0,0.989810996,0.1079323038,7.0,Incongruent,N
1,1,1.0,4.0,1.1414641589999999,0.001174198696,7.0,Incongruent,N
1,1,1.0,4.0,2.412736768,0.36293643960000005,6.0,Congruent,N
1,1,1.0,4.0,1.640291725,0.001206271874,4.0,Congruent,N
1,2,2.0,3.0,2.9294021459999997,0.0011629730579999999,5.0,Incongruent,N
1,1,1.0,4.0,1.3084393159999999,0.00119215966,6.0,Incongruent,N
1,1,1.0,4.0,2.314351684,0.5526049666,7.0,Congruent,N
1,1,1.0,4.0,3.14371762,0.2301516003,2.0,Congruent,N
1,1,1.0,4.0,1.427203371,0.001161690161,4.0,Incongruent,N
1,1,1.0,4.0,1.345065591,0.0011613693790000002,4.0,Congruent,N
1,1,1.0,4.0,1.369728895,0.001436236489,6.0,Congruent,N
1,1,1.0,4.0,1.7103635780000002,0.0012040266879999998,3.0,Congruent,N
1,2,2.0,4.0,1.8262259730000001,0.00119215966,2.0,Incongruent,N
1,2,2.0,4.0,2.857563061,0.001183179207,5.0,Incongruent,N
1,1,1.0,4.0,0.9150917404999999,0.001156879123,5.0,Congruent,N
1,2,2.0,4.0,1.7344601489999998,0.001193442557,5.0,Incongruent,N
1,1,1.0,4.0,1.967913682,0.0011623316100000001,4.0,Congruent,N
1,2,2.0,3.0,4.3154543599999995,0.713641456,1.0,Congruent,N
1,2,2.0,2.0,2.302713294,0.01318752446,1.0,Congruent,N
1,2,2.0,4.0,1.8176666059999997,0.001161369437,5.0,Incongruent,N
1,2,2.0,4.0,0.9922427836000001,0.001186065725,7.0,Congruent,N
1,2,2.0,4.0,1.5334707560000003,0.001189914532,3.0,Incongruent,N
1,1,1.0,3.0,3.037484232,0.09172958083,2.0,Incongruent,N
1,2,2.0,4.0,0.9737596585000001,0.0011895938079999999,6.0,Incongruent,N
1,1,1.0,3.0,2.8086383300000004,0.8705934274,4.0,Congruent,N
1,2,2.0,4.0,2.409589749,0.001298963325,5.0,Congruent,N
1,1,1.0,4.0,1.213224344,0.001257268188,1.0,Incongruent,N
1,2,1.0,4.0,2.4777843600000002,0.001202102285,2.0,Incongruent,N
1,1,1.0,4.0,1.519999063,0.0011944047870000001,2.0,Incongruent,N
1,1,1.0,4.0,1.2539114029999998,0.0011674633130000001,5.0,Congruent,N
1,2,1.0,2.0,2.297495952,0.001162652334,2.0,Congruent,N
1,2,1.0,3.0,2.2435463170000003,0.001185103552,2.0,Congruent,N
1,2,2.0,4.0,1.4304511,0.001269455999,4.0,Congruent,N
1,1,1.0,4.0,1.547496032,0.0012139693719999999,5.0,Congruent,N
1,1,1.0,4.0,1.397494316,0.8194643076,6.0,Congruent,N
1,1,1.0,4.0,1.4240948390000001,0.08631113986,4.0,Congruent,N
1,1,1.0,4.0,2.039960601,0.0011761230419999999,7.0,Incongruent,N
1,1,1.0,4.0,2.619030422,0.001164255955,5.0,Incongruent,N
1,2,2.0,4.0,2.00884161,0.001165859692,6.0,Congruent,N
1,2,2.0,3.0,4.0142536369999995,0.001194725512,2.0,Incongruent,N
1,1,1.0,4.0,1.693566539,0.0011892730840000001,6.0,Congruent,N
1,2,2.0,4.0,1.160900178,0.001240590122,3.0,Congruent,N
1,1,1.0,4.0,2.1477716690000004,0.00119215966,1.0,Incongruent,N
1,1,1.0,4.0,2.382634496,0.001169708441,1.0,Congruent,N
1,1,2.0,2.0,4.2668131549999995,0.44127675580000003,3.0,Incongruent,N
1,1,2.0,4.0,1.472350203,0.0011918389350000001,2.0,Incongruent,N
1,2,2.0,4.0,1.133099477,0.001196008467,6.0,Congruent,N
1,1,NA,NA,NA,NA,1.0,Congruent,N
1,2,2.0,4.0,2.020411364,0.001197612088,7.0,Incongruent,N
1,2,2.0,4.0,0.8618294342,0.0011588035270000002,4.0,Incongruent,N
1,1,2.0,4.0,1.7829287999999999,0.0011389182179999998,4.0,Incongruent,N
1,2,2.0,4.0,1.809752873,0.001156237675,7.0,Congruent,N
1,2,2.0,3.0,3.6371860799999993,0.2436473478,1.0,Congruent,N
1,2,2.0,2.0,1.645968355,0.1880465869,2.0,Congruent,N
1,2,2.0,4.0,1.553909062,0.001236420649,5.0,Congruent,N
1,1,1.0,4.0,1.173805459,0.001302812132,2.0,Incongruent,N
1,2,2.0,4.0,1.385079113,0.001157841354,1.0,Incongruent,N
1,1,2.0,2.0,3.3668650820000003,0.1007764593,2.0,Congruent,N
1,2,2.0,4.0,2.496330348,0.039568025740000005,4.0,Congruent,N
1,2,2.0,4.0,1.8238278620000001,0.001191197487,2.0,Incongruent,N
1,1,1.0,4.0,1.036539036,1.074793986,5.0,Congruent,N
1,2,2.0,4.0,1.214963352,0.001188952359,7.0,Incongruent,N
1,2,2.0,4.0,1.277147772,0.0011514266950000001,4.0,Congruent,N
1,2,2.0,4.0,1.1916602710000002,0.001157199906,4.0,Congruent,N
1,2,2.0,2.0,3.647282392,0.02176613465,2.0,Congruent,N
1,2,2.0,4.0,1.1665155489999999,0.0011895938079999999,6.0,Congruent,N
1,1,1.0,4.0,2.0971967730000003,0.001168746268,1.0,Congruent,N
1,2,2.0,4.0,2.5784899379999997,0.001146294991,6.0,Incongruent,N
1,2,2.0,4.0,1.784954541,0.001178047445,4.0,Congruent,N
1,1,1.0,4.0,1.835218327,0.4732774383999999,6.0,Congruent,N
1,2,2.0,4.0,1.3961908619999999,0.001161369437,7.0,Incongruent,N
1,1,1.0,4.0,1.63471805,0.0011520682019999999,2.0,Incongruent,N
1,1,1.0,4.0,1.51957217,0.001151105971,3.0,Congruent,N
1,1,1.0,2.0,2.513797075,0.001183820656,2.0,Congruent,N
1,1,1.0,4.0,1.242329141,0.6726384767000001,2.0,Incongruent,N
1,2,2.0,4.0,1.100242441,0.0011751608690000002,6.0,Congruent,N
1,1,1.0,2.0,3.557666754,0.09220554668,3.0,Incongruent,N
1,2,2.0,4.0,1.128218582,0.001302812074,7.0,Congruent,N
1,1,1.0,4.0,1.400526834,0.5102382363,7.0,Congruent,N
1,1,1.0,4.0,0.8778528682,0.03575324314,6.0,Congruent,N
1,1,1.0,4.0,4.721222591,0.23964782369999998,7.0,Congruent,N
1,2,2.0,4.0,1.376123323,0.001177405997,1.0,Incongruent,N
1,1,1.0,4.0,1.049190297,0.0011639352890000002,2.0,Congruent,N
1,1,1.0,2.0,3.787184268,0.5133785201000001,1.0,Congruent,N
1,2,2.0,4.0,1.2751547449999998,0.001198253594,6.0,Incongruent,N
1,1,1.0,4.0,2.932332351,0.001183499873,5.0,Incongruent,N
1,2,2.0,2.0,3.0185036519999997,0.2483380486,1.0,Incongruent,N
1,1,1.0,4.0,1.277079456,0.001206592598,7.0,Congruent,N
1,1,1.0,4.0,1.8027182649999998,0.001191197429,6.0,Congruent,N
1,2,2.0,4.0,1.9494931,0.00115752063,3.0,Incongruent,N
1,2,2.0,4.0,2.9501473920000003,0.001701481524,3.0,Congruent,N
1,1,1.0,4.0,1.17517787,1.181045977,1.0,Incongruent,N
1,2,2.0,4.0,1.0189247730000002,0.001185745059,2.0,Congruent,N
1,2,2.0,2.0,1.958052145,0.18813767469999998,2.0,Congruent,N
1,2,2.0,4.0,1.7167047640000002,0.001156879182,4.0,Congruent,N
1,2,2.0,3.0,2.676106228,0.001181896252,4.0,Incongruent,N
1,1,1.0,4.0,1.359732651,0.001158162137,6.0,Incongruent,N
1,2,2.0,4.0,2.129294637,0.1034824725,1.0,Congruent,N
1,2,2.0,4.0,1.609015254,0.001161690161,6.0,Congruent,N
1,1,1.0,4.0,1.9088400390000002,0.0011867072320000001,1.0,Incongruent,N
1,2,2.0,2.0,4.9552595340000005,1.272894549,1.0,Incongruent,N
1,1,1.0,4.0,1.443087286,0.001190876705,3.0,Incongruent,N
1,1,1.0,4.0,1.342653048,0.0011873486799999998,5.0,Congruent,N
1,1,1.0,3.0,3.345193884,0.001197612088,3.0,Incongruent,N
1,2,2.0,4.0,1.524772192,0.001176443766,5.0,Congruent,N
1,1,1.0,4.0,2.2244592539999997,0.001198894985,3.0,Congruent,N
1,1,1.0,4.0,0.8686026457999999,0.001188310853,1.0,Incongruent,N
1,2,2.0,2.0,3.309353722,0.13173957479999998,3.0,Incongruent,N
1,2,2.0,4.0,3.1310580199999998,0.001174840087,5.0,Congruent,N
1,1,1.0,3.0,1.913104166,0.00115752063,1.0,Congruent,N
1,2,2.0,4.0,1.530295192,0.001162652334,3.0,Incongruent,N
1,1,1.0,4.0,1.6949979649999998,0.5407109531000001,7.0,Incongruent,N
1,1,1.0,4.0,1.7954639559999999,0.0012081962200000001,6.0,Incongruent,N
1,2,2.0,3.0,1.830167124,0.00035986094700000005,5.0,Incongruent,N
1,1,1.0,2.0,4.3962694419999995,0.0011565583990000002,4.0,Incongruent,N
1,2,2.0,4.0,3.7669050450000006,0.001200819388,3.0,Incongruent,N
1,1,1.0,2.0,1.7786553710000002,0.001154313271,3.0,Incongruent,N
1,2,1.0,4.0,1.7340784790000001,0.001150464581,2.0,Incongruent,N
1,1,1.0,4.0,1.4494121150000001,0.0011867072320000001,6.0,Congruent,N
1,2,1.0,4.0,0.9846969294,0.001193442615,1.0,Incongruent,N
1,2,2.0,4.0,1.3446383769999999,0.23861570919999997,7.0,Congruent,N
1,2,2.0,4.0,1.490437545,0.37685779810000003,1.0,Incongruent,N
1,2,2.0,2.0,3.233271678,0.0011822169759999998,2.0,Congruent,N
1,1,1.0,3.0,3.565982364,0.4680751705,7.0,Incongruent,N
1,1,1.0,4.0,1.684515171,0.001599168172,4.0,Incongruent,N
1,1,1.0,2.0,3.48785341,0.08613762399,1.0,Congruent,N
1,2,2.0,4.0,2.644287721,0.001216856006,6.0,Incongruent,N
1,1,1.0,4.0,2.103401648,0.001173877972,3.0,Congruent,N
1,2,2.0,3.0,2.43491376,0.001159445033,2.0,Congruent,N
1,1,1.0,4.0,1.558499373,0.0011847828279999998,5.0,Incongruent,N
1,2,2.0,4.0,2.6338863920000004,0.0011498230740000003,2.0,Incongruent,N
1,2,2.0,4.0,1.35739131,0.9715132537999999,5.0,Congruent,N
1,2,2.0,4.0,1.205300027,1.483289078,6.0,Congruent,N
1,2,2.0,4.0,3.476101802,0.20245834419999997,7.0,Incongruent,N
1,2,2.0,3.0,2.545927654,0.001430463279,4.0,Incongruent,N
1,1,1.0,4.0,1.365461239,0.0011841413220000001,7.0,Congruent,N
1,2,2.0,4.0,1.4890218359999998,0.5664060507999998,3.0,Congruent,N
1,1,1.0,4.0,2.5995507829999998,0.0012543815540000001,3.0,Congruent,N
1,2,2.0,4.0,2.119217569,0.00124379748,5.0,Incongruent,N
2,2,NA,NA,NA,NA,2.0,Incongruent,C
2,1,1.0,3.0,4.009936135,1.904125714,2.0,Incongruent,C
2,2,2.0,3.0,2.0523168170000003,0.8183367053999999,1.0,Congruent,C
2,1,2.0,3.0,1.284497269,0.37078823219999996,2.0,Congruent,C
2,2,2.0,3.0,1.04365786,0.32193121329999996,2.0,Congruent,C
2,2,1.0,3.0,1.173423542,0.43518531579999997,1.0,Congruent,C
2,1,1.0,3.0,1.5693207289999997,0.4635308351,2.0,Incongruent,C
2,2,1.0,3.0,2.273893359,0.32002378589999997,2.0,Incongruent,C
2,1,1.0,3.0,1.640756402,0.27869993439999996,2.0,Congruent,C
2,2,2.0,3.0,1.448684847,0.3828207088999999,1.0,Incongruent,C
2,2,2.0,3.0,2.162266038,0.3213901287,1.0,Incongruent,C
2,2,1.0,3.0,0.9773857436000001,0.3995683512,1.0,Incongruent,C
2,2,NA,NA,NA,NA,1.0,Congruent,C
2,1,1.0,3.0,2.7115743350000003,0.2539826006,2.0,Congruent,C
2,2,1.0,3.0,0.3548789985,0.2251979914,2.0,Congruent,C
2,1,1.0,1.0,0.3515109314,0.5976960766,2.0,Congruent,C
2,1,1.0,3.0,1.7067552499999998,0.3610204849,1.0,Incongruent,C
2,1,1.0,3.0,2.4308537530000005,0.5170523431,1.0,Incongruent,C
2,2,2.0,4.0,1.886743011,0.21308500959999999,1.0,Congruent,C
2,2,2.0,3.0,1.6128008999999999,0.001255046809,2.0,Incongruent,C
2,1,1.0,4.0,1.967886454,0.5020463068000001,1.0,Incongruent,C
2,2,2.0,3.0,2.700798829,0.5469043675,1.0,Incongruent,C
2,1,2.0,3.0,1.0031342490000001,0.16912116569999996,2.0,Incongruent,C
2,1,1.0,3.0,2.8872074390000004,0.3892636888,1.0,Congruent,C
2,1,2.0,3.0,0.6830934643,0.2572278252,1.0,Incongruent,C
2,2,2.0,3.0,1.222112174,1.0281925269999999,2.0,Congruent,C
2,2,1.0,2.0,1.961365535,0.001262744481,2.0,Incongruent,C
2,2,1.0,3.0,1.4948621020000001,0.1967312333,2.0,Congruent,C
2,2,2.0,3.0,0.7542183428,0.8962779026000001,1.0,Congruent,C
2,2,2.0,2.0,0.9853031549000001,0.3273529642,2.0,Incongruent,C
2,2,2.0,1.0,1.696920789,0.4149903843,1.0,Incongruent,C
2,2,2.0,3.0,2.552481676,0.3826189648,1.0,Incongruent,C
2,2,2.0,2.0,1.026217424,0.1285285963,2.0,Congruent,C
2,1,1.0,2.0,1.367190196,0.117052279,1.0,Congruent,C
2,2,1.0,2.0,1.269247152,0.21917806459999997,1.0,Congruent,C
2,1,1.0,2.0,1.4960125880000001,0.27014842460000005,2.0,Incongruent,C
2,2,1.0,1.0,3.2565417670000003,0.4388898369,1.0,Incongruent,C
2,2,2.0,3.0,1.5765151970000002,0.2388344775,1.0,Incongruent,C
2,1,1.0,2.0,2.665759513,0.43997232680000004,2.0,Incongruent,C
2,2,2.0,1.0,1.5495116449999997,0.1714141199,1.0,Incongruent,C
2,1,1.0,2.0,1.3478372010000002,0.3699953685,2.0,Incongruent,C
2,1,1.0,4.0,2.464516462,0.26283239649999995,1.0,Incongruent,C
2,2,1.0,1.0,1.188352601,0.4185165751,1.0,Incongruent,C
2,1,2.0,1.0,1.667011353,0.5930970179999999,1.0,Incongruent,C
2,2,2.0,2.0,1.2454577119999999,0.28371466910000004,2.0,Congruent,C
2,2,2.0,2.0,0.8450801396,0.4113144089,2.0,Incongruent,C
2,1,2.0,1.0,2.0083039,1.1262728480000002,1.0,Incongruent,C
2,1,1.0,2.0,2.7986273710000003,0.26077550530000004,1.0,Incongruent,C
2,2,1.0,2.0,1.8707917600000001,0.31687638639999993,2.0,Incongruent,C
2,2,2.0,4.0,2.2133088850000004,0.4191570884,2.0,Congruent,C
2,1,2.0,2.0,3.344947354,0.167073576,2.0,Congruent,C
2,1,2.0,2.0,2.318388344,0.001256329764,2.0,Incongruent,C
2,2,2.0,1.0,1.3346340319999999,0.3727363933,2.0,Congruent,C
2,1,NA,NA,NA,NA,2.0,Congruent,C
2,2,1.0,3.0,4.707343162,0.2893189198000001,1.0,Incongruent,C
2,1,1.0,4.0,1.031433262,0.4613626479,2.0,Incongruent,C
2,2,1.0,2.0,1.960664723,0.18288081509999998,1.0,Congruent,C
2,2,2.0,4.0,1.228882306,0.0012069361400000001,2.0,Congruent,C
2,1,1.0,3.0,1.312422301,0.44652082930000003,1.0,Congruent,C
2,1,1.0,3.0,1.408350471,0.44649228370000005,2.0,Incongruent,C
2,1,1.0,3.0,1.903523048,0.031014378010000003,1.0,Incongruent,C
2,1,1.0,3.0,0.9617375902999998,0.28702051310000004,2.0,Incongruent,C
2,2,2.0,1.0,1.4210677230000002,0.3952361463,2.0,Incongruent,C
2,1,1.0,4.0,1.131520117,0.001250235713,2.0,Incongruent,C
2,1,2.0,1.0,1.2173501800000002,0.3754135913,1.0,Incongruent,C
2,1,1.0,1.0,1.214125804,0.8442798989,2.0,Incongruent,C
2,1,2.0,1.0,2.7354705800000003,0.5494468557000001,2.0,Incongruent,C
2,1,1.0,3.0,0.865193283,0.9993158663999999,2.0,Incongruent,C
2,1,1.0,2.0,1.044351616,1.1142583320000001,2.0,Congruent,C
2,1,2.0,1.0,1.488071122,0.462193038,1.0,Incongruent,C
2,2,2.0,3.0,1.7161400370000002,0.786092298,1.0,Incongruent,C
2,2,1.0,2.0,2.37610863,0.3501442678,2.0,Incongruent,C
2,1,1.0,2.0,1.639543372,0.5656784308999999,2.0,Incongruent,C
2,2,2.0,4.0,1.619501753,0.3295217928,2.0,Incongruent,C
2,2,2.0,4.0,2.038176773,0.3161239356,1.0,Incongruent,C
2,2,1.0,2.0,1.826325,0.3765198158,2.0,Incongruent,C
2,1,1.0,3.0,1.3395743549999999,0.48155052319999997,1.0,Incongruent,C
2,1,2.0,4.0,1.65946696,0.32145555919999996,1.0,Incongruent,C
2,2,1.0,3.0,1.68366117,0.0012361232659999998,1.0,Incongruent,C
2,1,1.0,4.0,1.3672793609999998,0.3571995361,2.0,Incongruent,C
2,1,1.0,4.0,1.183209892,0.0012361232659999998,1.0,Congruent,C
2,2,2.0,2.0,0.8339277673,0.3840744727,2.0,Congruent,C
2,2,1.0,3.0,1.306147067,0.1361955115,1.0,Incongruent,C
2,2,2.0,3.0,1.695328968,0.19762705390000002,1.0,Congruent,C
