Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Accuracy,Trial_in_block
km0610,1,0,3,1.964,0.528,2,0,1
km0610,1,1,3,0.944,0.262,2,1,2
km0610,1,0,3,1.981,0.545,2,0,3
km0610,1,1,3,1.544,0.731,2,1,4
km0610,1,1,3,1.301,0.735,2,1,5
km0610,1,1,3,2.278,0.312,2,1,6
km0610,1,0,3,1.081,0.57,2,0,7
km0610,1,1,3,0.864,0.548,2,1,8
km0610,1,0,4,1.66,1.072,2,0,9
km0610,1,1,2,1.134,0.526,1,1,10
km0610,1,0,2,1.461,1.104,1,0,11
km0610,1,1,2,1.164,0.592,1,1,12
km0610,1,1,3,1.06,0.331,1,1,13
km0610,1,0,3,1.227,0.76,1,0,14
km0610,1,1,3,1.15,0.639,1,1,15
km0610,1,1,2,0.944,0.451,1,1,16
km0610,1,1,2,0.931,0.273,1,1,17
km0610,1,1,3,0.945,0.53,1,1,18
km0610,0,0,3,0.967,0.965,2,1,19
km0610,0,0,4,1.241,0.242,2,1,20
km0610,0,0,4,1.408,1.122,2,1,21
km0610,0,0,3,1.174,0.261,2,1,22
km0610,0,0,3,1.13,0.299,2,1,23
km0610,0,0,4,1.142,1.195,2,1,24
km0610,0,0,3,1.026,0.712,2,1,25
km0610,0,1,3,2.518,0.872,2,0,26
km0610,0,0,3,1.114,0.528,2,1,27
km0610,0,0,4,0.9,0.361,1,1,28
km0610,0,0,3,2.134,0.969,1,1,29
km0610,0,0,2,1.184,1.029,1,1,30
km0610,0,0,3,1.091,0.654,1,1,31
km0610,0,0,3,2.334,0.39,1,1,32
km0610,0,0,4,1.106,0.307,1,1,33
km0610,0,0,2,1.117,0.598,1,1,34
km0610,0,0,3,1.027,0.296,1,1,35
km0610,0,0,4,1.184,0.273,1,1,36
PD1907,1,1,4,1.198,0.401,2,1,1
PD1907,1,0,1,1.21,0.308,2,0,2
PD1907,1,0,2,1.144,0.578,2,0,3
PD1907,1,1,3,1.251,0.366,2,1,4
PD1907,1,0,2,1.343,0.36,2,0,5
PD1907,1,1,2,1.407,0.745,2,1,6
PD1907,1,1,4,1.093,0.426,2,1,7
PD1907,1,1,2,1.016,1.015,2,1,8
PD1907,1,1,2,1.178,0.439,2,1,9
PD1907,1,1,4,1.777,0.521,1,1,10
PD1907,1,0,4,1.365,0.578,1,0,11
PD1907,1,1,2,1.969,0.465,1,1,12
PD1907,1,1,1,1.188,0.496,1,1,13
PD1907,1,0,1,1.304,1.146,1,0,14
PD1907,1,0,1,2.55,0.367,1,0,15
PD1907,1,0,4,1.565,0.32,1,0,16
PD1907,1,1,2,1.168,0.916,1,1,17
PD1907,1,1,1,1.362,0.304,1,1,18
PD1907,0,0,3,1.131,0.418,2,1,19
PD1907,0,0,3,1.115,0.369,2,1,20
PD1907,0,0,2,1.542,0.577,2,1,21
PD1907,0,0,4,1.218,0.339,2,1,22
PD1907,0,0,2,1.187,1.113,2,1,23
PD1907,0,0,4,1.113,0.498,2,1,24
PD1907,0,1,2,1.397,0.487,2,0,25
PD1907,0,1,4,1.514,0.46,2,0,26
PD1907,0,0,3,1.397,0.569,2,1,27
PD1907,0,0,4,1.266,0.395,1,1,28
PD1907,0,0,3,1.524,0.39,1,1,29
PD1907,0,1,4,1.083,0.333,1,0,30
PD1907,0,1,3,2.099,0.455,1,0,31
PD1907,0,0,NaN,2.805,NaN,1,1,32
PD1907,0,0,2,1.227,0.289,1,1,33
PD1907,0,0,2,1.273,0.51,1,1,34
PD1907,0,0,2,1.475,1.417,1,1,35
PD1907,0,1,3,2.298,0.535,1,0,36
PD1907,1,1,1,1.416,0.335,2,1,1
PD1907,1,0,2,1.678,0.407,2,0,2
PD1907,1,0,2,1.033,0.449,2,0,3
PD1907,1,0,1,1.45,0.668,2,0,4
PD1907,1,1,2,1.031,0.386,2,1,5
PD1907,1,1,2,1.284,0.506,2,1,6
PD1907,1,1,1,1.065,0.785,2,1,7
PD1907,1,1,4,1.78,0.305,2,1,8
PD1907,1,1,4,1.405,0.303,2,1,9
PD1907,1,1,2,1.764,0.436,1,1,10
PD1907,1,0,2,1.081,0.435,1,0,11
PD1907,1,1,2,1.394,0.345,1,1,12
PD1907,1,1,1,1.206,0.337,1,1,13
PD1907,1,1,2,1.207,0.678,1,1,14
PD1907,1,1,4,1.262,0.306,1,1,15
PD1907,1,1,1,1.131,1.519,1,1,16
PD1907,1,0,1,2.46,0.772,1,0,17
PD1907,1,1,3,1.113,0.353,1,1,18
PD1907,0,0,3,1.337,0.354,2,1,19
PD1907,0,0,2,1.494,0.313,2,1,20
PD1907,0,0,NaN,1.327,NaN,2,1,21
PD1907,0,0,3,1.146,0.353,2,1,22
PD1907,0,0,2,1.74,0.327,2,1,23
PD1907,0,0,4,1.335,0.248,2,1,24
PD1907,0,0,4,1.361,0.316,2,1,25
PD1907,0,0,4,1.187,0.294,2,1,26
PD1907,0,0,1,1.089,0.346,2,1,27
PD1907,0,0,1,1.266,0.417,1,1,28
PD1907,0,NaN,3,NaN,0.561,1,0,29
PD1907,0,0,4,1.158,0.458,1,1,30
PD1907,0,0,3,1.296,0.531,1,1,31
PD1907,0,0,2,1.218,0.382,1,1,32
PD1907,0,0,2,1.23,0.32,1,1,33
PD1907,0,0,4,1.195,0.354,1,1,34
PD1907,0,0,3,1.741,1.076,1,1,35
PD1907,0,0,3,1.425,0.307,1,1,36
PD1907,1,0,2,1.772,0.762,2,0,1
PD1907,1,1,4,1.128,0.722,2,1,2
PD1907,1,1,4,1.411,0.363,2,1,3
PD1907,1,1,2,1.214,0.42,2,1,4
PD1907,1,1,2,1.039,0.478,2,1,5
PD1907,1,1,2,1.207,0.411,2,1,6
PD1907,1,1,4,0.943,0.382,2,1,7
PD1907,1,1,3,1.017,0.481,2,1,8
PD1907,1,1,1,1.225,0.313,2,1,9
PD1907,1,0,3,1.3,0.482,1,0,10
PD1907,1,1,2,1.257,0.599,1,1,11
PD1907,1,1,4,1.056,0.337,1,1,12
PD1907,1,1,2,0.958,0.334,1,1,13
PD1907,1,0,4,1.326,0.14,1,0,14
PD1907,1,1,2,1.287,0.429,1,1,15
PD1907,1,0,1,1.078,0.334,1,0,16
PD1907,1,1,2,1.045,0.32,1,1,17
PD1907,1,0,2,1.228,0.513,1,0,18
PD1907,0,0,2,1.366,0.433,2,1,19
PD1907,0,0,2,1.239,1.412,2,1,20
PD1907,0,0,3,1.281,0.519,2,1,21
PD1907,0,0,1,1.242,0.792,2,1,22
PD1907,0,0,3,1.483,0.501,2,1,23
PD1907,0,0,4,1.076,0.351,2,1,24
PD1907,0,0,3,0.995,1.627,2,1,25
PD1907,0,1,1,1.361,0.605,2,0,26
PD1907,0,1,2,1.398,0.646,2,0,27
PD1907,0,0,NaN,1.314,NaN,1,1,28
PD1907,0,0,3,0.996,0.33,1,1,29
PD1907,0,0,2,0.989,0.419,1,1,30
PD1907,0,0,3,1.301,0.767,1,1,31
PD1907,0,1,3,1.96,0.524,1,0,32
PD1907,0,0,2,1.332,0.668,1,1,33
PD1907,0,0,3,2.444,1.224,1,1,34
PD1907,0,0,4,1.316,0.693,1,1,35
PD1907,0,0,2,1.004,0.762,1,1,36
PD1907,1,1,2,1.226,0.972,2,1,1
PD1907,1,1,3,1.048,0.313,2,1,2
PD1907,1,1,3,0.81,0.312,2,1,3
PD1907,1,1,3,1.056,0.34,2,1,4
PD1907,1,1,4,1.085,0.24,2,1,5
PD1907,1,1,4,1.013,0.203,2,1,6
PD1907,1,0,3,1.001,0.29,2,0,7
PD1907,1,1,2,1.33,0.174,2,1,8
PD1907,1,0,3,1.375,0.258,2,0,9
PD1907,1,0,4,1.314,0.403,1,0,10
PD1907,1,1,4,0.97,0.406,1,1,11
PD1907,1,1,4,0.981,0.368,1,1,12
PD1907,1,1,2,0.966,0.313,1,1,13
PD1907,1,1,4,1.721,0.629,1,1,14
PD1907,1,1,2,1.621,0.386,1,1,15
PD1907,1,0,2,1.3,0.384,1,0,16
PD1907,1,1,3,1.025,0.293,1,1,17
PD1907,1,1,4,1.04,0.244,1,1,18
PD1907,0,0,1,1.012,0.387,2,1,19
PD1907,0,0,2,1.072,0.379,2,1,20
PD1907,0,0,4,1.046,0.338,2,1,21
PD1907,0,0,2,0.915,0.318,2,1,22
PD1907,0,0,1,0.944,0.273,2,1,23
PD1907,0,1,2,1.56,0.606,2,0,24
PD1907,0,0,1,0.992,0.672,2,1,25
PD1907,0,0,4,0.959,0.31,2,1,26
PD1907,0,0,3,0.955,0.423,2,1,27
PD1907,0,1,4,1.575,0.376,1,0,28
PD1907,0,0,2,1.313,0.437,1,1,29
PD1907,0,0,1,0.986,0.363,1,1,30
PD1907,0,0,4,0.922,0.278,1,1,31
PD1907,0,0,3,0.896,0.351,1,1,32
PD1907,0,0,1,1.027,0.175,1,1,33
PD1907,0,0,3,1.081,0.354,1,1,34
PD1907,0,0,2,1.11,0.312,1,1,35
PD1907,0,1,2,1.03,0.327,1,0,36
st0704,1,0,2,1.334,1.084,1,0,1
st0704,1,1,2,1.034,0.75,2,1,2
st0704,1,0,2,1.434,1.067,1,0,3
st0704,1,0,4,1.251,1.034,2,0,4
st0704,1,0,4,1.017,1,1,0,5
st0704,0,0,3,1.048,0.75,1,1,6
st0704,0,0,4,1.068,0.967,1,1,7
st0704,0,0,4,0.901,0.784,1,1,8
st0704,0,0,4,1.184,0.784,1,1,9
st0704,0,0,4,0.917,0.634,2,1,10
st0704,0,0,4,0.967,0.617,2,1,11
st0704,0,0,4,1.35,0.067,2,1,12
st0704,1,1,4,1.098,0.617,2,1,13
st0704,1,0,4,1.184,0.4,1,0,14
st0704,1,1,4,0.867,0.5,1,1,15
st0704,0,0,3,1.017,0.984,1,1,16
st0704,0,0,3,1.017,0.584,2,1,17
st0704,0,0,3,0.934,0.634,2,1,18
st0704,1,1,3,0.867,0.434,1,1,19
st0704,1,0,3,0.934,0.3,1,0,20
st0704,0,0,3,1.017,0.5,2,1,21
st0704,0,0,2,1.384,0.517,1,1,22
st0704,1,0,2,1.234,0.7,2,0,23
st0704,1,0,2,1.418,0.55,1,0,24
st0704,0,0,2,1.101,0.4,2,1,25
st0704,0,0,2,1,0.334,1,1,26
st0704,1,1,3,0.951,0.434,2,1,27
st0704,0,0,3,1.051,0.434,2,1,28
st0704,0,0,3,1.051,0.3,1,1,29
st0704,0,0,3,0.95,0.534,2,1,30
st0704,1,1,3,1.15,0.3,2,1,31
st0704,1,0,3,1.134,0.167,1,0,32
st0704,1,1,3,0.95,0.384,2,1,33
st0704,1,1,3,1.401,0.417,2,1,34
st0704,0,0,3,0.9,0.4,1,1,35
st0704,1,0,2,1.401,1.05,2,0,36
AU0903,1,1,2,1.427,0.894,2,1,1
AU0903,1,1,2,1.822,1.137,2,1,2
AU0903,1,0,2,1.4,1.369,2,0,3
AU0903,1,1,3,1.082,0.751,2,1,4
AU0903,1,1,3,1.344,1.058,2,1,5
AU0903,1,0,2,1.01,0.67,2,0,6
AU0903,1,1,3,1.146,0.952,2,1,7
AU0903,1,1,3,1.197,1.589,2,1,8
AU0903,1,0,3,2.275,1.126,2,0,9
AU0903,1,1,4,1.198,1.134,1,1,10
AU0903,1,1,2,1.193,1.996,1,1,11
AU0903,1,0,2,1.191,1.675,1,0,12
AU0903,1,1,3,1.05,0.846,1,1,13
AU0903,1,1,3,1.279,0.966,1,1,14
AU0903,1,1,2,1.423,1.161,1,1,15
AU0903,1,0,3,1.582,1.402,1,0,16
AU0903,1,0,2,1.445,0.705,1,0,17
AU0903,1,0,2,1.301,0.72,1,0,18
AU0903,0,1,2,1.11,0.653,2,0,19
AU0903,0,0,3,1.213,0.893,2,1,20
AU0903,0,0,2,1.467,2.701,2,1,21
AU0903,0,1,3,1.061,0.844,2,0,22
AU0903,0,1,3,1.179,0.704,2,0,23
AU0903,0,1,3,1.291,1.47,2,0,24
AU0903,0,1,3,1.122,0.862,2,0,25
AU0903,0,0,3,1.186,0.987,2,1,26
AU0903,0,0,2,1.543,1.189,2,1,27
AU0903,0,0,4,1.136,1.369,1,1,28
AU0903,0,0,2,1.486,1.155,1,1,29
AU0903,0,1,2,1.308,1.035,1,0,30
AU0903,0,1,2,1.261,0.797,1,0,31
AU0903,0,1,2,2.092,0.592,1,0,32
AU0903,0,0,3,1.102,1.33,1,1,33
AU0903,0,0,2,1.389,0.817,1,1,34
AU0903,0,0,3,1.347,1.281,1,1,35
AU0903,0,1,3,2.817,2.166,1,0,36
AU0903,1,1,3,1.293,0.405,2,1,1
AU0903,1,1,2,1.577,0.474,2,1,2
AU0903,1,1,4,1.029,0.62,2,1,3
AU0903,1,1,4,1.076,0.484,2,1,4
AU0903,1,1,4,1.199,0.546,2,1,5
AU0903,1,0,2,1.491,1.243,2,0,6
AU0903,1,1,2,1.595,0.87,2,1,7
AU0903,1,1,2,1.196,0.601,2,1,8
AU0903,1,1,2,1.264,0.714,2,1,9
AU0903,1,1,4,1.482,1.168,1,1,10
AU0903,1,0,2,1.585,0.468,1,0,11
AU0903,1,1,2,1.075,1.257,1,1,12
AU0903,1,1,2,1.129,0.654,1,1,13
AU0903,1,1,2,1.169,0.555,1,1,14
AU0903,1,1,2,2.21,0.904,1,1,15
AU0903,1,1,2,1.181,0.553,1,1,16
AU0903,1,0,3,1.647,1.184,1,0,17
AU0903,1,1,2,1.117,1.23,1,1,18
AU0903,0,1,2,1.301,1.667,2,0,19
AU0903,0,0,2,2.32,1.116,2,1,20
AU0903,0,0,4,1.061,1.203,2,1,21
AU0903,0,0,4,1.248,0.918,2,1,22
AU0903,0,0,3,1.451,1.029,2,1,23
AU0903,0,0,3,1.021,0.73,2,1,24
AU0903,0,0,2,1.212,0.483,2,1,25
AU0903,0,0,2,1.529,1.104,2,1,26
AU0903,0,0,3,1.034,2.182,2,1,27
AU0903,0,0,3,1.355,0.857,1,1,28
AU0903,0,0,2,1.24,1.906,1,1,29
AU0903,0,0,3,1.208,1.903,1,1,30
AU0903,0,0,2,1.059,0.76,1,1,31
AU0903,0,0,2,1.283,0.891,1,1,32
AU0903,0,0,2,1.24,0.7,1,1,33
AU0903,0,0,2,1.371,1.154,1,1,34
AU0903,0,0,2,1.002,0.676,1,1,35
AU0903,0,0,2,1.234,1.311,1,1,36
AU0903,1,0,2,2.053,0.431,2,0,1
AU0903,1,1,2,1.291,0.559,2,1,2
AU0903,1,1,3,2.837,0.528,2,1,3
AU0903,1,1,3,1.193,1.04,2,1,4
AU0903,1,0,2,1.029,0.403,2,0,5
AU0903,1,1,2,0.986,0.439,2,1,6
AU0903,1,0,4,1.249,1.061,2,0,7
AU0903,1,1,2,1.013,0.63,2,1,8
AU0903,1,1,2,0.981,0.733,2,1,9
AU0903,1,1,4,1.082,1.067,1,1,10
AU0903,1,1,3,1.028,0.843,1,1,11
AU0903,1,0,3,1.407,0.628,1,0,12
AU0903,1,1,3,1.122,0.945,1,1,13
AU0903,1,1,3,1.233,0.499,1,1,14
AU0903,1,1,2,0.96,0.873,1,1,15
AU0903,1,1,2,1.234,0.391,1,1,16
AU0903,1,0,2,0.918,0.682,1,0,17
AU0903,1,1,2,1.745,0.489,1,1,18
AU0903,0,0,3,1.166,1.011,2,1,19
AU0903,0,0,3,1.944,0.822,2,1,20
AU0903,0,1,2,1.227,0.607,2,0,21
AU0903,0,0,2,1.297,0.82,2,1,22
AU0903,0,1,,2.375,0,2,0,23
AU0903,0,0,4,1.144,1.317,2,1,24
AU0903,0,0,2,1.169,0.386,2,1,25
AU0903,0,0,2,1.229,0.989,2,1,26
AU0903,0,0,2,1.883,0.482,2,1,27
AU0903,0,0,2,1.178,0.489,1,1,28
AU0903,0,0,4,1.112,2.053,1,1,29
AU0903,0,0,2,1.235,0.632,1,1,30
AU0903,0,0,2,1.236,1.046,1,1,31
AU0903,0,0,2,1.33,0.387,1,1,32
AU0903,0,0,2,1.292,0.405,1,1,33
AU0903,0,1,3,1.237,1.382,1,0,34
AU0903,0,0,3,1.09,1.251,1,1,35
AU0903,0,0,3,1.294,1.058,1,1,36
AU0903,1,1,2,1.172,1.211,2,1,1
AU0903,1,1,3,1.07,0.363,2,1,2
AU0903,1,1,3,1.187,0.44,2,1,3
AU0903,1,0,3,1.676,0.873,2,0,4
AU0903,1,1,3,1.17,0.905,2,1,5
AU0903,1,1,4,0.988,0.978,2,1,6
AU0903,1,0,2,0.957,0.67,2,0,7
AU0903,1,1,2,1.035,0.648,2,1,8
AU0903,1,1,3,1.043,0.556,2,1,9
AU0903,1,1,4,0.845,0.738,1,1,10
AU0903,1,1,2,0.909,0.778,1,1,11
AU0903,1,1,2,1.257,0.477,1,1,12
AU0903,1,1,3,1.425,0.469,1,1,13
AU0903,1,0,2,1.25,1.93,1,0,14
AU0903,1,1,3,1.026,0.5,1,1,15
AU0903,1,1,2,1.434,0.562,1,1,16
AU0903,1,1,4,0.987,0.697,1,1,17
AU0903,1,1,3,1.186,0.795,1,1,18
AU0903,0,0,3,1.313,1.742,2,1,19
AU0903,0,0,3,1.131,0.436,2,1,20
AU0903,0,0,3,0.988,0.695,2,1,21
AU0903,0,0,3,1.05,0.35,2,1,22
AU0903,0,0,3,1.142,0.406,2,1,23
AU0903,0,0,2,1.04,0.592,2,1,24
AU0903,0,0,2,1.026,0.595,2,1,25
AU0903,0,1,3,1.18,0.437,2,0,26
AU0903,0,0,2,1.265,0.486,2,1,27
AU0903,0,0,2,1.032,0.707,1,1,28
AU0903,0,0,2,1.454,0.609,1,1,29
AU0903,0,0,3,1.468,0.593,1,1,30
AU0903,0,0,2,0.915,1.151,1,1,31
AU0903,0,0,2,0.963,0.603,1,1,32
AU0903,0,1,4,1.318,1.056,1,0,33
AU0903,0,0,3,0.958,1.892,1,1,34
AU0903,0,0,3,1.022,0.479,1,1,35
AU0903,0,0,3,0.868,0.8,1,1,36
AU0903,1,1,2,1.277,0.44,2,1,1
AU0903,1,1,3,1.632,0.394,2,1,2
AU0903,1,1,4,0.952,0.431,2,1,3
AU0903,1,1,4,1.178,2.016,2,1,4
AU0903,1,0,3,1.083,0.528,2,0,5
AU0903,1,1,3,1.744,0.643,2,1,6
AU0903,1,0,3,1.443,1.741,2,0,7
AU0903,1,1,4,0.991,0.442,2,1,8
AU0903,1,1,3,1.074,0.643,2,1,9
AU0903,1,1,3,1.076,0.442,1,1,10
AU0903,1,1,4,1.108,0.666,1,1,11
AU0903,1,1,3,1.046,0.621,1,1,12
AU0903,1,1,4,0.892,0.742,1,1,13
AU0903,1,1,3,1.085,0.814,1,1,14
AU0903,1,1,2,1.271,0.43,1,1,15
AU0903,1,0,3,0.968,0.465,1,0,16
AU0903,1,1,2,1.116,0.434,1,1,17
AU0903,1,0,4,2.445,0.844,1,0,18
AU0903,0,0,4,1.136,0.397,2,1,19
AU0903,0,0,4,1.119,0.398,2,1,20
AU0903,0,0,4,1.026,0.473,2,1,21
AU0903,0,0,4,1.095,0.463,2,1,22
AU0903,0,0,4,1.188,0.575,2,1,23
AU0903,0,0,4,0.984,0.466,2,1,24
AU0903,0,0,3,1.5,0.35,2,1,25
AU0903,0,0,3,1.094,0.639,2,1,26
AU0903,0,0,3,0.941,0.841,2,1,27
AU0903,0,0,3,1.497,0.576,1,1,28
AU0903,0,0,3,1.23,0.521,1,1,29
AU0903,0,1,3,1.12,1.264,1,0,30
AU0903,0,0,3,0.908,0.475,1,1,31
AU0903,0,1,3,0.958,1.636,1,0,32
AU0903,0,0,3,1.03,0.636,1,1,33
AU0903,0,0,2,0.989,0.409,1,1,34
AU0903,0,0,2,1.026,0.542,1,1,35
AU0903,0,0,3,0.991,0.543,1,1,36
AU0903,1,1,4,0.959,0.758,2,1,1
AU0903,1,1,4,1.312,0.984,2,1,2
AU0903,1,1,3,0.98,0.421,2,1,3
AU0903,1,1,4,1.026,0.485,2,1,4
AU0903,1,1,4,0.922,0.662,2,1,5
AU0903,1,0,3,1.44,0.394,2,0,6
AU0903,1,1,2,2.015,0.962,2,1,7
AU0903,1,1,4,0.919,0.43,2,1,8
AU0903,1,1,4,0.969,0.371,2,1,9
AU0903,1,1,3,0.939,0.393,1,1,10
AU0903,1,0,2,1.305,1.124,1,0,11
AU0903,1,1,4,1.471,0.83,1,1,12
AU0903,1,1,3,1.001,0.649,1,1,13
AU0903,1,1,4,0.828,0.965,1,1,14
AU0903,1,0,3,1.342,0.442,1,0,15
AU0903,1,1,2,1.164,0.702,1,1,16
AU0903,1,1,3,0.975,0.508,1,1,17
AU0903,1,1,2,1.662,0.664,1,1,18
AU0903,0,0,4,0.886,0.714,2,1,19
AU0903,0,1,4,1.614,0.902,2,0,20
AU0903,0,0,3,1.474,0.327,2,1,21
AU0903,0,1,3,0.939,0.392,2,0,22
AU0903,0,0,3,0.959,0.374,2,1,23
AU0903,0,0,3,0.921,0.512,2,1,24
AU0903,0,0,3,0.89,0.627,2,1,25
AU0903,0,0,4,0.903,0.431,2,1,26
AU0903,0,0,4,1.163,0.387,2,1,27
AU0903,0,0,4,1.03,1.262,1,1,28
AU0903,0,0,3,0.926,0.372,1,1,29
AU0903,0,0,3,1.27,0.431,1,1,30
AU0903,0,0,3,0.889,0.944,1,1,31
AU0903,0,0,3,0.899,0.418,1,1,32
AU0903,0,0,2,1.012,1.512,1,1,33
AU0903,0,0,3,1.25,0.644,1,1,34
AU0903,0,0,3,1.159,0.689,1,1,35
AU0903,0,0,2,1.242,1.121,1,1,36
do2205,1,1,4,1.018,2.578,2,1,1
do2205,1,1,4,0.801,0.3,2,1,2
do2205,1,0,3,0,0.234,2,0,3
do2205,1,1,3,0.867,0.417,2,1,4
do2205,1,1,4,1,0.484,2,1,5
do2205,1,1,2,1,0.767,2,1,6
do2205,1,1,4,0.817,0.267,2,1,7
do2205,1,1,3,0.717,0.35,2,1,8
do2205,1,1,4,0.85,0.067,2,1,9
do2205,1,1,4,0.784,0.367,1,1,10
do2205,1,1,4,0.817,0.3,1,1,11
do2205,1,1,3,0.817,0.934,1,1,12
do2205,1,1,3,0.851,1.734,1,1,13
do2205,1,1,3,0.984,0.35,1,1,14
do2205,1,1,2,0.784,0.117,1,1,15
do2205,1,1,4,0.801,1.317,1,1,16
do2205,1,1,3,0.834,1.15,1,1,17
do2205,1,1,3,0.834,0.417,1,1,18
do2205,0,0,4,1,0.767,2,1,19
do2205,0,1,4,1.401,0.2,2,0,20
do2205,0,0,4,0.934,0.217,2,1,21
do2205,0,1,2,1.351,0.65,2,0,22
do2205,0,0,4,0.884,0.717,2,1,23
do2205,0,1,3,1.067,0.967,2,0,24
do2205,0,0,3,0.834,0.517,2,1,25
do2205,0,0,3,0.867,0.384,2,1,26
do2205,0,0,4,0.95,0.25,2,1,27
do2205,0,0,2,0.85,0.334,1,1,28
do2205,0,1,3,2.118,0.334,1,0,29
do2205,0,0,3,1.084,0.567,1,1,30
do2205,0,0,2,0.95,0.734,1,1,31
do2205,0,0,2,0.8,0.417,1,1,32
do2205,0,1,4,1.134,0.884,1,0,33
do2205,0,0,4,0.934,0.567,1,1,34
do2205,0,1,4,0.984,1.017,1,0,35
do2205,0,0,3,1.3,0.467,1,1,36
do2205,1,1,4,1.401,0.65,2,1,1
do2205,1,1,3,0.851,0.117,2,1,2
do2205,1,1,3,0.667,0.034,2,1,3
do2205,1,1,3,0.784,0.134,2,1,4
do2205,1,1,4,0.801,0.25,2,1,5
do2205,1,1,3,0.784,0.517,2,1,6
do2205,1,1,4,1.151,1.329,2,1,7
do2205,1,1,4,0.801,0.6,2,1,8
do2205,1,1,3,1.117,0.35,2,1,9
do2205,1,1,3,1.23,0.3,1,1,10
do2205,1,1,3,1.234,0.634,1,1,11
do2205,1,1,3,1.084,1.25,1,1,12
do2205,1,1,2,0.834,0.734,1,1,13
do2205,1,1,3,0.834,0.267,1,1,14
do2205,1,1,3,0.867,1.134,1,1,15
do2205,1,1,3,0.817,0.217,1,1,16
do2205,1,1,3,0.784,0.917,1,1,17
do2205,1,1,3,0.881,0.317,1,1,18
do2205,0,1,3,1.9,0.417,2,0,19
do2205,0,0,3,1.301,0.467,2,1,20
do2205,0,0,3,2.401,0.367,2,1,21
do2205,0,0,3,2.551,0.3,2,1,22
do2205,0,1,4,1.484,0.134,2,0,23
do2205,0,0,4,1.567,0.334,2,1,24
do2205,0,0,4,1.017,0.25,2,1,25
do2205,0,0,3,1.118,0.534,2,1,26
do2205,0,1,4,1.584,0.267,2,0,27
do2205,0,0,3,0.967,0.634,1,1,28
do2205,0,0,4,0.834,0.1,1,1,29
do2205,0,1,3,1.217,0.367,1,0,30
do2205,0,0,3,1.1,0.267,1,1,31
do2205,0,0,3,1.05,1.475,1,1,32
do2205,0,1,3,1.051,0.85,1,0,33
do2205,0,0,3,1.068,0.1,1,1,34
do2205,0,1,3,0.897,0.367,1,0,35
do2205,0,0,3,0.901,0.35,1,1,36
do2205,1,1,4,2.717,0.384,2,1,1
do2205,1,1,4,0.817,0.05,2,1,2
do2205,1,1,4,0.95,0.234,2,1,3
do2205,1,1,4,0.801,0.317,2,1,4
do2205,1,1,4,1.585,0.25,2,1,5
do2205,1,1,3,0.867,0.634,2,1,6
do2205,1,1,3,0.901,0.334,2,1,7
do2205,1,1,3,1.768,0.334,2,1,8
do2205,1,1,4,1.1,0.817,2,1,9
do2205,1,1,4,0.767,0.3,1,1,10
do2205,1,1,3,0.851,0.25,1,1,11
do2205,1,1,2,0.901,1.067,1,1,12
do2205,1,1,3,2.034,0.25,1,1,13
do2205,1,1,3,0.867,1.084,1,1,14
do2205,1,1,3,0.817,0.317,1,1,15
do2205,1,1,3,0.967,0.367,1,1,16
do2205,1,1,3,0.801,0.7,1,1,17
do2205,1,1,3,0.784,0.317,1,1,18
do2205,0,0,4,0.934,0.684,2,1,19
do2205,0,0,4,0.867,0.717,2,1,20
do2205,0,0,4,0.85,0.017,2,1,21
do2205,0,0,4,0.901,0.184,2,1,22
do2205,0,0,4,0.917,0.067,2,1,23
do2205,0,0,3,0.784,0.35,2,1,24
do2205,0,0,4,0.8,0.267,2,1,25
do2205,0,0,4,0.9,0.317,2,1,26
do2205,0,1,3,1.367,0.133,2,0,27
do2205,0,0,3,0.917,0.25,1,1,28
do2205,0,0,3,1.151,0.984,1,1,29
do2205,0,0,3,0.851,0.35,1,1,30
do2205,0,0,3,0.884,0.117,1,1,31
do2205,0,0,3,1.618,0.7,1,1,32
do2205,0,1,3,2.184,0.05,1,0,33
do2205,0,0,3,1.084,0.267,1,1,34
do2205,0,0,4,1.001,0.267,1,1,35
do2205,0,0,4,1.017,0.317,1,1,36
do2205,1,1,4,1.15,0.1,2,1,1
do2205,1,1,4,0.767,0.317,2,1,2
do2205,1,1,3,0.834,0.317,2,1,3
do2205,1,1,4,1.067,0.517,2,1,4
do2205,1,1,2,0.9,0.184,2,1,5
do2205,1,1,3,0.717,0.15,2,1,6
do2205,1,1,4,0.801,0.234,2,1,7
do2205,1,1,4,0.814,0.217,2,1,8
do2205,1,1,4,0.7,0.167,2,1,9
do2205,1,1,2,0.968,0.4,1,1,10
do2205,1,1,3,0.784,0.234,1,1,11
do2205,1,1,2,0.785,0.1,1,1,12
do2205,1,1,4,0.801,0.984,1,1,13
do2205,1,1,4,0.767,0.017,1,1,14
do2205,1,1,4,0.767,0.2,1,1,15
do2205,1,1,4,0.684,0.301,1,1,16
do2205,1,1,3,0.717,0.134,1,1,17
do2205,1,0,3,1.15,0.283,1,0,18
do2205,0,0,4,0.884,0.1,2,1,19
do2205,0,0,4,0.934,0.167,2,1,20
do2205,0,1,2,1.35,0.884,2,0,21
do2205,0,0,3,1.8,0.2,2,1,22
do2205,0,0,2,0.817,0.184,2,1,23
do2205,0,0,4,1.101,0.05,2,1,24
do2205,0,0,4,1.134,0.2,2,1,25
do2205,0,0,4,0.834,0.25,2,1,26
