condition,coefficient,ps,adequacy
"T-3,T-2,T-1",-0.007905112670689335,9.999000099990002e-05,0
"T-3,T-2,T-1",-0.01081991765105883,9.999000099990002e-05,1
"T-3,T-2,T-1",-0.008810089368557395,9.999000099990002e-05,2
"T-3,T-2,T-1",0.022192711235775476,9.999000099990002e-05,3
"T-7,T-6,T-5",-0.003593079906648089,9.999000099990002e-05,0
"T-7,T-6,T-5",-0.002713902528110373,9.999000099990002e-05,1
"T-7,T-6,T-5",-0.0020965398724251856,9.999000099990002e-05,2
"T-7,T-6,T-5",0.006911660817099847,9.999000099990002e-05,3
