fold,score,n_sample,source,sub_name,filename,accuracy_train,accuracy_test,feature importance T-7,feature importance T-6,feature importance T-5,feature importance T-4,feature importance T-3,feature importance T-2,feature importance T-1
12,0.7232805563499144,1648,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.012988214834983502,0.01535054285077352,0.008713991014569312,0.012633777329052775,-0.0029120692480315014,0.007936422959455559,0.052882483633862463
12,0.7493508288314991,2665,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.003674848153786692,0.005627568106447068,-0.002422593036282761,0.007226879346212145,0.013457705448774282,0.031374824733004535,0.06177207284973846
12,0.6187592728320697,1734,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.001581094010610362,-0.0006092911630969811,0.0026537287560963628,0.002642741652553393,0.0031703510917706736,0.019760777182295297,0.06336033182826176
12,0.6156492244197681,2579,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.00977030137542173,0.01085809317022145,0.013781494065675415,0.011829231896937886,0.007818155192216458,0.02185329237083138,0.057372363372608905
12,0.6588436804733789,1512,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.008447818440333276,0.009726403347871292,0.014576264244097015,0.011410723112577802,0.006707847469215489,0.013039076938097105,0.009304734218576482
12,0.5277170650638608,2801,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,-0.014174216622917535,-0.006065667249883289,0.005957526099637,-0.01894797903130637,-0.02446710058305639,-0.008369489690067455,0.016053915142349294
12,0.6047032568159838,1618,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,-0.005286588945462234,0.004408313074235471,0.018699332649470723,0.002220117303603675,0.004666228837426889,0.02494306812928059,0.04238690466481952
12,0.5779874987329625,2695,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0062798876622544905,0.00438822259412579,0.007640789085448285,0.007279656019223424,0.0007721209433445342,0.014841208012440576,0.032873017486342394
12,0.5941751104359297,1715,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.009607324139679596,0.0024968713815883502,0.006611585953616095,0.0061092386924569645,0.007872974511229435,0.020582177305749082,0.05516393721853173
12,0.5534742843065423,2598,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,-0.009448580498735214,-0.004150840697138269,-0.005339414863922009,-0.004115683488830702,-0.006033395767364858,0.0001248982451239722,0.03266458052916431
