score,n_sample,source,sub_name,filename,accuracy_train,accuracy_test,weight T-7,weight T-6,weight T-5,weight T-4,weight T-3,weight T-2,weight T-1
0.7387016131189434,1648,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.04172530359594385,0.04366421594510727,0.048292372355212373,0.05103448191635968,0.054850718374109084,0.06631839014485084,0.09281390915028562
0.7567483416241425,2665,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.04172530359594385,0.04366421594510727,0.048292372355212373,0.05103448191635968,0.054850718374109084,0.06631839014485084,0.09281390915028562
0.6222722397285865,1734,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.04172530359594385,0.04366421594510727,0.048292372355212373,0.05103448191635968,0.054850718374109084,0.06631839014485084,0.09281390915028562
0.5949503943164789,2579,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.04172530359594385,0.04366421594510727,0.048292372355212373,0.05103448191635968,0.054850718374109084,0.06631839014485084,0.09281390915028562
0.6848781277899285,1512,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.04172530359594385,0.04366421594510727,0.048292372355212373,0.05103448191635968,0.054850718374109084,0.06631839014485084,0.09281390915028562
0.6205501271016545,2801,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.04172530359594385,0.04366421594510727,0.048292372355212373,0.05103448191635968,0.054850718374109084,0.06631839014485084,0.09281390915028562
0.6007725660203117,1618,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.04172530359594385,0.04366421594510727,0.048292372355212373,0.05103448191635968,0.054850718374109084,0.06631839014485084,0.09281390915028562
0.5829816768662359,2695,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.04172530359594385,0.04366421594510727,0.048292372355212373,0.05103448191635968,0.054850718374109084,0.06631839014485084,0.09281390915028562
0.5971557000200944,1715,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.04172530359594385,0.04366421594510727,0.048292372355212373,0.05103448191635968,0.054850718374109084,0.06631839014485084,0.09281390915028562
0.567944390037602,2598,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.04172530359594385,0.04366421594510727,0.048292372355212373,0.05103448191635968,0.054850718374109084,0.06631839014485084,0.09281390915028562
