fold,score,n_sample,source,sub_name,filename,accuracy_train,accuracy_test,feature importance T-7,feature importance T-6,feature importance T-5,feature importance T-4,feature importance T-3,feature importance T-2,feature importance T-1
6,0.6880791800746193,1648,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.0004941818841961876,-0.011216803553406873,-0.01756054621919507,-0.027379390015900996,-0.0002414944653771456,-0.012573593871714672,0.026188341888572896
6,0.7334044891933583,2665,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.024696561743688263,0.026211328250686117,0.002998679938357973,0.017807856062708294,0.005268193835737911,0.01742475259110816,0.0516534648002708
6,0.6122773880621072,1734,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,-0.0016216585593220255,0.004331784783031212,0.004101342956735499,0.010415166339502225,0.01718884334186982,0.032363846258469164,0.04484649294837269
6,0.6122197509242909,2579,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.009592571017052954,0.014776662007660424,0.0038601003820298518,0.029142186120864944,0.01958119363892601,0.033285909598057585,0.05012171421794087
6,0.6312084553029993,1512,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,-0.0001777516642947896,0.007245143908659768,-0.005905808405549917,-0.0005174748152374064,-0.0028834835295493575,-0.00789181154972115,0.0038280103949886123
6,0.5347997922522225,2801,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,-0.00469042669983547,0.01997949537200789,0.0031529135704111864,0.007814225147041842,-0.005437986780336401,-0.006526079687164177,0.014215732775433792
6,0.5673526537467807,1618,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.012193116367560564,0.013080800342340437,-0.021005553564802347,-0.014621571679416034,0.0020175398860212803,-0.003818161475985682,0.02443951424576657
6,0.5657833887136676,2695,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.01318215722879289,0.013853848645961831,0.0018299598570293506,0.010185105136119055,0.005471169063256298,0.00777846158437,0.02803648197068549
6,0.5753821742715243,1715,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.004634426671080105,0.0021323044267938184,0.01796011449692958,0.010144582624219889,0.0106222212633304,0.017183466039417138,0.046923477977304354
6,0.5611237037793433,2598,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0046213352627195725,0.007772206598265219,0.011797867244104022,0.013899328784882248,0.010674197110599758,0.01023211550184162,0.041758589134954095
