fold,score,n_sample,source,sub_name,filename,accuracy_train,accuracy_test,feature importance T-7,feature importance T-6,feature importance T-5,feature importance T-4,feature importance T-3,feature importance T-2,feature importance T-1
14,0.7048648161956158,1648,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.01407854452393179,0.019715246542513575,-0.0026456580119017968,0.00181377704363076,-0.0013260201997962074,-0.01091958381078042,0.05009803016494666
14,0.7230845794823602,2665,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.015908677393694882,0.0131257779315886,0.013679720480369884,0.008399258268861532,0.0119953034785104,0.01099443175785253,0.08417535934914107
14,0.5906834740802125,1734,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.006004406338067192,0.0040869300144618205,0.0013863359727750214,0.002643064729922695,-0.014340384879393663,0.011255446130009061,0.040260965897118084
14,0.5913670707148957,2579,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.005342745122208925,-0.002095504859057895,-0.0008315044242614755,0.00930854061193943,0.006019625146805175,0.010415162307921156,0.053847512580993726
14,0.6469094240086177,1512,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.0015631627846335316,0.0032053295502423194,0.0015875700794632075,-0.004417743068866153,-0.006134470034058282,-0.0016241644980383497,0.009677440783591507
14,0.5732260766446523,2801,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.003902845290632573,0.029861555474958047,0.009781130867043042,0.010654408120237413,0.016603020391294944,0.0319759014386207,0.029221677703617766
14,0.5639154407923893,1618,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.0046641140776992555,0.009516951036622345,0.0011937482215564343,0.00753046209160464,0.02516206866827908,-0.007377329818818034,0.03770871803448987
14,0.5434438238803363,2695,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.003533365189504767,0.00125046912472353,0.0043863335595252465,0.006091432861402535,0.004691301097246259,0.0017716938491581958,0.028037448724111867
14,0.6072530772008877,1715,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.013596874802419612,0.010383969545006866,0.01651161222373012,0.010587433236100762,0.021263722770376303,0.018498370606426784,0.07112147226367158
14,0.5561119671528214,2598,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0007727575562635925,-0.0014277440974632904,0.005785018837679223,-0.0006442125422496225,-0.007842412228382455,0.0059087171011971695,0.03437760122780701
14,0.6495423217827152,1675,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.014030171513255429,0.004074894400036011,0.006470577240962427,0.008193697939875844,0.016134247209777595,0.03229783942293916,0.07306897524625677
14,0.6181391794838373,2638,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.005345662843904175,-0.008629627565369512,0.01281206625819965,-0.0029298531748375824,0.011108935951751752,0.021834666540325797,0.07250668238271943
14,0.6230190493089494,1590,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.02959324514075624,0.0037717532635556106,0.012647452404278402,0.02509310142028933,0.010974661237647088,0.0128366098189302,0.04653248394683303
14,0.593420453111785,2723,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.018965580974412012,0.0008431945613600944,0.005698960114987883,0.0065188669745076646,0.01658225671055802,0.026338503221135057,0.03909294742870663
14,0.5848214765746984,1605,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.00853199845598721,-0.011443566890823775,0.005353142570645797,0.0034819506890305884,0.007356958053016072,0.014557629504280977,0.035368013219660856
14,0.5566759917425121,2708,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,-0.0020327301625331917,-0.0038587603899229326,0.006482481951769004,0.0030424026151874674,0.0034614710977073694,0.010575271692628807,0.02718729496037492
14,0.6926963757663714,1298,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.011440346324428096,-0.01112820099050783,0.03462965168386698,-0.010617989875570943,-0.0008228523545159461,0.013592526756277302,0.11421825325175945
14,0.6245127450265724,3015,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.005590676757728219,0.001484199815392473,0.005541658009928419,0.006158236394695316,0.009219288103921553,0.00838344564598097,0.0677866082512044
