fold,score,n_sample,source,sub_name,filename,accuracy_train,accuracy_test,feature importance T-7,feature importance T-6,feature importance T-5,feature importance T-4,feature importance T-3,feature importance T-2,feature importance T-1
15,0.704662342176843,1648,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,-0.004631725074615412,0.004407041306307724,0.013616090468486386,-0.0074118507846390735,0.0036003325671896567,0.007965708510738023,0.020193430284861313
15,0.7251075040027025,2665,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.006324556895250677,-0.0012167065324755644,0.004786302621204897,0.0034768298995305645,5.532803461488767e-05,0.030410483136744316,0.04440357470916697
15,0.5832969130487597,1734,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,-0.019954560103756958,-0.012889608444478695,-0.009729503974614594,-0.013316103443252115,-0.019352597759327128,0.0036264848546181615,0.0418856019379872
15,0.6119047598631551,2579,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.008171212651564407,0.0023807300604187674,0.009332961428801478,0.015178959509660483,0.009150530885213882,0.017801533686423177,0.05860601739228198
15,0.651168239406568,1512,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.014919846184334295,0.01439075563576463,0.004755808573181875,0.004468272548695929,0.004418951702734608,0.0010301238619288445,0.006870629263997041
15,0.5183243985228242,2801,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,-0.012952569034364725,-0.01915706511760017,-0.0031898625739447016,-0.015498356216218378,-0.016542797459207104,-0.007332641108290206,-0.0036417252502558895
15,0.6022948533281758,1618,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.02484773744248935,0.024534288610354216,0.018158526792622077,0.021600899555984952,0.01110502918824462,0.026712796070235058,0.05034998423140678
15,0.572886622663338,2695,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.01855114655248835,0.022066073620864955,0.00513893311772351,0.01631733479499673,0.005193939445251339,0.00948417596140183,0.028424086892234822
15,0.5923549653536755,1715,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.017853075453654,0.008775277457892616,0.007230116845017187,0.006970472132783423,0.011025305368692196,0.01408132436602022,0.0476304869041098
15,0.5685653689576415,2598,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0062434128294824535,0.011949571464891095,0.01225068850744967,0.013579954168870789,0.005725181507849652,0.005664911320221666,0.0475938119928412
15,0.6474088005191215,1675,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.017596983848526093,0.004047372415470818,0.015031070130301406,0.006656732007166532,0.024874680112169124,0.037299843082403826,0.06755926308298973
15,0.6160979275159086,2638,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,-0.00299301766942871,-0.014739628986782504,-0.00322410437374685,0.004603579341767983,0.004095042282119587,0.019934676185849143,0.06262885209005259
15,0.6311641440258151,1590,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.010565530175855898,0.0050170138300805415,0.013374616432810849,0.0071234747255011,0.03041651734870555,0.020333144132297077,0.047529524232604495
15,0.5889809051351402,2723,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,-0.0006506372373220159,-0.0013969608705976077,0.011581253909821277,0.0008247868232511557,0.006520774247375549,0.0034386917987168863,0.04823313842969359
15,0.5857575406589395,1605,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.0065480939253417915,0.0019302330126923727,0.0036028590622388945,0.005338654537453325,0.01044820138506788,0.024586082359097337,0.04004954748311755
15,0.5760024482314452,2708,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.000934673700639399,0.011233872076599215,0.01075567047795728,0.010100383002201608,0.00553055306709872,0.010277922319622147,0.04049704742370884
15,0.7321331516680594,1298,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.04486644055850199,0.016518582488487376,0.04338126055951787,0.04185050125225988,0.04032564903183522,0.04658330672205139,0.13091889931470801
15,0.6361033032538101,3015,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.00799732490880728,0.015475394514782448,0.01352861599889924,0.013666635559742114,0.013840299317676875,0.018886028277767464,0.06513013564439764
15,0.6135389010027056,1574,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.03642574832261516,0.03053134703506082,-0.003912619234404757,0.009063525664380678,0.02418504072104476,0.025485435678119107,0.03752172285982767
15,0.6010715632616386,2739,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.009120058412611964,0.014961973010932017,-0.0014290115063465337,0.002183443163615073,-0.0018933467454669728,0.0020528703184301777,0.03652524216033896
15,0.6477458284881575,1363,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.016520900135912474,0.012596930243908944,0.004577559456049729,0.014632744234532768,0.020763928294458334,0.015436606406222575,0.0624000337605274
15,0.6193986114777305,2950,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.005682895791327691,0.006036401510520717,0.009013433316037567,0.010040979867719313,0.010037150727088707,0.01707264074199616,0.05680937431538087
15,0.5970372439206971,887,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,-0.0009146646262379043,0.026375349562257934,0.016629268895757797,0.009109118734671717,-0.006058134300480633,0.06073030155058817,0.05243303390260393
15,0.5563728902735154,2346,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.010649586727960824,0.007260408845753607,0.005750325606793982,0.00881017127679109,0.011402603108885667,0.015126336226141313,0.017865147956778172
15,0.6488103520040571,1270,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.009404813901714238,0.01761439684654754,0.009882859272516975,0.014431401984246684,0.018470205308559917,0.022906106592665076,0.06298284753574215
15,0.658933825271281,1963,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.01631184569776748,0.008690091777221387,0.022263148017603797,0.01909279024569731,0.012247565786431602,0.020694465127590857,0.06346801122917349
15,0.7369864793051303,945,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.039888061700108765,0.05079049670487962,0.043052065429122086,0.02499860213174058,0.012646440450206419,0.043518412827507534,0.04844281365364187
15,0.609591177807205,2288,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.0007861081421178251,-0.0011376595177231218,0.01101699738671803,0.01846565626352966,0.011534237738048037,0.01724641001978604,0.05538731559773717
15,0.7985712197020287,1241,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.006497996113153504,0.0180128045523131,0.0271965387382894,0.02779615409810946,0.026883876241604952,0.050259180616454915,0.12034531047521313
15,0.8054758071113435,1992,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.021023501852186398,0.022577495419028825,0.03462575026000053,0.032296262281030795,0.041159252627015294,0.05422018306414579,0.11305539981075503
15,0.7266123198298374,1129,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.06572122334999135,0.04280491978521065,0.06474614057332477,0.01830677860831569,0.03466370828190307,0.016518815440151824,0.09666163580121667
15,0.7006392964635975,2104,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.004374842311560078,0.0068635320099597165,0.009765431725024976,0.013210934266925678,0.009873534574180599,0.012450308139541877,0.036124557104408164
15,0.6225109437591669,1205,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.021079185701629588,0.01216009926942715,9.168694363322904e-05,0.024459963378499962,0.012112980331173273,0.0056713623077273454,0.07081190412834676
15,0.5916668796525411,2028,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.00820570947770044,0.008684747747258336,0.009307431633623863,0.009936230814562252,0.0018111075186531434,0.011091033687705509,0.05001926291887
15,0.5138928373052092,999,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.003407412010660682,0.001947691345904956,-0.0027510384496054695,0.017753434656391474,0.0021162975703258704,0.0017006836061719045,0.01388214378821322
15,0.5128579517593648,2234,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,-0.0025757851080135284,0.003991838555602367,7.484580653950301e-05,0.0018787739105088131,0.008105447174323755,0.004728836370124012,0.008032997912889594
15,0.5762832531286501,911,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.016760139065127955,0.007318471584354958,0.00242904644896611,0.008811555388523495,0.016512323350165947,0.01497220286653791,0.02406719390394769
15,0.547574453877654,1674,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,-0.0026720799512796266,0.006333460643116062,0.005268648938880039,0.006288845663904352,0.004769169956862151,0.006418810880906489,0.02085855597377769
15,0.522789733062819,1192,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.00016807061916020993,0.002621144520700125,0.004338982120183144,0.012354941933354208,0.005238001507411416,0.017917443314603036,0.006113247069071737
15,0.5285474904980327,2041,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.005555235525603252,0.011647972446723987,0.005965476338210119,-0.009417396749735407,-0.005476170515576762,0.004831898444362559,0.017204073280410747
15,0.6549682221842663,1361,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.07022761529536842,-0.02433320322813376,-0.03729913013745824,0.02049222219513811,-0.030976574425293002,0.014304301121002217,0.06046725279317865
15,0.6091788806685734,1872,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.02406068442922118,0.0026043046305570306,-0.006601654942251334,0.005900299077124161,0.002303357955759089,0.017395572625171118,0.06649935845614877
15,0.5760633642155817,1107,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.018120723652542848,0.009585261854704564,0.017348091307378945,0.013775718643024982,0.004898786188105275,0.011397554467240912,0.022089396485627688
15,0.5945541417173771,2126,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.016868852337917583,0.014497549357745332,0.015010002989823634,0.018279672876851095,0.014903302384829476,0.01875343159707744,0.03545280043665884
15,0.6655309624025718,1259,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.013797539335414744,0.005217567825987479,0.012044145325715638,0.01830058847729289,0.013319801385470554,0.018016374494562327,0.06379932518251069
15,0.6640918861354774,1974,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.014433470399261772,0.020727730237784202,0.023159349325008717,0.024143183579973547,0.013349453600262951,0.02903281320575729,0.0749044079200506
15,0.6648973614119844,1033,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.02024522572030394,0.008723157796244673,0.013830879537104147,0.010446852638442994,0.016802387605515667,0.02306928239700511,0.07466636871050955
15,0.6424859796375129,2200,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.010971628550138756,0.012719655657238038,0.018206888579867,0.022322764897548808,0.019966307983973718,0.020529225511947313,0.07775348709834937
15,0.8952633939314492,1207,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.009740701214144254,0.02610338649056033,-0.0011559281886467042,0.01264392627699108,0.004975207067166987,0.02383198202940636,0.04859946347588808
15,0.8810159431487666,2026,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.001356034258785588,0.04698423222242395,0.08943726406051063,0.02121607290599874,-0.0010012685527030717,0.0328076954343006,0.04914648493232891
15,0.5244527847358114,994,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,-0.008274317208131588,-0.006130951270380913,-0.010178473699573587,-0.015830256608395866,-0.002789195571339398,0.004748541110988847,0.0245569612850915
15,0.515282612029099,2239,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,-0.0019923868120072076,0.0003737562482195256,-0.008653434890836597,-0.00784873470356411,-0.00028503968685016367,0.0008013383065020308,0.012184284823316044
15,0.5621386205989118,1209,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.006731138638520917,-0.010602955652330215,-0.009107793077267234,-0.006666129742839188,0.013223870176454655,-0.006523315508982242,0.035669309508839196
15,0.5472512178959326,2024,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.002599568192605184,0.007429622245068035,0.0003980139578109498,0.005939290027828459,0.001978409956583016,0.0022145972245152246,0.01706461915061913
15,0.9383768007434735,1252,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.0014698573862579668,0.07647726566915983,0.0005501041787833616,0.0010911052588263304,0.001088951414316619,0.0003663537677895068,0.05009943601160431
15,0.8312499370906212,1981,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,-0.002104073654564431,0.03371839489698675,-6.01313625269162e-06,0.002690794543182351,-0.0038494603615727542,0.019598207293746894,0.011624225061941718
15,0.7578825259172779,1338,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,-0.004185338552380324,-0.005211776179112127,-0.0014942825724680974,0.003922158602145409,-0.0017649416540509223,-0.000525603707727984,0.015930910516154285
15,0.669677199071932,1895,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,-0.00536399264605274,-0.013509193158795818,0.01470129458237186,-0.00448801291862917,0.020166710186170077,-0.004149728647821827,0.009970973736568689
15,0.5772192394761029,1268,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.010146061770504422,0.013016019245728117,-0.01059958212494062,0.0008368659977201154,-0.0014942929556923334,-0.011517090123019158,0.05528216451876925
15,0.532404424295094,1965,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,-0.00010182799700739765,-0.002833691521087145,-0.003950626211776986,-0.002009706512358245,-0.003487174779321911,-0.0027599749379235705,0.013617396815769334
15,0.6288518819554616,1108,cognitive,12,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,-0.0007186390253690611,-0.00257185080274529,-0.0008454106742239009,-0.004632263687928883,0.0015375002698849393,0.002137070388012674,0.002947377989726274
15,0.5038956533152686,2125,cognitive,12,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.002153501721013945,-0.021000870050172833,-0.003253596142231657,-0.054860696247263155,-0.04261907957018924,0.010437165519669883,-0.029848916087111134
15,0.6372502730698729,950,cognitive,13,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.011387004998990025,0.01597019723856642,-0.002497334083206304,0.0033068635491538046,0.006013011105713695,0.018253505358056067,0.04076680111899496
15,0.6373409259898889,2283,cognitive,13,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.0008922087249933375,-0.0018685325717276656,0.002010266345325118,-0.0039032550075291826,0.0020517582557311176,0.005891147060334834,0.026449687938405974
15,0.5630294174032437,998,cognitive,14,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.0038082731196595666,0.01596784994859458,0.0014791633425069283,0.019857831895877986,0.0219680038737724,0.014953076662663623,0.04646374799454013
15,0.5368759649875989,2235,cognitive,14,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.0007510456930290621,0.005075825288983616,0.0005764118144570895,0.003241115713782494,0.0027384142822371783,0.0022766165340112774,0.016226203685104922
15,0.571460803270307,1436,cognitive,15,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.012078186260019797,0.015051646965198517,0.02201285708218239,0.021318757074181093,0.01706951626753943,0.011433088443199301,0.012459103765000779
15,0.5742550035408155,1797,cognitive,15,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.0167372755748198,0.019041996066153886,0.01948641612277473,0.012225330130453937,0.017858546945288045,0.014087880385515983,0.009310987075444166
15,0.5162398182957394,22,cognitive,1,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,0,0.000737781954887251,-0.12738330200501244,-0.056589129072681675,-0.06091791979949872,-0.02311325187969921,0.027379385964912323,-0.008677944862155368
15,0.6266624379468307,31,cognitive,1,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,1,0.06592897667375848,-0.0017648616142448947,0.04357671832173731,0.09082056331819142,0.040722841555977204,-0.0065355883311291165,0.07473980794663909
15,0.4085489163614163,13,cognitive,2,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,0,-0.05855273199023202,-0.10206807081807086,-0.06556776556776558,-0.1260016025641026,-0.06489430708180711,-0.05352373321123326,-0.11181127899877903
15,0.4721888882230438,40,cognitive,2,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,1,-0.005437530342653718,0.0002868315486910966,0.021613986841690795,-0.059061273672279355,-0.07232628764886832,-0.03115769970608682,-0.029112241920591107
15,0.6430332341269841,29,cognitive,3,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,0,-0.025442956349206392,-0.005962301587301611,0.03157242063492062,0.006977678571428558,0.011456349206349182,0.020119047619047592,-5.357142857145281e-05
15,0.6414347587621245,24,cognitive,3,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,1,0.026645147620211584,-0.034088176671296856,0.0746665777388284,0.09304861769375837,0.04381745598817212,0.06264926463136186,0.04048716557667966
15,0.4654688080639168,28,cognitive,4,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,0,-0.00558636814071597,0.014334548804657505,-0.01007072185061314,-0.042133345720302216,0.049161131239935596,0.0341378282546761,-0.053227850551220125
15,0.42727527605244997,25,cognitive,4,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,1,-0.04955874741200828,-0.030021566597653555,-0.019274499654934434,-0.04149456521739129,0.00826259489302968,0.002192028985507244,-0.04972869220151827
15,0.5354393115942029,21,cognitive,5,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,0,-0.13040284745447792,-0.10685154217762916,-0.0832619147157191,-0.06782446116685248,-0.03345178372352288,-0.053410674470457095,-0.015220875139353418
15,0.5661223024756944,32,cognitive,5,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,1,-0.024750077934424863,-0.04024309735097013,-0.020778791631370995,-0.019632742299492013,-0.0518761541496794,0.011981086490297287,0.018183309486999737
15,0.48584861829347126,14,cognitive,6,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,0,-0.020819731738849333,-0.07056621687136391,-0.06629262281835807,-0.06223456690368452,-0.04810621363930186,-0.08147543632837748,-0.025029290562378764
15,0.5207810724814401,39,cognitive,6,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,1,-0.0015107278342572361,-0.031862576761473825,0.03367213974750738,0.03801250220367868,0.0008489274206185615,0.04045438017864487,-0.014015826901856326
15,0.562286247677211,30,cognitive,7,../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,0,0,0.043966707802141604,0.015822271377044995,0.07341896963233162,0.008528751907423453,0.036293784732884436,0.004206937664058924,0.03312582480175264
