fold,score,n_sample,source,sub_name,filename,accuracy_train,accuracy_test,feature importance T-7,feature importance T-6,feature importance T-5,feature importance T-4,feature importance T-3,feature importance T-2,feature importance T-1
3,0.7362141699774586,1648,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.004390479183382123,0.003532859788281939,0.0016361739973986267,0.02486363216802444,0.007603489421202736,0.005763282028198003,0.02206833465630039
3,0.7443089432991834,2665,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.008673477129222507,0.007957115407112714,0.004973973149488342,0.009700778272458032,0.015406830980871755,0.017413575205533004,0.029144311524955314
3,0.6171204261385959,1734,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.004926332286610713,0.022982297544016473,0.002845338580398349,0.01598649521148935,0.02200252230079188,0.04132648140900456,0.052691833079196504
3,0.5909342632055038,2579,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0013386072868507904,-0.0014040621570232115,-0.007262337122550177,0.01049366963207533,0.013698124337916728,0.009622343923174792,0.030369168251819
3,0.6426685324262372,1512,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.000924234007800584,0.0003203872951321518,0.004497783338513239,0.0035416373679241554,0.0007525259083111524,-0.010084941208289223,0.0016063226893910597
3,0.5592570359117743,2801,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.017204773833931118,0.003512347720899478,0.01699414253809044,0.007850647080839046,0.015441510792360957,0.0059052294726371305,0.025396674594007775
3,0.5863787023569846,1618,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.00920183324777012,0.004354071792081327,0.014879774763644781,0.005195332379639839,0.016620251308326738,0.015095579383401702,0.015199966530262376
3,0.5586914433462621,2695,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.004699441350454326,-0.0022204975991027,0.005093596402986955,0.008759962235267116,0.0009590775011106389,0.005061953319333279,0.013176015816398379
3,0.5709176944037282,1715,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.005356198867083761,0.015034869234198356,0.010538202090816096,0.011912933976376838,0.01219341083176102,0.007554604867141201,0.0380254125244197
3,0.5496213805570209,2598,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,-0.0009490180506476542,0.005081615561609421,0.004622868064614405,0.002939867404131513,0.0014005733336755477,0.012542905386790103,0.024914786693939074
3,0.6174479835229478,1675,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,-0.0001358728144808641,0.010118141572337114,0.0016685232932476702,0.023464444110027138,0.013835042092718264,0.03295003290661486,0.060137256147058483
3,0.6259696559418602,2638,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.015706747349399097,0.011652117592728328,0.008481398011524376,0.01679495823147915,0.017432345802542458,0.01840655972298222,0.06543986139611564
3,0.5787018940951634,1590,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,-0.00950952472593305,-0.012898019460081622,0.0022984910827461126,-0.013640880349553564,-0.010129490051539602,-0.019492541176118726,-0.0017285115700863773
3,0.5970445918583324,2723,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.023622682171458874,0.008196433568536077,0.014030048004897554,0.008533524035070272,0.021604094748464375,0.02829515220308263,0.03613902454572386
3,0.5806965557667927,1605,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.007131254036265499,0.003268060853940824,0.008393512821557347,0.0032880031813523726,0.01875294108026181,0.024870688954565744,0.025167357647590826
3,0.5791023729789269,2708,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.007368885367391709,0.011922256145268761,0.012722586020386738,0.01918572644332357,0.024665597992526666,0.018952797001148804,0.030921040169276402
3,0.6393953868721498,1298,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,-0.014480583028253413,-0.008829150907624895,-0.0128746740972684,-0.02790700868206112,-0.016318630436063762,0.022095210845253687,0.020307911235007782
3,0.6185348420209883,3015,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.004624796520672969,-0.0006708716873141008,0.011356621709098047,0.011957115848908396,0.015613523790606432,0.020464073529394455,0.04367609174596195
3,0.5849342760747988,1574,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.0014750673628463162,-0.01749294402472019,-0.008402167061396426,0.00014998567086058623,0.006352099991632831,0.011620047078372353,-0.0030011741803770975
3,0.6097163132565888,2739,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.013665078344826864,0.007653243575121616,0.006206499936350774,0.003117012456287671,0.012786684975855434,0.01638311303480019,0.031781345660835555
3,0.6336647617864919,1363,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.014401328624756437,0.006418434641183035,0.0113746734563259,0.027611163876834953,0.010356897749884996,0.03552148512125418,0.05280689557853211
3,0.6174562936876224,2950,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.012781848424415366,0.017251109581485912,0.014494679755367178,0.01749613847469277,0.021966113484688486,0.024768959671513123,0.05212699649255641
3,0.6059496158304843,887,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.02779586832450597,0.0014133244026957258,0.007205959058796274,0.010575183782917375,0.013405402047558667,0.05810209822753086,0.04198767357771849
3,0.5438987906307101,2346,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,-0.003780489566842693,-0.008995356137184985,2.004141435613116e-05,0.0026210787241701893,0.006718644183900613,0.010282654176811545,0.005309944402833644
3,0.64153857706627,1270,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.0127934290868013,0.007700954529263571,0.018257369418343418,0.02111670990194652,0.021892082424037305,0.020334205113645608,0.04863725438415943
