fold,score,n_sample,source,sub_name,filename,accuracy_train,accuracy_test,feature importance T-7,feature importance T-6,feature importance T-5,feature importance T-4,feature importance T-3,feature importance T-2,feature importance T-1
13,0.5732950449313028,1648,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.008166307075146739,-0.014189191579618666,0.022246497438078626,-0.003841705502290682,-0.02496213510418068,0.0020488496601306803,0.035238086764651164
13,0.5169635617095603,2665,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,-0.016592876946565492,-0.034243931125676655,-0.0006709879572686539,-0.003057012906871104,-0.03421114023745751,-0.02110583877698553,0.02071387185624752
13,0.5986012129383323,1734,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,-0.006471432749479899,-0.007274616359477748,0.0011274424557091822,0.005000279618753778,0.004117723952164987,0.013988902854596263,0.05174862214221128
13,0.5980812246573739,2579,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0012708205855923027,0.0077859373940803,0.007850762258571375,0.011098721506021026,0.0035297864343856954,0.018371447778348392,0.03112250739019403
13,0.6427649938690453,1512,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.00882127103973528,0.003506698697698618,0.0032360286286938654,0.012685884718460905,-0.01212770013154819,-0.004711764621655246,-0.004337202072806257
13,0.5234621638360157,2801,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,-0.0037788757199532564,0.003135080614133445,-0.002984235696710358,0.004938239096334285,-0.0073895920793566995,0.0018591322164679624,0.0008183267271614225
13,0.492430019174833,1618,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,-0.010443151588827965,-0.02569986321349186,0.001660859769048062,-0.023506754708772275,-0.03157894925647646,-0.0020388375666323955,0.0011975686060781033
13,0.48918987955275534,2695,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,-0.004677975727063738,-0.021107216872989765,-0.005061257141863768,-0.012801429838539357,-0.011189151930184892,-0.0018038447111300483,0.01180843072032024
13,0.5439622450268864,1715,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.0011406710828963385,-0.008849803656997567,-0.0010462453344191713,-0.002484507656756685,-0.000912600854980783,-0.0018978977998725833,0.034980217270562365
13,0.5310541615396814,2598,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,-0.006062366049708312,-0.0013541024109153476,0.002223371267163854,-0.0024178269182939527,0.0017516106069889402,-0.00037888974678284003,0.02363248463367119
