fold,score,n_sample,source,sub_name,filename,accuracy_train,accuracy_test,feature importance T-7,feature importance T-6,feature importance T-5,feature importance T-4,feature importance T-3,feature importance T-2,feature importance T-1
9,0.7070980528456237,1648,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,-0.0004577979165108936,0.015204264013973822,0.0027600105396379027,0.0006363129584165406,0.008199922919669866,0.018840943029408454,0.05118451488117935
9,0.7064082408644363,2665,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,-0.0028900931678245813,-0.005054962364525339,0.010168375215182346,-0.005849548074383493,-0.00596174288695468,0.01341338854607218,0.05576344549748694
9,0.6165626174943748,1734,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.01051918946083521,0.008633311598853,-0.00010823371114331293,0.004729922465676795,0.008850075410555592,0.01594084615015754,0.06108416569341676
9,0.6143175700002206,2579,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.004447987626571948,-0.0010033020724429242,0.005639538505432784,0.01622758160790716,0.006208516661147423,0.0160004959855758,0.05964735060145859
9,0.6543016194896771,1512,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.014836994756789424,-0.0014855611032042581,0.004574616300273238,-0.008273794091454512,-0.0002844624443585242,-0.004864728901615223,0.00787210706190602
9,0.5798955714186158,2801,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.03162281944716812,0.009193880111776864,0.013538246160467116,-0.0010908160260530652,0.01743523121350262,0.008809429615278152,0.04255054986313143
9,0.6092192382088477,1618,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.004304978508011148,0.006692119385985895,0.013995665542881596,0.007307559338154246,-0.0068764274900571356,0.027481454661115658,0.04983203973684548
9,0.5720604706144184,2695,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0056710592233760295,0.005103731887005303,0.005704252052874592,0.003123328086789412,-0.004201400450539361,0.013477134665025703,0.025859815325619852
9,0.5688875038766119,1715,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,-0.0010249404573577036,0.0023420391625149084,-0.002070818584450984,-0.0016056289127201473,-0.00442507741207473,0.003967386068426582,0.04175226505508499
9,0.5592898662368545,2598,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.003151321446408106,-0.00030719600867947785,0.006372011565895707,0.0044962562998913545,0.0008117203168702125,0.009755662209544025,0.033749839444090116
9,0.6346296927601829,1675,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.011812363697946892,0.004966241334296273,-0.0015704579262113994,0.008125563498414723,0.02085276315758111,0.01583407825575095,0.05620281309367796
9,0.6319612335617727,2638,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0015627290260793903,0.009757442653394798,0.0145939007750584,0.011931585234328657,0.0231964854456995,0.027557797117753247,0.06306414037270855
9,0.6136509536472601,1590,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.01715591546782137,0.005909167556199335,4.773818458859713e-05,0.01160144245247674,0.026897363418413932,0.004259634363726739,0.031779163943857526
9,0.6106700218395469,2723,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.014423994707470212,0.0029441092401013003,0.004766213302793898,0.007767731917604414,0.015689891890378605,0.013354834662632719,0.054057722420446375
9,0.5901612503294819,1605,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.010304359589167755,-0.0034719105864001064,0.007279273160545075,0.00359108962028466,0.006205773411420567,0.019347893001859906,0.03327232772313012
9,0.5731737738394657,2708,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,-0.0006066972874910648,-0.0033274704179464877,0.009192049769364875,0.006072161119490482,0.00739716712898345,0.01630520412865405,0.035245691821201006
9,0.7200193979968247,1298,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.01007508544906982,0.011786821338110353,0.0068765155086999985,0.004168793073997601,0.0051059069084296695,0.015720717286452655,0.08177037046549722
