fold,score,n_sample,source,sub_name,filename,accuracy_train,accuracy_test,feature importance T-7,feature importance T-6,feature importance T-5,feature importance T-4,feature importance T-3,feature importance T-2,feature importance T-1
8,0.6732094536288376,1648,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.007540636280939572,0.003941275675624778,-0.013058388571521206,-0.019727847523718377,0.01180087615309896,-0.011436759085205995,0.059491140797314546
8,0.6890168457284486,2665,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.00567062678646727,0.01593585184350511,0.011617506812417333,0.0013301249486543433,0.03494347543262594,0.018822902544145637,0.03278571433246223
8,0.5909276946047801,1734,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.00886923151476412,-0.005125792262006268,0.0015363705826649033,-0.00047825153186067395,0.017403552298640722,0.002546560578226398,0.06135851153318759
8,0.5785392264217945,2579,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0037388953058190453,0.01005246147326051,-0.005738582593512542,-0.0010415412095660438,0.002897320619022725,-0.0011826247764956887,0.03934781823207563
8,0.6441221342581779,1512,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.0015772501914242064,0.0026354097831951195,-0.00930269564915579,0.009779808360167619,-0.0029718996972439293,-0.0004143045713764115,-0.001912896365590011
8,0.5216102244441103,2801,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,-0.01795420423922415,-0.020419957527891552,-0.01249855018901036,-0.015098567933987695,-0.008250404441522318,-0.019364585209493235,0.010673216530517999
8,0.5713937957743245,1618,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,-0.007350505936828444,0.0034448636382522157,-0.01132550680846992,0.012317692404825508,0.01481030971586087,0.008955108242153653,0.03386534964051814
8,0.560277474445199,2695,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,-0.00041070078867480044,0.006700672680468467,-0.001959779189211108,0.011925734951409195,0.012238417220724485,0.003324715402871403,0.028592418113465058
8,0.566070784694514,1715,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.01184747369063215,-0.0024991050608309086,-0.006487740519320995,0.00013243646015974607,0.0023434769204133676,0.0036805397009721406,0.035870261277624674
8,0.546679436867603,2598,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0012621280362142273,-0.009231242746328827,-0.004981611894536419,-0.003405877675785529,-0.0006601951815737861,-0.0020274987618893125,0.031108618808224096
8,0.6294438334122374,1675,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.015464130205158577,0.02009412433032328,0.0071797669558276486,0.0232285038304079,0.014507032266279807,0.02511717999058214,0.05820109037766391
8,0.628217339543745,2638,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.018221712054796148,0.020204203640785522,0.015798105749555348,0.017480013035773723,0.024868837437380276,0.015191748321226028,0.06039719587372768
8,0.6055326450585822,1590,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.00026233031104584416,-0.003628169450635843,0.002412204871440682,0.008368086902600136,0.001157055807019114,-0.0008731578946540974,0.00913852646864568
8,0.5929994862404319,2723,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0053226305020227516,0.008047298459564589,0.005214496805361702,-0.003951772350310923,0.01061978555232499,0.006945051314556194,0.04373029899706521
8,0.5976350020795893,1605,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.011374872725981922,0.005376228431762086,0.012771194460254398,0.00693942184840064,0.024144014903837375,0.006857035992905047,0.035208136416901556
8,0.5633899169426881,2708,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0008866430339300568,0.00673771209010392,0.0010685260638512051,0.015209672597978674,0.008736753442614287,0.0015930108073240357,0.027622110867654738
8,0.710581456482121,1298,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.04035511245333606,0.0503522396835925,0.0177695990250349,0.007343256446518664,0.054424911067327796,0.03596768132603839,0.1404359094351654
8,0.6124081852329619,3015,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.012303813624343263,0.010414304805753583,-0.00011820216462586908,0.003370797106309764,0.007603817934924184,0.0050978681523802475,0.048893859187456756
8,0.6025154950991988,1574,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,-0.0034529568788950193,-0.005599932170602673,0.0017615647290619596,0.003262227972763787,0.003151098757755355,0.0007465934203287228,0.023865170692588856
8,0.5930749449878178,2739,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.005485145437451433,0.00993202096449235,-0.0030142793720182247,0.002854067773815805,0.014148371277639205,0.007959599506430793,0.04881465525849904
8,0.625476972096193,1363,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.005632403278350751,0.010322074445637064,0.005368466021279117,0.011196001531891287,0.00897301699756622,0.02349844719942542,0.062087418573501266
8,0.6132047818755632,2950,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.015137403315768383,0.01265649247849232,0.013719993169978472,0.009865691416825972,0.019363880246120947,0.01823428338023676,0.058796365974287265
8,0.579712446117575,887,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,-0.015662937612384596,-0.004748418768639217,0.001477181039766895,0.02209658658254652,-0.005504007392471988,0.01038374570213436,0.041829643388662296
8,0.5481319734868275,2346,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.0027439005827172513,-0.0034921059281681766,0.01208350494889121,0.0037540370819514,0.0040250013809138615,0.008374279508424353,0.01842446961744406
8,0.6382641492372351,1270,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.0010713391942911098,0.018442264502719997,0.006349274226543222,0.011266166004968658,0.014326640539783253,0.006729339256223233,0.052839391349185263
8,0.6576148251542002,1963,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.007495080670359311,0.02256704355820651,0.013582722647227041,0.020282539696219026,0.023245998704335847,0.015367369977738788,0.06963610951050275
8,0.6285471313035877,945,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.00325169801818479,0.004215910448876226,0.025585270457673392,-0.02775935396003424,-0.012979212906712645,-0.03314213668273873,-0.0006390986085414218
8,0.5781262697107445,2288,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.009249098702030768,0.002091006601189793,0.004284653659477211,-0.004684380180714686,0.0042686637811601095,-0.00015543229512781086,0.02899679418165919
8,0.7522012203562087,1241,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.040908259684630945,0.04730227412989065,0.014523557675416654,0.0340884939252461,0.04203227505064115,0.021195391526725015,0.10075735448711956
8,0.7477508969336369,1992,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.025535235906009056,0.05460672181546601,0.013670932410613835,0.027408349829704436,0.05361330517326694,0.009910605501435132,0.09772367991241904
8,0.6908344767984407,1129,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,-0.005114752478065543,0.005682336155350043,0.04704201317087463,0.04658059463533759,0.04042801253216952,0.0036279580019884404,0.0691141035232756
