score,n_sample,source,sub_name,filename,accuracy_train,accuracy_test,hidden states T-7,hidden states T-6,hidden states T-5,hidden states T-4,hidden states T-3,hidden states T-2,hidden states T-1
0.7360139034487916,1648,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.4114474058151245,0.5656470656394958,0.6230005025863647,0.646955668926239,0.6620875000953674,0.6693325638771057,0.6737763285636902
0.7589055550996966,2665,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.41060009598731995,0.5603906512260437,0.6206457614898682,0.6477884650230408,0.6581011414527893,0.6632621884346008,0.665303647518158
0.5958760020333864,1734,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.22805766761302948,0.3163865804672241,0.36227312684059143,0.39210695028305054,0.4048076570034027,0.40373945236206055,0.40686970949172974
0.567948974287233,2579,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.22155575454235077,0.32014787197113037,0.3657616674900055,0.38501298427581787,0.3968164026737213,0.40822938084602356,0.41158151626586914
0.6912207406484292,1512,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.2694775462150574,0.3928411304950714,0.44640079140663147,0.46556881070137024,0.4720991849899292,0.4776504635810852,0.4897529184818268
0.6204648307476422,2801,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.2620103359222412,0.3709411323070526,0.4249871075153351,0.4555799663066864,0.4726698398590088,0.4803043305873871,0.47930335998535156
0.6067966627097129,1618,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.3352506160736084,0.4582447111606598,0.5131434798240662,0.5433907508850098,0.5628527998924255,0.5674984455108643,0.5746753215789795
0.5886172377085087,2695,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.33878761529922485,0.4702015817165375,0.5267147421836853,0.5513535737991333,0.5611187815666199,0.5692557692527771,0.5707141160964966
0.5900550241721292,1715,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.18453803658485413,0.25481483340263367,0.288358598947525,0.3045010566711426,0.31457531452178955,0.31545522809028625,0.3181341290473938
0.5676051723479243,2598,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.18462133407592773,0.25974926352500916,0.29759183526039124,0.3185323178768158,0.3286081552505493,0.3370360732078552,0.33994486927986145
0.643742632114126,1675,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.01971006765961647,0.030790118500590324,0.03377826139330864,0.03572457283735275,0.04064963385462761,0.041357871145009995,0.04315999895334244
0.634161417096353,2638,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.022778194397687912,0.02899971418082714,0.03367237746715546,0.03587323799729347,0.03455818071961403,0.035082243382930756,0.034557413309812546
0.628478886071649,1590,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.23954400420188904,0.3478691577911377,0.3987269699573517,0.42819076776504517,0.4426405429840088,0.4537995755672455,0.45721435546875
0.6161945483542918,2723,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.24452288448810577,0.3519972264766693,0.4042113423347473,0.428428053855896,0.4413638114929199,0.4460383355617523,0.4501633942127228
0.6103305625466046,1605,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.19842465221881866,0.28588488698005676,0.3334104120731354,0.3495689034461975,0.363317608833313,0.3644476532936096,0.37054190039634705
0.5779843694104865,2708,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.20563648641109467,0.28662964701652527,0.32364621758461,0.3479337692260742,0.35791778564453125,0.36701276898384094,0.36858904361724854
0.7176164011826621,1298,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.25896576046943665,0.36674627661705017,0.4056544005870819,0.42758771777153015,0.4397587180137634,0.449467271566391,0.4528375566005707
0.643632012436557,3015,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.2434587925672531,0.34370291233062744,0.3951433002948761,0.41954654455184937,0.431647926568985,0.436702162027359,0.44000840187072754
0.6482033048328959,1574,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.31131163239479065,0.42631959915161133,0.47443515062332153,0.5071348547935486,0.5172966718673706,0.524756133556366,0.5385562777519226
0.6107873186004285,2739,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.3137773871421814,0.4352906048297882,0.49020829796791077,0.5107668042182922,0.5242246389389038,0.5296854376792908,0.5266515612602234
0.6100106353927824,1363,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.13888858258724213,0.1956907957792282,0.21798840165138245,0.24359162151813507,0.2493893802165985,0.2473578155040741,0.2504529654979706
0.5896768294217957,2950,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.13740617036819458,0.189224973320961,0.21844370663166046,0.2277914434671402,0.23681120574474335,0.24402453005313873,0.24589338898658752
0.5982325890846469,887,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.29793500900268555,0.40651828050613403,0.44373875856399536,0.47273313999176025,0.4874950647354126,0.4990291893482208,0.5068870782852173
0.5556084657281978,2346,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.2777547538280487,0.39295142889022827,0.4508945941925049,0.47543877363204956,0.4878009259700775,0.49275076389312744,0.49453768134117126
0.6626936483791355,1270,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.09000029414892197,0.13538599014282227,0.15712611377239227,0.1695863902568817,0.18361005187034607,0.1892017424106598,0.19381889700889587
0.6748968489203782,1963,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.10963093489408493,0.1481536477804184,0.16769768297672272,0.17715910077095032,0.17746607959270477,0.17885039746761322,0.17861269414424896
0.7735035663379399,945,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.21936652064323425,0.3204919695854187,0.3616611659526825,0.3908829689025879,0.4085436165332794,0.41640323400497437,0.41638150811195374
0.6258557480638,2288,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.2138460874557495,0.31350210309028625,0.367622047662735,0.39249560236930847,0.4046798348426819,0.411837637424469,0.41755861043930054
0.7567909383841309,1241,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.18574416637420654,0.2644212543964386,0.30711981654167175,0.327669620513916,0.33294469118118286,0.33891576528549194,0.3404894769191742
0.7606597306185248,1992,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.1685398668050766,0.24671570956707,0.28203287720680237,0.30088335275650024,0.31456419825553894,0.319854736328125,0.32372215390205383
0.7439426117727599,1129,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.3667663633823395,0.5119966864585876,0.56676185131073,0.600482165813446,0.612031877040863,0.6182459592819214,0.623634397983551
0.7017699350428521,2104,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.37501731514930725,0.5143316388130188,0.5746200680732727,0.5972567796707153,0.6106975078582764,0.6171030402183533,0.619102418422699
0.6464279187576214,1205,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.18505871295928955,0.2713414430618286,0.307475209236145,0.33070117235183716,0.34479132294654846,0.3505263924598694,0.35017669200897217
0.5960076918032454,2028,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.2062632143497467,0.28034767508506775,0.3190639913082123,0.33614176511764526,0.3441257178783417,0.349308580160141,0.3543136417865753
0.5263184944927992,999,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.2045164555311203,0.27693238854408264,0.315323144197464,0.3395931124687195,0.34656286239624023,0.3612220287322998,0.37029048800468445
0.5124341213861334,2234,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.18409451842308044,0.2651910185813904,0.30640584230422974,0.3269158899784088,0.3412284255027771,0.3440869152545929,0.345085084438324
0.5593914338645893,911,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.1322629600763321,0.1861657202243805,0.2230253517627716,0.2477252185344696,0.24578401446342468,0.2601795494556427,0.25804147124290466
0.539276616455576,1674,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.13922634720802307,0.1955420970916748,0.22017256915569305,0.2312050312757492,0.24573656916618347,0.24502944946289062,0.24984946846961975
0.5245198409919267,1192,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.2954709231853485,0.41707152128219604,0.47834113240242004,0.5109662413597107,0.5153233408927917,0.5267712473869324,0.5293061137199402
0.5267598993675608,2041,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.30172401666641235,0.42316311597824097,0.47703254222869873,0.5024067163467407,0.5222761034965515,0.526824951171875,0.5312674045562744
0.7328528181682685,1361,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.38957130908966064,0.5314826369285583,0.5887198448181152,0.6115692853927612,0.6283568143844604,0.6361055970191956,0.6404515504837036
0.6458173286298009,1872,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.3902813196182251,0.5330449342727661,0.5899341106414795,0.6173039078712463,0.6260333061218262,0.6305822134017944,0.6324918866157532
0.5107056778289447,1107,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.08282539993524551,0.10953269153833389,0.1364271193742752,0.16417846083641052,0.17757806181907654,0.1699809730052948,0.17097227275371552
0.5151999582259555,2126,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.08921854197978973,0.1339259147644043,0.15367920696735382,0.15876387059688568,0.16314050555229187,0.1738608032464981,0.17752864956855774
0.6605487713973461,1259,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.2766967713832855,0.3925630450248718,0.44181355834007263,0.46730130910873413,0.47586241364479065,0.48015353083610535,0.49071377515792847
0.6395338550119577,1974,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.2794954180717468,0.38698509335517883,0.4376448690891266,0.4617901146411896,0.47709396481513977,0.4849819839000702,0.4840753674507141
0.6966641690911463,1033,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.13094672560691833,0.19640666246414185,0.22810417413711548,0.24013566970825195,0.2501746416091919,0.2543655335903168,0.26301318407058716
0.6523259723471826,2200,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.13490156829357147,0.19132302701473236,0.21996450424194336,0.23709158599376678,0.2443939745426178,0.24864888191223145,0.24792230129241943
0.9528960791180643,1207,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,0,0.4525202512741089,0.6030597686767578,0.66114342212677,0.6846753358840942,0.6945747137069702,0.6970926523208618,0.7026142477989197
0.9392194319227491,2026,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,0,1,0.44637855887413025,0.6022299528121948,0.6556164026260376,0.6782586574554443,0.6891046762466431,0.6956079006195068,0.6962515115737915
