Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Temporal_distance,Condition,Task
1.0,1.0,2.0,2.0,3.6484924742690055,0.8035039121969021,3.0,Incongruent,N
1.0,2.0,1.0,1.0,3.617397140682442,1.402889185003005,1.0,Incongruent,N
1.0,2.0,2.0,3.0,4.0226809884225085,0.9065999481426844,3.0,Incongruent,N
1.0,2.0,2.0,1.0,3.7289231115137222,1.2820147166930838,3.0,Congruent,N
1.0,2.0,2.0,2.0,4.373118567189522,1.3408207740358191,3.0,Incongruent,N
1.0,1.0,1.0,4.0,2.769484275719151,0.6377257227068185,3.0,Congruent,N
1.0,2.0,1.0,3.0,3.3496662979850957,0.7792044648922456,2.0,Incongruent,N
1.0,2.0,2.0,1.0,4.604613982170123,0.9230196135067672,3.0,Congruent,N
1.0,2.0,1.0,2.0,4.234524743344082,1.1794950900584809,2.0,Incongruent,N
1.0,1.0,1.0,4.0,3.2911031120347616,1.0214096058916766,1.0,Incongruent,N
1.0,1.0,1.0,4.0,2.8811316822466324,0.7309641338033543,3.0,Incongruent,N
1.0,2.0,2.0,3.0,3.1304170167495613,1.6904993796924828,3.0,Congruent,N
1.0,1.0,2.0,1.0,5.61037479323204,1.2552233760434321,2.0,Congruent,N
1.0,2.0,2.0,4.0,3.697067984299792,0.6123308925853053,3.0,Incongruent,N
1.0,1.0,1.0,3.0,3.2721193483157553,1.0528811439908168,2.0,Congruent,N
1.0,1.0,2.0,2.0,3.9519364891275472,0.6131555066167493,2.0,Incongruent,N
1.0,2.0,2.0,1.0,4.239847401273437,0.8976855012333544,1.0,Incongruent,N
1.0,2.0,1.0,2.0,3.9528907439744216,2.1647566527062736,1.0,Incongruent,N
1.0,1.0,1.0,3.0,3.8207830633291455,1.1348141377384309,1.0,Congruent,N
1.0,1.0,1.0,3.0,2.6899931241132435,0.6078111051283486,2.0,Incongruent,N
1.0,2.0,2.0,4.0,2.4819507988504483,1.0019897403253708,3.0,Incongruent,N
1.0,1.0,2.0,3.0,3.6493269344391592,0.7029871540726162,1.0,Congruent,N
1.0,2.0,2.0,4.0,3.9231586902023987,1.4471081893607334,1.0,Incongruent,N
1.0,2.0,2.0,3.0,4.3854623418046685,0.5989668119509588,2.0,Congruent,N
1.0,1.0,1.0,3.0,4.153291235623328,1.2106170902661688,1.0,Congruent,N
1.0,1.0,1.0,3.0,3.19993197959775,0.6427345349984535,2.0,Congruent,N
1.0,2.0,2.0,3.0,2.7128078559071582,1.3898012064782959,1.0,Congruent,N
1.0,1.0,2.0,2.0,3.629022147244541,0.6312375282250287,2.0,Congruent,N
1.0,1.0,1.0,2.0,3.8259137215791266,0.98475817885992,2.0,Incongruent,N
1.0,1.0,1.0,3.0,4.110414588038111,1.324399467652256,1.0,Incongruent,N
1.0,1.0,1.0,2.0,3.491222578504676,0.844086819961376,1.0,Congruent,N
1.0,1.0,1.0,1.0,3.7974411529176,0.5327544077881612,3.0,Congruent,N
1.0,2.0,1.0,NA,4.224629374966753,NA,1.0,Incongruent,N
1.0,1.0,1.0,2.0,3.8852711626313976,0.7781767742744705,2.0,Incongruent,N
1.0,2.0,2.0,1.0,4.765327154334956,0.5959399451239733,2.0,Incongruent,N
1.0,2.0,2.0,1.0,3.6617544012260623,0.8827501411287813,3.0,Congruent,N
1.0,1.0,2.0,1.0,4.2648467448671,1.5612158995427308,2.0,Incongruent,N
1.0,2.0,2.0,2.0,4.662506810247578,1.2666108445373538,1.0,Congruent,N
1.0,1.0,1.0,3.0,2.7485977458891284,0.8557208521488064,1.0,Congruent,N
1.0,1.0,1.0,4.0,4.388498644515494,1.1210553910896124,3.0,Congruent,N
1.0,2.0,2.0,2.0,4.153360979100398,0.5842923744930886,2.0,Incongruent,N
1.0,1.0,1.0,2.0,3.231239415403252,0.6799910892477783,1.0,Congruent,N
1.0,1.0,1.0,4.0,3.5667387622779643,0.654328772383451,3.0,Incongruent,N
1.0,1.0,1.0,3.0,1.982605156750651,0.6719911023756141,2.0,Congruent,N
1.0,1.0,1.0,4.0,2.848828966023575,1.8409627225228176,3.0,Congruent,N
1.0,2.0,1.0,2.0,1.58806098369314,1.0615851297043264,1.0,Congruent,N
1.0,2.0,2.0,4.0,3.564664509267459,0.6583144068681577,3.0,Congruent,N
1.0,1.0,1.0,3.0,4.2209826117214115,1.2434740619901277,1.0,Congruent,N
1.0,2.0,2.0,2.0,3.0651108675119763,0.8747161030296411,1.0,Congruent,N
1.0,2.0,1.0,1.0,3.4116095809476974,1.0222325789000024,1.0,Congruent,N
1.0,2.0,2.0,2.0,2.6080917200524705,1.0942402556065645,1.0,Incongruent,N
1.0,1.0,1.0,3.0,3.858278796669765,0.8229594700169399,3.0,Congruent,N
1.0,2.0,2.0,2.0,3.6710598218487576,0.6263665618607774,2.0,Incongruent,N
1.0,1.0,1.0,3.0,4.305983087615459,0.923842586515093,2.0,Congruent,N
1.0,2.0,2.0,3.0,3.370084315756685,0.6822630855203897,2.0,Congruent,N
1.0,1.0,1.0,4.0,1.8251551587200083,0.7206827147783771,3.0,Incongruent,N
1.0,1.0,1.0,3.0,2.258923882793169,0.4814203381829429,2.0,Congruent,N
1.0,2.0,2.0,4.0,2.301376736202656,0.5085759859284735,1.0,Congruent,N
1.0,1.0,1.0,3.0,3.9326097516132,0.5435589028784307,2.0,Congruent,N
1.0,1.0,2.0,1.0,3.441912300448166,0.6087493600025482,3.0,Incongruent,N
1.0,1.0,1.0,4.0,1.3416765675065108,0.6479127829115896,3.0,Incongruent,N
1.0,2.0,2.0,3.0,3.3948768904592725,1.3287366913027654,3.0,Congruent,N
1.0,2.0,2.0,2.0,1.9406601999435225,0.5351790191925829,1.0,Incongruent,N
1.0,2.0,2.0,1.0,3.2388718131333007,0.4860279203676328,2.0,Congruent,N
1.0,2.0,1.0,1.0,4.168254903375781,0.5300138994643929,2.0,Congruent,N
1.0,2.0,2.0,3.0,2.5539999113861995,0.8065041124027629,2.0,Congruent,N
1.0,1.0,1.0,4.0,3.019682839498273,0.7321973625475948,2.0,Incongruent,N
1.0,1.0,1.0,4.0,2.8693470862017416,0.5943850758812914,3.0,Incongruent,N
1.0,1.0,2.0,3.0,2.4517022331019693,0.933159084048384,2.0,Incongruent,N
1.0,1.0,1.0,4.0,2.689203381822153,0.6773564269024064,3.0,Congruent,N
1.0,1.0,1.0,3.0,2.420258182140969,0.9547176127744024,3.0,Congruent,N
1.0,2.0,2.0,2.0,3.940614661554719,0.525724265480676,3.0,Incongruent,N
1.0,2.0,1.0,2.0,2.6559952311872617,1.2261547057969435,1.0,Incongruent,N
1.0,2.0,1.0,2.0,3.2842469181596243,1.1150209394509147,1.0,Incongruent,N
1.0,2.0,2.0,3.0,2.456034123431891,0.8148909704359539,3.0,Congruent,N
1.0,2.0,1.0,3.0,5.339473083942721,0.961732575618953,2.0,Incongruent,N
1.0,2.0,2.0,3.0,3.7809722568672437,0.4816398250004568,1.0,Congruent,N
1.0,1.0,1.0,3.0,3.179529961798835,1.1136556083583855,3.0,Incongruent,N
1.0,2.0,2.0,4.0,1.8380995477346005,0.7076513515457918,3.0,Incongruent,N
1.0,1.0,2.0,2.0,3.3710787756645004,1.0297049768960278,1.0,Incongruent,N
1.0,1.0,1.0,2.0,2.9162491630813747,1.4311640103987884,1.0,Incongruent,N
1.0,1.0,1.0,3.0,2.513498644511856,0.6050882378040114,1.0,Congruent,N
1.0,2.0,1.0,2.0,2.343672461665846,0.6345573176477046,2.0,Incongruent,N
1.0,1.0,2.0,3.0,1.9515250026270223,0.5389644488786871,1.0,Incongruent,N
1.0,1.0,1.0,4.0,2.432380008402106,0.5715309595398139,2.0,Incongruent,N
1.0,2.0,2.0,2.0,2.5674772226011555,1.720921483614802,3.0,Incongruent,N
1.0,2.0,1.0,2.0,2.6380440811553854,0.5733122899473528,1.0,Incongruent,N
1.0,1.0,1.0,2.0,3.451591874309088,1.8144171250569343,2.0,Congruent,N
1.0,2.0,2.0,3.0,2.6583131761035474,1.536144761197647,2.0,Congruent,N
1.0,1.0,1.0,2.0,5.608920026385022,1.7340070006066526,3.0,Congruent,N
1.0,1.0,1.0,4.0,1.5022088168880146,0.5799485867537442,2.0,Congruent,C
1.0,2.0,2.0,4.0,1.7539433781421394,0.5500569434952922,3.0,Incongruent,C
1.0,1.0,1.0,4.0,1.6664144961396232,0.642122433440818,2.0,Congruent,C
1.0,2.0,2.0,4.0,2.1209790835200693,1.0749602872419928,1.0,Congruent,C
1.0,1.0,1.0,2.0,4.131290451216047,1.0436659796250751,2.0,Congruent,C
1.0,2.0,2.0,4.0,2.1053622886356607,0.638913002807385,1.0,Congruent,C
1.0,1.0,1.0,3.0,2.1913235834690568,0.5156914614271955,3.0,Incongruent,C
1.0,1.0,1.0,3.0,2.0085768064382137,1.3672473973347223,2.0,Incongruent,C
1.0,1.0,1.0,3.0,3.4011402647956857,1.7652508467690495,3.0,Incongruent,C
