"Subj_idx","Stimulus","Response","Confidence","RT_dec","RT_conf","Coherence","Accuracy","Training","exclude_subj"
101,1,"1",10,2.44365612788405,0.683550352660008,0.256,1,0,FALSE
101,1,"1",10,2.93468410066096,2.01878204538021,0.064,1,0,FALSE
101,0,"0",20,2.34429080941854,0.525677811201662,0.256,1,0,FALSE
101,1,"0",20,3.69711668933183,0.643534474301152,0.032,0,0,FALSE
101,0,"0",10,2.54588226770749,0.562639973314479,0.064,1,0,FALSE
101,1,"1",30,2.7020806385153,0.561693611073308,0.128,1,0,FALSE
101,0,"1",30,2.91268804610148,0.626924684960861,0.032,0,0,FALSE
101,1,"1",20,2.88591037179856,1.5120175929796,0.032,1,0,FALSE
101,1,"0",-10,2.47815744630108,1.03953952760343,0.128,0,0,FALSE
101,1,"0",40,1.70828557499405,0.636872808612417,0.256,0,0,FALSE
101,1,"0",20,2.06427112749964,0.460920069369487,0.128,0,0,FALSE
101,0,"0",10,2.47847259851079,0.550790069082752,0.128,1,0,FALSE
101,0,"0",20,2.32972830196656,0.518893284450285,0.032,1,0,FALSE
101,1,"1",-20,2.20589068987826,0.726214234072715,0.032,1,0,FALSE
101,0,"0",-20,2.2887180640474,0.819691277618986,0.064,1,0,FALSE
101,0,"0",10,2.78263463021722,1.13630695342273,0.032,1,0,FALSE
101,1,"1",-10,2.59903431808297,5.34668071368104,0.064,1,0,FALSE
101,0,"0",20,2.90376477087382,0.78841121326061,0.128,1,0,FALSE
101,0,"1",10,2.49564597901655,8.26335887656081,0.128,0,0,FALSE
101,1,"0",-10,3.88266466627549,1.12919640714396,0.032,0,0,FALSE
101,1,"0",30,2.99921936435299,0.891417686861474,0.064,0,0,FALSE
101,0,"0",20,3.02028565951809,0.525778032018803,0.256,1,0,FALSE
101,1,"1",40,2.1095519193639,0.642576037263032,0.256,1,0,FALSE
101,1,"0",-30,2.90970858986024,0.995636470113881,0.128,0,0,FALSE
101,1,"0",30,2.70835983499791,0.495497760879342,0.128,0,0,FALSE
101,1,"1",-20,3.49744874625839,0.8470630319505,0.256,1,0,FALSE
101,1,"0",20,3.03692623959109,0.936570184004959,0.064,0,0,FALSE
101,1,"1",20,2.38593889850657,0.460920974979643,0.064,1,0,FALSE
101,1,"1",20,3.04479930932121,0.670926152049098,0.256,1,0,FALSE
101,0,"0",30,3.35079580461094,0.776230157711543,0.256,1,0,FALSE
101,1,"0",30,2.67795670279535,0.826378300381359,0.064,0,0,FALSE
101,0,"0",10,3.10963795229467,0.460904372132849,0.064,1,0,FALSE
101,1,"0",-10,4.11609162959922,1.46195850194106,0.128,0,0,FALSE
101,0,"1",20,3.60010837130668,0.469920019560959,0.032,0,0,FALSE
101,1,"0",20,4.19904307231167,0.661095757671166,0.128,0,0,FALSE
101,1,"0",-20,3.46977663134271,0.927683435037266,0.064,0,0,FALSE
101,1,"1",20,4.14783385682665,0.695582586331759,0.032,1,0,FALSE
101,0,"0",40,3.65507375437114,0.904363680821378,0.064,1,0,FALSE
101,1,"1",40,3.71668782271817,0.876932156243362,0.256,1,0,FALSE
101,1,"0",50,3.44091575262975,0.561467510493472,0.064,0,0,FALSE
101,1,"0",20,2.70663645954849,0.435101133974735,0.128,0,0,FALSE
101,1,"0",30,1.85408845090913,0.466569263302721,0.256,0,0,FALSE
101,1,"0",30,3.44951602702914,0.470565115608741,0.032,0,0,FALSE
101,1,"1",-20,3.47933594652032,0.775720299396198,0.128,1,0,FALSE
101,1,"1",20,3.31275687244674,0.63611753003858,0.256,1,0,FALSE
101,0,"0",20,3.70031379379518,0.688817077385262,0.032,1,0,FALSE
101,1,"0",10,4.36681694758218,0.769955791149288,0.032,0,0,FALSE
101,0,"0",40,2.00151116088638,0.559780661305878,0.256,1,0,FALSE
101,1,"1",10,3.03795591793302,0.538500944097992,0.256,1,0,FALSE
101,0,"0",30,1.98271764444839,0.862862602389418,0.128,1,0,FALSE
101,0,"0",-30,3.91346596492035,0.745432481506374,0.064,1,0,FALSE
101,0,"0",20,3.58590901338356,0.494831533936784,0.064,1,0,FALSE
101,0,"0",30,3.09682478110725,0.662453870501835,0.032,1,0,FALSE
101,1,"0",30,2.7705000626375,0.781188673235942,0.032,0,0,FALSE
101,0,"0",20,3.29580747943139,0.996056371191982,0.256,1,0,FALSE
101,1,"1",20,2.68948662489653,0.735922371128574,0.128,1,0,FALSE
101,0,"1",-20,4.58969566982705,0.954199388108682,0.064,0,0,FALSE
101,1,"1",20,3.75725370809436,0.758573181572836,0.064,1,0,FALSE
101,0,"1",-20,4.45602826710092,1.55023553401604,0.256,0,0,FALSE
101,1,"0",20,3.95988390082354,0.517997334489599,0.064,0,0,FALSE
101,1,"0",20,3.95748524233373,0.637504622382112,0.064,0,0,FALSE
101,1,"0",20,3.57042338767508,0.592344880362507,0.032,0,0,FALSE
101,1,"1",-20,2.55079157843301,0.560295349543449,0.128,1,0,FALSE
101,0,"0",-10,4.01765365557,2.41151271551661,0.128,1,0,FALSE
101,0,"0",30,4.47250583740976,0.701607608329039,0.256,1,0,FALSE
101,1,"0",10,3.36921319111204,0.787788455587346,0.128,0,0,FALSE
101,0,"0",-20,3.69250351301162,0.792547736955341,0.128,1,0,FALSE
101,1,"0",20,3.41193050350389,0.845196268282831,0.128,0,0,FALSE
101,1,"1",20,2.84839880640712,0.756164863245562,0.064,1,0,FALSE
101,1,"1",30,2.4155764885582,0.535989989994094,0.256,1,0,FALSE
101,0,"1",30,3.27881703210576,0.619102329379413,0.032,0,0,FALSE
101,1,"0",-30,4.23937048044149,0.788840472305194,0.256,0,0,FALSE
101,1,"0",30,2.9536958690607,0.617712218336295,0.064,0,0,FALSE
101,0,"0",40,3.35872290905938,0.511236957332119,0.256,1,0,FALSE
101,1,"0",40,3.78882628441928,0.666984032590408,0.064,0,0,FALSE
101,0,"0",20,4.07800198328588,0.667162135851104,0.032,1,0,FALSE
101,0,"1",10,2.89773914513504,0.577013208319899,0.032,0,0,FALSE
101,1,"0",20,3.40764485606086,1.0248783086827,0.128,0,0,FALSE
101,1,"0",40,2.82929345832812,0.468380784770474,0.256,0,0,FALSE
101,0,"0",20,3.82189764496218,0.952207046550233,0.128,1,0,FALSE
101,1,"0",10,3.26740061309841,0.725713431853335,0.064,0,0,FALSE
101,1,"1",20,3.20665381706925,0.619768556321971,0.064,1,0,FALSE
101,0,"0",20,3.77497377504921,0.804371076634154,0.032,1,0,FALSE
101,1,"1",30,3.89810742645385,0.627748186137993,0.128,1,0,FALSE
101,1,"1",20,4.46673348054523,0.461315217113588,0.128,1,0,FALSE
101,0,"0",50,2.53823318546731,0.609894994544331,0.256,1,0,FALSE
101,1,"0",40,2.21698410805734,0.56199065108737,0.256,0,0,FALSE
101,1,"0",30,3.3985353270839,0.505889331463259,0.256,0,0,FALSE
101,1,"0",-20,3.8834996385104,0.713088023763616,0.032,0,0,FALSE
101,1,"0",10,4.22868036049278,0.489359235785902,0.064,0,0,FALSE
101,1,"0",10,3.38776853217324,0.539086571769323,0.032,0,0,FALSE
101,1,"1",30,2.86319164061733,0.952881122109946,0.032,1,0,FALSE
101,1,"1",20,4.23824722241983,0.446168591339141,0.032,1,0,FALSE
101,0,"1",20,3.64314083590778,0.610153395206202,0.256,0,0,FALSE
101,0,"1",20,3.52623808179656,0.777744941037148,0.032,0,0,FALSE
101,1,"0",30,4.92714157850761,2.87839169736952,0.128,0,0,FALSE
101,1,"0",10,3.99891417384986,0.518864908677526,0.064,0,0,FALSE
101,0,"0",30,3.34408583973348,0.475651925855316,0.128,1,0,FALSE
101,1,"0",-20,3.32416031104559,0.961619049199857,0.064,0,0,FALSE
101,0,"0",10,3.31318613149226,0.630488259523176,0.064,1,0,FALSE
101,0,"0",20,4.31556577217625,4.13466417724686,0.128,1,0,FALSE
101,0,"0",-20,3.60887074986007,2.55268732161308,0.256,1,0,FALSE
101,1,"0",20,3.95091202453477,1.07891453609429,0.064,0,0,FALSE
101,1,"TIMEOUT",50,5.00264921053499,0,0.032,0,0,FALSE
101,0,"1",-20,2.15931789469859,0.760029704000801,0.032,0,0,FALSE
101,1,"0",20,2.49513823378924,0.608676647492684,0.128,0,0,FALSE
101,0,"1",20,2.48029559103819,0.767196096218191,0.256,0,0,FALSE
101,1,"0",30,2.88848079428123,0.643468364784028,0.256,0,0,FALSE
101,0,"0",10,2.75663940277975,0.694866550847888,0.128,1,0,FALSE
101,0,"1",10,3.07470978979301,0.643017069234513,0.032,0,0,FALSE
101,0,"0",10,3.56372066767467,0.377213046214543,0.064,1,0,FALSE
