"Subj_idx","Stimulus","Response","Confidence","RT_dec","RT_conf","Coherence","Accuracy","Training","exclude_subj"
101,1,"TIMEOUT",50,5.00736140019307,0,0.128,0,1,FALSE
101,0,"0",40,1.83131719436008,4.05192072291812,0.032,1,1,FALSE
101,1,"0",10,2.39168106837769,3.56173647660395,0.128,0,1,FALSE
101,0,"1",-30,1.97708143092314,4.07576210838032,0.064,0,1,FALSE
101,1,"1",10,2.46697497649171,4.58398519629921,0.256,1,1,FALSE
101,0,"0",-20,2.08496189646755,2.72756630950427,0.064,1,1,FALSE
101,1,"0",20,1.70839968182921,2.30849356337788,0.032,0,1,FALSE
101,0,"1",20,1.94767960129044,2.82516719820979,0.064,0,1,FALSE
101,1,"1",-30,2.78312335763895,1.40446767501271,0.256,1,1,FALSE
101,1,"0",30,1.50346984394768,2.14253664323676,0.032,0,1,FALSE
101,1,"1",-10,1.75086946087598,3.46368489608809,0.128,1,1,FALSE
101,1,"0",-20,2.65914537603199,3.24482768509455,0.256,0,1,FALSE
101,1,"1",20,2.22616668955842,2.11191616468201,0.032,1,0,FALSE
101,0,"0",20,1.86619313336455,2.99023601700715,0.064,1,0,FALSE
101,1,"1",30,2.00068977279717,1.06156093923806,0.256,1,0,FALSE
101,1,"0",10,1.99064837133663,1.584379438431,0.256,0,0,FALSE
101,0,"1",30,1.87592391066486,0.82801051111077,0.128,0,0,FALSE
101,1,"0",-40,1.17211234995199,1.79317955072655,0.032,0,0,FALSE
101,0,"1",10,1.53031966516667,1.30083602878044,0.128,0,0,FALSE
101,1,"0",-30,1.60333868146245,1.12673284661828,0.256,0,0,FALSE
101,1,"1",-20,1.90067966015427,1.46213600146165,0.032,1,0,FALSE
101,0,"1",-10,1.32969479440362,1.1084817904511,0.128,0,0,FALSE
101,1,"1",10,1.72075974624837,0.872796840025345,0.256,1,0,FALSE
101,1,"1",-10,1.64450257117744,1.87348721656238,0.064,1,0,FALSE
101,0,"1",10,1.52509037231177,1.42311236957356,0.032,0,0,FALSE
101,0,"1",-20,1.38033468319464,0.975825652001775,0.032,0,0,FALSE
101,1,"1",10,1.50620810611325,2.73878289061575,0.256,1,0,FALSE
101,0,"1",10,1.23495744388667,1.25236296237016,0.032,0,0,FALSE
101,0,"0",10,2.10433138073771,2.43801085826091,0.064,1,0,FALSE
101,1,"0",-20,1.37428822843137,1.73872945963743,0.128,0,0,FALSE
101,0,"0",-10,1.11250813162129,0.913264919543522,0.064,1,0,FALSE
101,0,"0",30,1.0124560590575,0.977661926805042,0.032,1,0,FALSE
101,0,"0",10,2.10287878261891,1.10155629044131,0.256,1,0,FALSE
101,0,"0",-20,1.27084615651704,0.800977454844513,0.128,1,0,FALSE
101,0,"0",30,1.110645896003,0.883694344617659,0.032,1,0,FALSE
101,1,"0",30,1.1240905790918,0.754863803833374,0.032,0,0,FALSE
101,0,"0",30,1.35319929302123,0.659072323507629,0.128,1,0,FALSE
101,1,"0",-10,1.75361134547985,0.776060506809736,0.064,0,0,FALSE
101,0,"0",40,1.28397568739543,0.851276834350661,0.256,1,0,FALSE
101,0,"0",-10,1.3001673868784,0.694572227664175,0.032,1,0,FALSE
101,1,"0",10,0.952262892487808,1.36926632022101,0.256,0,0,FALSE
101,0,"1",-20,0.86605155636603,2.05240552603116,0.256,0,0,FALSE
101,0,"1",10,1.23107117036497,0.993043407386634,0.064,0,0,FALSE
101,1,"0",30,1.28238060666819,1.34545632923162,0.128,0,0,FALSE
101,0,"1",10,0.950596268586116,0.685386325594736,0.032,0,0,FALSE
101,0,"0",10,1.31864605297509,0.734337855848018,0.256,1,0,FALSE
101,0,"0",10,1.40831530918239,0.819522230456583,0.064,1,0,FALSE
101,0,"0",10,1.35157251595054,0.636445360787562,0.064,1,0,FALSE
101,1,"0",30,1.23978011794039,0.970533268330619,0.064,0,0,FALSE
101,1,"1",10,0.881593028011615,0.811799793822458,0.128,1,0,FALSE
101,1,"1",-20,0.889549413844128,1.11867925866763,0.128,1,0,FALSE
101,0,"1",-30,0.894737048647599,1.19701088392048,0.064,0,0,FALSE
101,1,"0",10,0.885324744127458,0.822282529126853,0.064,0,0,FALSE
101,0,"0",-20,1.5364005331021,1.23833899087913,0.256,1,0,FALSE
101,1,"0",20,1.033740304315,0.664861585089122,0.128,0,0,FALSE
101,0,"1",-10,1.1512018196726,1.21693158268952,0.128,0,0,FALSE
101,0,"0",10,0.694532682702644,2.38468281771475,0.064,1,0,FALSE
101,0,"1",10,1.22677767430281,2.48581166032911,0.032,0,0,FALSE
101,1,"0",10,0.807138016441953,2.91186605427274,0.128,0,0,FALSE
101,1,"0",-20,1.1367854172677,1.09508601029019,0.256,0,0,FALSE
101,1,"0",10,1.30669079613651,0.834566824191832,0.128,0,0,FALSE
101,1,"1",10,1.35573318924068,0.991740838624537,0.064,1,0,FALSE
101,0,"0",-10,0.967020106047043,1.02107746435283,0.128,1,0,FALSE
101,0,"0",-10,1.15188676255103,2.45439816946024,0.256,1,0,FALSE
101,1,"0",10,0.880381322099362,0.873029883613344,0.128,0,0,FALSE
101,0,"1",-10,1.08339247468486,1.74439918072475,0.064,0,0,FALSE
101,0,"0",20,1.27444595547114,2.18969114177814,0.032,1,0,FALSE
101,1,"0",20,1.3577744337297,0.600566006125417,0.064,0,0,FALSE
101,1,"1",20,2.15319023692328,1.9692696407903,0.256,1,0,FALSE
101,0,"0",20,1.34482059115171,1.77921323639294,0.128,1,0,FALSE
101,1,"1",-20,1.69481644044025,0.929096488196403,0.064,1,0,FALSE
101,1,"1",-20,1.38399032808794,1.04401897554332,0.128,1,0,FALSE
101,1,"0",20,1.615742818892,1.50523065126874,0.128,0,0,FALSE
101,1,"1",10,0.744492458534427,1.55525200856663,0.032,1,0,FALSE
101,0,"0",20,1.57657006325666,1.06027799202083,0.128,1,0,FALSE
101,1,"0",20,1.47287774116825,1.96932458111783,0.256,0,0,FALSE
101,0,"1",10,1.09747893325239,1.46850032526534,0.256,0,0,FALSE
101,1,"0",10,1.15627897008043,0.670176609004848,0.256,0,0,FALSE
101,0,"1",10,1.21481547445618,4.19412983727735,0.256,0,0,FALSE
101,0,"0",10,1.45710382967256,0.927355604290962,0.032,1,0,FALSE
101,1,"0",20,1.3633330666814,0.483049248570576,0.128,0,0,FALSE
101,1,"0",-20,1.06172153404262,1.87111240579747,0.128,0,0,FALSE
101,1,"0",-10,1.31555339550739,1.74274040544173,0.064,0,0,FALSE
101,0,"1",-10,1.30650725921709,2.86151475313818,0.032,0,0,FALSE
101,0,"1",-10,1.420572134085,1.66026289852569,0.128,0,0,FALSE
101,0,"0",10,1.38542088970123,2.05092394839833,0.032,1,0,FALSE
101,1,"0",10,1.714813512302,2.69309880051948,0.256,0,0,FALSE
101,0,"0",-10,1.221120631753,1.5434482904356,0.256,1,0,FALSE
101,0,"0",20,1.62191394593799,1.31795869513648,0.128,1,0,FALSE
101,1,"1",-10,1.32473144896096,0.902257836165372,0.032,1,0,FALSE
101,1,"0",10,1.64573752107378,1.38012458172254,0.256,0,0,FALSE
101,1,"1",20,1.14094005315937,0.785751739148516,0.032,1,0,FALSE
101,0,"0",20,1.52922417917755,1.54697322564619,0.032,1,0,FALSE
101,0,"0",10,1.54460807471862,0.809279481750447,0.064,1,0,FALSE
101,0,"0",10,1.25958399304468,0.839426024508663,0.032,1,0,FALSE
101,1,"0",-20,1.24140206509223,0.968419273187406,0.256,0,0,FALSE
101,1,"1",20,1.23142133948766,0.911917070291471,0.064,1,0,FALSE
101,1,"1",10,1.45868955243239,0.677039018198382,0.256,1,0,FALSE
101,0,"0",20,1.18730274686543,0.617479476618581,0.064,1,0,FALSE
101,0,"1",30,1.27657625159016,0.849871026071254,0.064,0,0,FALSE
101,1,"1",10,1.45224644057639,0.595281471072696,0.064,1,0,FALSE
101,1,"0",20,1.21185141358105,1.00993936942331,0.064,0,0,FALSE
101,0,"0",20,1.33498204628518,1.25984963858593,0.256,1,0,FALSE
101,0,"0",30,1.19188211375382,0.769315525019076,0.032,1,0,FALSE
101,0,"1",-10,1.31601887894562,1.20926046394417,0.032,0,0,FALSE
101,0,"1",-20,1.80627557404386,1.31002494955016,0.032,0,0,FALSE
101,0,"0",30,2.00149395429995,1.11828622401506,0.128,1,0,FALSE
101,1,"1",20,1.69514034687821,0.926636550108902,0.064,1,0,FALSE
101,1,"0",20,1.3023025129158,0.61186469585821,0.128,0,0,FALSE
101,0,"0",20,1.13552631777572,0.811596333487891,0.032,1,0,FALSE
101,1,"0",10,1.4506592084663,0.902927081808448,0.256,0,0,FALSE
101,0,"1",-10,1.33133968367008,1.03405485278554,0.032,0,0,FALSE
101,0,"0",10,1.5648837725292,1.31723269794742,0.256,1,0,FALSE
101,0,"1",10,1.3896781613701,0.786535393495113,0.064,0,0,FALSE
101,1,"0",10,1.469161722288,1.37192851116229,0.064,0,0,FALSE
101,1,"1",20,1.41599005036755,0.738138398308307,0.064,1,0,FALSE
101,1,"1",10,1.4309172166991,0.652440844812896,0.256,1,0,FALSE
101,0,"0",-10,1.34934109340329,0.852995379880536,0.032,1,0,FALSE
101,1,"1",10,1.74134908691887,1.62033033626806,0.032,1,0,FALSE
101,0,"0",20,1.41742393255001,0.914428930007387,0.256,1,0,FALSE
101,0,"0",-10,2.54437442739075,1.87669609395368,0.256,1,0,FALSE
101,1,"0",20,1.61467510493752,0.626780089262873,0.032,0,0,FALSE
101,1,"1",-20,1.19039178189263,0.858460131283384,0.064,1,0,FALSE
101,0,"0",10,1.87275065392535,1.68338281484647,0.128,1,0,FALSE
101,1,"0",20,1.53980472033983,0.570782009155955,0.256,0,0,FALSE
101,0,"0",-20,1.75677947042929,1.0344152854858,0.064,1,0,FALSE
101,1,"0",20,1.81654790600343,0.810787925805897,0.064,0,0,FALSE
101,0,"0",10,1.7326775712152,0.537236109077465,0.128,1,0,FALSE
101,0,"0",10,1.80509586634347,1.55061528639216,0.064,1,0,FALSE
101,0,"0",-20,2.42404937384743,1.30433802187676,0.064,1,0,FALSE
101,1,"0",20,2.09728060470568,0.620239171547815,0.032,0,0,FALSE
101,0,"1",10,1.70312963653402,0.796117952658329,0.064,0,0,FALSE
101,1,"0",20,2.12145102839544,0.819412953541614,0.064,0,0,FALSE
101,1,"0",10,1.86763124172669,1.94378215858154,0.256,0,0,FALSE
101,1,"1",-10,2.05747211099137,0.984924011791125,0.032,1,0,FALSE
101,1,"1",10,1.10924250268238,0.721936133378185,0.256,1,0,FALSE
101,0,"1",20,1.34915725461347,0.710766342106741,0.032,0,0,FALSE
101,0,"1",10,1.49635959953861,0.767494645582046,0.128,0,0,FALSE
101,0,"0",10,1.93868538662698,2.52389104306651,0.128,1,0,FALSE
101,1,"0",10,2.0255052925339,0.836983896748163,0.128,0,0,FALSE
101,0,"1",10,1.61519251000369,1.12760313763656,0.256,0,0,FALSE
101,1,"0",10,2.18341677521402,3.84899892383441,0.256,0,0,FALSE
101,0,"0",10,2.07866971957823,2.01049330075132,0.064,1,0,FALSE
101,0,"1",-10,1.88470742011303,0.970731596875936,0.032,0,0,FALSE
101,0,"1",10,1.27504094110895,0.89219952998776,0.128,0,0,FALSE
101,0,"0",-10,2.03751881027082,3.18556307043927,0.128,1,0,FALSE
101,0,"0",20,2.35087821510388,2.0254364661905,0.128,1,0,FALSE
101,0,"1",20,2.05926763335476,0.642426309776027,0.032,0,0,FALSE
101,1,"0",10,1.43366845927062,0.475909420908429,0.032,0,0,FALSE
101,0,"1",-20,1.95616365576629,0.920652280552313,0.128,0,0,FALSE
101,0,"0",10,2.0142038859725,0.800977756713983,0.128,1,0,FALSE
101,1,"0",10,1.5513953183,1.00671992658591,0.256,0,0,FALSE
101,0,"0",20,1.55770560738444,0.603255063490942,0.256,1,0,FALSE
101,0,"0",10,2.08579052943503,0.593989467757754,0.128,1,0,FALSE
101,0,"0",10,1.9383186146589,0.971190741044469,0.032,1,0,FALSE
101,1,"1",20,1.43781886898447,0.714518585376907,0.064,1,0,FALSE
101,1,"0",20,1.53177860255353,0.480681682683993,0.032,0,0,FALSE
101,0,"1",20,1.67571803537104,0.654954817618243,0.128,0,0,FALSE
101,1,"1",10,1.26990462419391,0.840711084814742,0.128,1,0,FALSE
101,0,"0",10,1.27904283081554,0.95239239468798,0.064,1,0,FALSE
101,1,"0",10,1.66126631418336,0.870302186896559,0.256,0,0,FALSE
101,0,"0",10,1.88150337264175,1.19818304487225,0.064,1,0,FALSE
101,1,"0",10,1.70553795486176,2.67089445570577,0.256,0,0,FALSE
101,0,"1",20,2.21658262104588,0.9425574722616,0.064,0,0,FALSE
101,1,"0",30,1.45843477420928,0.884484338233247,0.032,0,0,FALSE
101,1,"0",20,2.2015842134105,0.700905760735739,0.256,0,0,FALSE
101,1,"0",10,1.65546346845524,0.550606834033504,0.064,0,0,FALSE
101,0,"1",-20,2.46075283342646,0.752170822157525,0.128,0,0,FALSE
101,1,"0",20,1.610240031878,0.861224656132516,0.064,0,0,FALSE
101,1,"1",20,1.81103757224185,1.20246899418486,0.128,1,0,FALSE
101,0,"1",-20,2.79632563917106,2.69447049749643,0.256,0,0,FALSE
101,1,"0",20,1.92005608743429,0.787754948025104,0.256,0,0,FALSE
101,1,"1",20,1.72015721386112,0.600950286549982,0.032,1,0,FALSE
101,1,"1",10,1.99453041867819,0.752156936141662,0.064,1,0,FALSE
101,0,"0",20,1.64398244928196,0.488556261762511,0.032,1,0,FALSE
101,1,"0",30,1.54681625328166,1.03779502125876,0.256,0,0,FALSE
101,1,"0",10,1.9708091774499,2.50870487233158,0.064,0,0,FALSE
101,0,"1",10,1.7930062773847,0.647159026590176,0.032,0,0,FALSE
101,1,"0",10,3.04151888875663,2.96967233528057,0.032,0,0,FALSE
101,1,"0",20,2.33145922416449,1.31850719280541,0.256,0,0,FALSE
101,0,"1",20,1.64729698115028,0.551459314725362,0.128,0,0,FALSE
101,0,"0",20,2.15580443054577,0.854610082154162,0.256,1,0,FALSE
101,1,"0",20,2.02815057875961,0.96644745878363,0.032,0,0,FALSE
101,0,"0",20,2.63618967695395,1.05210999536654,0.256,1,0,FALSE
101,0,"1",20,2.06102330888668,0.683621292093769,0.256,0,0,FALSE
101,1,"0",-20,3.15954188218853,1.03431506466866,0.064,0,0,FALSE
101,1,"0",10,2.59960364477756,0.427058413341641,0.032,0,0,FALSE
101,1,"1",20,2.94241015973408,0.567933262594976,0.128,1,0,FALSE
101,1,"1",30,1.98398730938882,0.485547826008871,0.256,1,0,FALSE
101,0,"0",20,2.72622872383008,0.724690998389386,0.128,1,0,FALSE
101,1,"1",10,1.89589864415117,1.19714219734212,0.256,1,0,FALSE
101,0,"1",30,2.38707060888642,0.561597314564977,0.064,0,0,FALSE
101,1,"0",-10,2.25931955498364,0.76688335896749,0.128,0,0,FALSE
101,1,"0",20,1.94365929751843,0.800925835085101,0.128,0,0,FALSE
101,0,"0",-10,2.21666654088767,2.16440681803459,0.032,1,0,FALSE
101,1,"0",20,1.45562708195951,0.852757506372873,0.032,0,0,FALSE
101,1,"0",10,2.23309852883639,0.575749580778647,0.064,0,0,FALSE
101,0,"1",10,0.924107181938831,1.00206448847475,0.064,0,0,FALSE
101,1,"1",10,1.6074884874355,0.467692219453398,0.128,1,0,FALSE
101,1,"0",-20,2.68459995441791,0.78323414390441,0.032,0,0,FALSE
101,1,"0",20,2.14193531832891,0.529926328643225,0.128,0,0,FALSE
101,1,"1",10,2.31615049423603,1.30990601279726,0.064,1,0,FALSE
101,0,"0",10,2.42120817403309,0.644299412711989,0.032,1,0,FALSE
101,0,"1",-20,2.53520844873553,0.802515482153278,0.128,0,0,FALSE
101,0,"0",10,2.52520478101633,1.01181398171047,0.128,1,0,FALSE
101,0,"0",20,2.27516531152232,0.619983185844962,0.064,1,0,FALSE
101,0,"0",40,1.88434879863309,0.875888591882307,0.128,1,0,FALSE
101,0,"0",20,2.12648199270386,0.793764876528643,0.032,1,0,FALSE
101,0,"0",10,2.41928254572954,0.53473843724886,0.032,1,0,FALSE
101,0,"1",20,1.66072808009293,0.476989209659398,0.064,0,0,FALSE
101,0,"0",30,1.41908240596391,1.15792144438764,0.256,1,0,FALSE
101,0,"0",20,2.13303045716789,0.525231345570646,0.128,1,0,FALSE
101,0,"0",40,1.92160196336126,0.618583414963447,0.256,1,0,FALSE
101,0,"1",20,2.29206580160838,0.556744453517254,0.064,0,0,FALSE
101,1,"1",10,1.94701216686796,0.325353602893185,0.256,1,0,FALSE
101,0,"0",20,2.657714814418,0.679001776505262,0.032,1,0,FALSE
101,0,"0",10,2.35110612690309,0.745609075417742,0.064,1,0,FALSE
101,0,"0",10,1.86394993789075,0.758750077354256,0.128,1,0,FALSE
101,0,"0",20,2.10526808314072,0.881191541001201,0.064,1,0,FALSE
101,1,"1",30,1.5799274606551,0.711557543200906,0.256,1,0,FALSE
101,0,"1",10,2.25714820455341,0.370722238908056,0.128,0,0,FALSE
101,0,"0",10,1.89437510659825,0.451498406881001,0.256,1,0,FALSE
101,1,"0",10,2.57717470873287,0.78465383820096,0.256,0,0,FALSE
101,0,"1",20,3.10274173367023,0.7363603844014,0.064,0,0,FALSE
101,0,"0",20,1.6587683404847,0.444790856963489,0.032,1,0,FALSE
101,1,"0",20,1.99567903377488,0.577062413118314,0.256,0,0,FALSE
101,1,"0",10,2.14270961470809,0.711176885215566,0.064,0,0,FALSE
101,1,"1",20,2.01061223750561,0.494315638220403,0.064,1,0,FALSE
101,1,"1",20,1.95172314904723,0.762506848674268,0.032,1,0,FALSE
101,0,"1",30,1.9007635799963,0.61661703421874,0.032,0,0,FALSE
101,1,"0",10,1.86368187738955,0.809173525404185,0.128,0,0,FALSE
101,1,"1",10,1.71590205528075,1.41789062346658,0.064,1,0,FALSE
101,0,"1",30,2.19993932414334,0.799514593147207,0.128,0,0,FALSE
101,1,"0",20,2.13805447846698,0.552408393795602,0.256,0,0,FALSE
101,0,"1",10,1.97443855965789,0.785541033934336,0.128,0,0,FALSE
101,0,"1",20,1.76681543823145,0.558599142387975,0.064,0,0,FALSE
101,1,"0",20,2.87696626754431,0.651522556475364,0.032,0,0,FALSE
101,0,"1",20,1.941170379919,0.729337984142359,0.256,0,0,FALSE
101,1,"0",10,2.60432247557584,0.415168964148499,0.256,0,0,FALSE
101,1,"1",-20,1.63411160433339,1.19482806243189,0.032,1,0,FALSE
101,0,"0",20,3.23687220487325,0.744012485339772,0.128,1,0,FALSE
101,1,"0",30,1.73361548109772,0.635479075131007,0.128,0,0,FALSE
101,0,"0",30,1.800888101344,0.461136208242271,0.256,1,0,FALSE
101,0,"0",10,3.41211041798489,0.846066559302155,0.032,1,0,FALSE
101,1,"1",-10,2.22015827040654,0.959293443233706,0.064,1,0,FALSE
101,1,"1",20,1.88990682784515,0.610539486852009,0.256,1,0,FALSE
101,0,"0",20,2.47978543085093,0.487285691213328,0.064,1,0,FALSE
101,1,"0",20,2.35576005566539,0.642925602644682,0.032,0,0,FALSE
101,1,"1",-30,2.14505937026907,0.802013472454622,0.032,1,0,FALSE
101,1,"1",10,1.61387182904454,0.53566095176572,0.128,1,0,FALSE
101,1,"1",10,1.98130157259107,0.669123384807725,0.128,1,0,FALSE
101,1,"0",20,2.84408568879915,0.874408221730031,0.032,0,0,FALSE
