"Subj_idx","Stimulus","Response","Confidence","RT_dec","RT_conf","Coherence","Accuracy","Training","cond","Int.Block","five_s_to","exclude_subj"
396,1,"0",50,1.69173734217789,0.817592429079115,0.032,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",40,1.84866369323898,0.514383994806558,0.032,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",50,1.822244258794,0.702240636344999,0.064,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",30,2.08510433410946,0.551409661376849,0.064,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",30,3.41200057355501,1.13563358916901,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",20,2.78616193861514,0.56592753590364,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",50,2.45303719803505,0.484531383246183,0.064,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",40,2.4479470518548,0.52254658244364,0.032,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",20,2.80210162482038,0.63239285471756,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",40,1.97167847736459,0.780966741380282,0.128,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",30,2.09886843713932,0.517677405722439,0.128,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",20,3.45854030353297,0.582756533617154,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",20,3.31276174089033,0.799913664937951,0.128,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,2.47259631566703,0.564373504796065,0.128,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",40,2.88371753945015,0.432947391458787,0.128,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",10,3.49310783581343,0.66798976657819,0.032,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",30,2.58075331869256,0.533089723560959,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,2.81585938856192,0.931262197470292,0.064,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",20,3.33577546846587,0.918517814154737,0.032,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",10,2.66697729176655,0.785237006345764,0.128,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",20,3.43016927407775,0.785423562529497,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",20,3.01157161508501,0.533946734890342,0.064,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",10,2.01668772215862,0.382131660968065,0.064,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",40,2.10142226448376,0.683853985073976,0.032,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",30,3.27159501007386,0.684032390741631,0.128,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",30,2.39070750979241,0.698195567026734,0.064,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",20,3.10385504161939,1.2209075746946,0.064,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",10,3.19521081905067,0.667189506970346,0.256,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",20,2.71831073075347,0.648246507731266,0.128,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",30,3.20891998158582,0.635551631233655,0.064,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",10,3.22884345732816,0.351890843502246,0.032,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",20,2.97015402959846,0.649278604148887,0.128,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",20,2.73623914208263,0.449157252069563,0.032,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",10,2.79758080705069,0.331916351588443,0.064,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",20,3.01050419977773,0.649490215611644,0.064,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",10,2.71212751024496,0.531785641512834,0.128,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,2.19295433448907,0.401838091571815,0.128,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,2.26356343438383,0.85070222705137,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",30,2.25801021832787,0.39885741885379,0.256,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",20,2.5973151607085,0.866115450504236,0.064,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",30,3.04319439727813,0.668643618828617,0.064,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",40,2.86062623106781,0.868773423291743,0.064,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",10,3.31698642335832,0.770838672674261,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,3.39214532062598,0.718198434800841,0.128,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",10,3.44466813073959,0.566076660101302,0.032,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",20,3.39391518938448,0.384422558809631,0.128,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",10,4.12045280626789,0.435733055612072,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",20,3.62266295365617,1.18644237662945,0.128,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",30,2.6440251458399,0.532571109452285,0.128,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",50,2.99078901491873,0.815377300821245,0.256,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",30,3.1903307749778,0.797565109767951,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",20,2.87115216554515,0.849715411260724,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",10,3.09975805051718,0.385272627106868,0.064,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",30,2.36504003562126,0.397558770478703,0.032,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,2.68089655640908,0.634230040677823,0.128,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",50,2.50232425456867,0.886810206253082,0.128,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",10,3.32715856520738,0.415875387717038,0.032,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",20,3.5466754209213,0.614056012134999,0.032,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",40,2.23156210615393,0.965358811233193,0.064,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",30,3.63642977352161,0.765378432837315,0.128,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",30,3.72863501551002,1.24865463711321,0.032,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",20,3.68715615024045,0.449199815859087,0.032,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",20,3.8882235655468,0.581367927731015,0.032,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",30,2.77923128589429,0.831541277064942,0.032,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",40,3.29807723365631,0.864822839546949,0.032,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,3.11897937467415,0.651082886188291,0.064,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",20,2.95754035635758,0.482908223715611,0.128,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,3.53906314383261,0.382470661927015,0.256,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",50,3.67420468352642,0.517097209959291,0.064,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",40,2.22252741364669,0.631011191863567,0.064,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",30,3.20536816922855,0.483856701910496,0.064,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",30,3.3165336170923,0.786029417312704,0.128,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",40,2.23800704868324,1.25307945995312,0.256,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",50,2.68838174587116,0.514968718633056,0.032,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",30,3.18452821360342,0.665060411902145,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",30,3.05222244862467,1.53137992709689,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",50,2.27817670009937,0.853263601167127,0.064,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",10,3.20079150535446,1.11811119412631,0.032,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",30,3.55058947829157,0.618293675052002,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",10,3.21377798908763,0.964512969125062,0.128,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",30,2.3310536047155,0.585401827828027,0.032,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,3.27953119457886,0.38589387730509,0.064,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",10,2.1064565645596,0.566271668666042,0.128,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",10,2.92969156346377,0.570542537374422,0.128,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",20,3.21221429811325,0.718952810040675,0.128,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",50,2.71040594081953,0.681825111125596,0.064,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",30,3.39457477718126,0.785981419849209,0.032,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",50,2.30845525142178,0.453181492299773,0.128,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",30,3.54832544695772,0.650442316254601,0.128,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",20,2.57728965262324,0.666964009449817,0.128,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",30,3.33139773747791,0.619278981488198,0.064,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",10,3.14051272763032,1.03408393518813,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",20,2.43950825239532,0.833176209558733,0.128,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",10,3.49691804961395,0.33631702476088,0.064,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",10,3.33142339650169,0.665465824448504,0.032,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",50,2.32197695216071,0.685374508516863,0.064,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",50,2.46635151350591,0.482857509414665,0.032,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",30,3.16252514961548,0.765469295961782,0.128,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",20,2.92559487423394,0.383902133471332,0.064,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",30,2.25133555208426,0.75162610277161,0.128,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",20,3.28082139056828,0.502120491746813,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",30,2.74149652471114,0.633865078825504,0.032,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",40,2.93789580927603,0.452261691834778,0.256,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,3.04359588550124,0.566132506207563,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",20,2.84391315175872,0.376706740019843,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",10,3.2613664183775,0.548491475922987,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",30,2.77876398982666,0.551449206457473,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",30,3.55186276951432,0.683004218646325,0.064,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",50,3.0588032330377,0.669305017848499,0.256,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",10,3.35364169440418,0.365086825604551,0.256,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",40,2.56070728339162,0.585499935852364,0.064,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",40,2.91708573886752,1.36689231512416,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",50,2.44695178367756,0.585321832055226,0.064,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",30,3.66337808568683,0.882348555169068,0.128,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",20,3.31063445704803,0.668720897763036,0.032,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",40,2.27143049046211,0.847541337440722,0.064,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",50,3.25540356358793,0.832901507088915,0.032,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",40,2.92199264944438,0.715738489286043,0.032,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",30,3.22241964575369,0.646817753025331,0.032,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",40,2.04476080508903,1.11454368448537,0.064,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",20,3.35397948787455,0.614671224917285,0.032,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",10,3.23358796138968,0.348591395169497,0.032,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",30,3.88242160791531,0.867773023310117,0.032,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",20,2.75491045756266,0.682266144431196,0.128,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",40,3.32942289841268,1.40241194804944,0.064,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",30,4.99393118854333,0.702237919507548,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",30,3.43682099813689,0.431154882386327,0.256,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",40,3.04534371769056,0.797452210074291,0.128,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",30,2.04248771763034,0.548657504885457,0.064,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",10,2.9746703193048,0.398382576014847,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",20,2.81003177190758,0.54832303199172,0.032,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",30,3.32910472654086,0.599923626676202,0.032,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",20,2.74905084259808,0.602419494817965,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",30,1.92934894005489,0.786700476204976,0.256,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",10,3.43456511731353,0.564063785309903,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",30,2.69236040360201,0.983802516093478,0.128,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",10,3.34448776291125,0.685130898746662,0.032,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",30,2.54373459515441,0.669676922727376,0.032,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",20,3.40260091919824,0.41963307598792,0.128,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",30,2.85768902775086,0.717614918456413,0.064,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",20,2.58633823118731,1.051498864213,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,3.5392327952506,0.55138370048441,0.032,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",10,2.84254265812412,0.900683888398111,0.256,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",20,3.24999403805193,0.648952885504812,0.064,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",30,2.66610367754009,0.905186292046681,0.128,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",50,1.98137456889171,0.550430694227107,0.064,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",20,3.3787670085337,0.598860437559895,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",10,1.90612360102031,0.436482600918971,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",20,3.02603183228057,0.349093104516156,0.064,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",30,2.47498200094886,0.783260657927953,0.064,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",10,2.59310134559218,0.783586678440683,0.128,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",20,2.36704113744758,0.598761423927732,0.032,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",10,2.93877908336837,0.333583584262989,0.064,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",30,2.84432882790826,0.782777664575726,0.064,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",50,1.60256499656662,0.65043235451635,0.032,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",20,1.78211294497736,0.601296837150119,0.128,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",50,1.64744353128504,0.817201204466633,0.064,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,3.09272325235326,0.781191333288327,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",10,3.35084304980095,0.633141494410113,0.128,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",40,1.77397903506737,0.445108862171881,0.064,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",30,2.62381338344421,0.754181439468637,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",50,1.76164791293908,0.568842702650465,0.032,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",40,1.92767295312602,0.600865765583701,0.032,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",20,2.91102356856596,0.468621582254767,0.032,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",10,3.0961452602502,0.498396311137825,0.128,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",10,2.69248266129568,0.333891492526978,0.064,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,3.04438437214773,0.548770404580981,0.128,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",20,3.12998920811899,0.849996453016065,0.064,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",30,3.3611791075198,0.766724173063412,0.128,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",20,3.86352871923707,0.416507807134651,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",10,3.82920479672588,0.518924434177577,0.032,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",40,2.30402348555159,1.00576120506972,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",20,3.3006597387325,0.414254341278225,0.032,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",10,3.77912291426398,0.951524674167857,0.128,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,3.15713313258998,1.03388107797969,0.128,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",20,2.92804425426573,0.783587584054098,0.032,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,2.25198849872313,0.314695827390067,0.032,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",30,3.00256680779066,0.53088184020482,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",10,2.931996951106,0.484238568525761,0.128,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",30,1.89494864422176,0.451189144725911,0.032,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,3.0841984197069,0.516976461621933,0.256,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",20,2.06900767506845,0.515742715480737,0.032,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,3.5372884451393,0.652267125511542,0.128,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",30,2.8737820643438,0.56443327522371,0.128,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",20,3.09331008927617,0.549400710904039,0.128,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",40,2.28843698823452,0.366446451887488,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,3.92439976755809,0.569416257253848,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",20,2.71657738836482,0.647624653789215,0.128,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",20,3.63101088998839,0.884250039620325,0.064,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,3.36422679556627,0.348266884011216,0.032,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",20,2.89973691955674,0.384252001778223,0.064,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",30,2.689360109278,0.330684718544595,0.032,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",10,4.51912608390581,0.445885575857013,0.128,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,3.24570143464394,0.415381225142628,0.032,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",30,3.26483612186741,0.868537360293791,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",20,2.82760578686465,0.985205913649872,0.256,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",10,2.48762314443942,0.566341098957695,0.064,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",20,3.59601771982107,0.58538130061049,0.032,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",20,3.57019659338798,0.615988589280285,0.128,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,3.72302233089786,2.68041235557385,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",40,2.38085263420362,0.801403095684014,0.064,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",10,2.98841419698484,1.10061626933049,0.064,0,0,"Expt","Post",TRUE,FALSE
396,0,"1",50,2.24257888262626,0.63510214554891,0.256,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",10,2.45957662614062,0.350715962177143,0.064,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",20,3.1630920630591,0.482504622396082,0.064,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",40,3.02519051823393,0.813016972689889,0.064,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",40,2.41084380447865,0.650936478829011,0.032,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",20,3.60238568528462,0.401718550717458,0.064,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",30,2.17735274363123,0.648298731386662,0.032,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",20,2.45149282679241,0.682894941397011,0.128,0,0,"Expt","Post",TRUE,FALSE
396,0,"0",40,2.62301252009347,0.669764163401909,0.256,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",20,3.00462647256441,0.568455704226159,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"0",10,2.80480970816594,0.53425977495499,0.256,0,0,"Expt","Post",TRUE,FALSE
396,1,"0",20,3.79516614216845,0.468765272776596,0.032,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",30,2.8386524485508,0.601609575339593,0.256,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",40,2.82480321794376,0.720653852251358,0.128,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",10,3.73967231919896,0.533346313779242,0.128,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",40,1.72717094191071,0.600236364873126,0.128,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",20,1.62315711622871,0.415215498047881,0.064,0,0,"Expt","Post",TRUE,FALSE
396,1,"1",20,2.75357045288198,0.369672545602545,0.032,1,0,"Expt","Post",TRUE,FALSE
396,1,"1",30,2.36583938961476,0.634006354378536,0.128,1,0,"Expt","Post",TRUE,FALSE
396,0,"0",10,2.38247066192701,0.498466948916204,0.064,1,0,"Expt","Post",TRUE,FALSE
396,0,"1",30,1.9296212275587,0.533028141912073,0.064,0,0,"Expt","Post",TRUE,FALSE
400,1,"1",50,17.7036296554788,29.0815173685405,0.128,1,1,"Expt","Practice",FALSE,FALSE
400,0,"1",50,1.5203661352098,1.18127780246414,0.256,0,1,"Expt","Practice",FALSE,FALSE
400,0,"1",30,5.10436700943316,1.63771517477202,0.128,0,1,"Expt","Practice",FALSE,FALSE
400,0,"1",20,27.1379292024285,0.999795934138994,0.128,0,1,"Expt","Practice",FALSE,FALSE
400,0,"0",40,8.24395439792081,2.05286754797364,0.256,1,1,"Expt","Practice",FALSE,FALSE
400,1,"1",30,8.4413054056922,1.19812168845785,0.064,1,1,"Expt","Practice",FALSE,FALSE
400,0,"1",50,4.24305361015466,0.553005201867549,0.032,0,1,"Expt","Practice",FALSE,FALSE
400,0,"1",30,3.16898404180759,1.00111692853074,0.032,0,1,"Expt","Practice",FALSE,FALSE
400,0,"1",40,3.73751153153263,1.21425889075187,0.064,0,1,"Expt","Practice",FALSE,FALSE
400,0,"1",30,5.58166438048566,0.950695755912457,0.256,0,1,"Expt","Practice",FALSE,FALSE
400,1,"1",30,4.69294336628902,1.41662068141066,0.064,1,1,"Expt","Practice",FALSE,FALSE
400,0,"1",40,3.94143189030269,0.949432117309654,0.032,0,1,"Expt","Practice",FALSE,FALSE
400,1,"1",30,3.80884915306605,0.802855171197676,0.128,1,0,"Expt","Pre",FALSE,FALSE
400,0,"1",30,4.04926651001559,0.915003550021444,0.128,0,0,"Expt","Pre",FALSE,FALSE
400,0,"1",20,4.47637394284259,0.481793763071415,0.128,0,0,"Expt","Pre",FALSE,FALSE
400,1,"1",40,6.12870156152616,0.966335472200648,0.064,1,0,"Expt","Pre",FALSE,FALSE
400,0,"0",30,3.55877791113837,1.88622845233569,0.256,1,0,"Expt","Pre",FALSE,FALSE
400,1,"1",20,4.57779950589524,0.616475722199539,0.032,1,0,"Expt","Pre",FALSE,FALSE
400,1,"1",20,6.14426671528874,0.765950645041768,0.032,1,0,"Expt","Pre",FALSE,FALSE
400,0,"0",30,6.50913738100184,0.549196173704346,0.064,1,0,"Expt","Pre",FALSE,FALSE
400,0,"1",30,5.00991832535597,0.834418363995617,0.032,0,0,"Expt","Pre",FALSE,FALSE
400,0,"0",40,7.31401509845909,0.918715978960739,0.128,1,0,"Expt","Pre",FALSE,FALSE
400,1,"1",40,3.94847518124431,0.719220770281972,0.128,1,0,"Expt","Pre",FALSE,FALSE
400,1,"1",50,5.80189883887756,0.60170992701943,0.128,1,0,"Expt","Pre",FALSE,FALSE
400,0,"0",30,4.57942146724509,0.55090628184739,0.064,1,0,"Expt","Pre",FALSE,FALSE
400,0,"1",30,5.37621926333487,1.09769441801379,0.064,0,0,"Expt","Pre",FALSE,FALSE
400,0,"0",40,5.58046866321191,0.666137685288908,0.256,1,0,"Expt","Pre",FALSE,FALSE
400,1,"1",30,5.12785722393077,0.683299443106051,0.032,1,0,"Expt","Pre",FALSE,FALSE
400,0,"0",50,3.65602102965117,0.4999562284766,0.128,1,0,"Expt","Pre",FALSE,FALSE
400,1,"0",50,4.78401017189759,1.08430485990725,0.032,0,0,"Expt","Pre",FALSE,FALSE
400,1,"1",20,4.70771459517709,0.483109625629382,0.064,1,0,"Expt","Pre",FALSE,FALSE
400,1,"1",30,7.26184638549876,0.716656664622016,0.064,1,0,"Expt","Pre",FALSE,FALSE
400,1,"1",20,4.85743252544221,0.730799998551374,0.064,1,0,"Expt","Pre",FALSE,FALSE
400,1,"0",30,8.75950687303522,0.635945899604005,0.032,0,0,"Expt","Pre",FALSE,FALSE
400,0,"0",30,5.29742659666413,0.531782654160517,0.064,1,0,"Expt","Pre",FALSE,FALSE
400,0,"1",50,4.04766296289198,0.616242374698166,0.064,0,0,"Expt","Pre",FALSE,FALSE
400,0,"1",20,6.05820133451745,0.570628522852552,0.064,0,0,"Expt","Pre",FALSE,FALSE
400,0,"0",20,3.8997197415001,0.836056022720179,0.256,1,0,"Expt","Pre",FALSE,FALSE
400,1,"0",40,4.39187679010408,1.19993262204109,0.032,0,0,"Expt","Pre",FALSE,FALSE
400,0,"1",30,5.08072465115588,0.415443982109544,0.256,0,0,"Expt","Pre",FALSE,FALSE
400,0,"1",30,5.29458295699803,0.73202590308222,0.032,0,0,"Expt","Pre",FALSE,FALSE
400,0,"0",50,4.98170591815142,0.615474108993076,0.256,1,0,"Expt","Pre",FALSE,FALSE
400,0,"1",50,5.35063737375732,0.815259115343913,0.128,0,0,"Expt","Pre",FALSE,FALSE
400,1,"1",50,3.37446840239409,0.447830079549924,0.128,1,0,"Expt","Pre",FALSE,FALSE
400,1,"1",50,4.30499031592812,0.650641358474735,0.128,1,0,"Expt","Pre",FALSE,FALSE
400,1,"1",50,4.83317193212942,0.583134198057465,0.032,1,0,"Expt","Pre",FALSE,FALSE
400,0,"1",50,3.74355683173868,0.552571109103272,0.064,0,0,"Expt","Pre",FALSE,FALSE
400,1,"1",40,5.01491159963538,0.518879714645678,0.256,1,0,"Expt","Pre",FALSE,FALSE
400,0,"0",20,5.80506065223739,0.753132229848066,0.256,1,0,"Expt","Pre",FALSE,FALSE
