accuracy_train,condition,coefficient,intercept,confidence
correct trials,"T-7,T-6,T-5",-0.013712208929796708,-0.09870244464742126,0
correct trials,"T-7,T-6,T-5",-0.014122333627314326,-0.10325728184947877,0
correct trials,"T-7,T-6,T-5",-0.013244340693035189,-0.09868354517337977,0
correct trials,"T-7,T-6,T-5",-0.013237765740406615,-0.09868620225844786,0
correct trials,"T-7,T-6,T-5",-0.013486068779364918,-0.09786877462958607,0
correct trials,"T-7,T-6,T-5",-0.012857474906535058,-0.09593654025380284,0
correct trials,"T-7,T-6,T-5",-0.013102171415581202,-0.1005500027883807,0
correct trials,"T-7,T-6,T-5",-0.01342567587459819,-0.10026333214513203,0
correct trials,"T-7,T-6,T-5",-0.013731409289267001,-0.0991387520689151,0
correct trials,"T-7,T-6,T-5",-0.01248436958006837,-0.10092721382812339,0
correct trials,"T-7,T-6,T-5",-0.013506433052660508,-0.09731580037896294,0
correct trials,"T-7,T-6,T-5",-0.013832396447170929,-0.09819785523845406,0
correct trials,"T-7,T-6,T-5",-0.004096976066064506,-0.05826439176240135,1
correct trials,"T-7,T-6,T-5",-0.008455397831074466,-0.05061522171067552,1
correct trials,"T-7,T-6,T-5",-0.00841094870900659,-0.04985829553675278,1
correct trials,"T-7,T-6,T-5",-0.00979182185787546,-0.049717815187557635,1
correct trials,"T-7,T-6,T-5",-0.008428661462550181,-0.05076517293047497,1
correct trials,"T-7,T-6,T-5",-0.008865038003394032,-0.051917920290564565,1
correct trials,"T-7,T-6,T-5",-0.008432257053749477,-0.051165664636656075,1
correct trials,"T-7,T-6,T-5",-0.008430503562477728,-0.05115751046857648,1
correct trials,"T-7,T-6,T-5",-0.008803611442667761,-0.04893935442413188,1
correct trials,"T-7,T-6,T-5",-0.00816732581073986,-0.04954837567319576,1
correct trials,"T-7,T-6,T-5",-0.00909940712309451,-0.052319635822164305,1
correct trials,"T-7,T-6,T-5",-0.009240690087490963,-0.051394631827529215,1
correct trials,"T-7,T-6,T-5",-0.009147154763256648,-0.04682408332354029,1
correct trials,"T-7,T-6,T-5",-0.00879551411368051,-0.04976943299078944,1
correct trials,"T-7,T-6,T-5",-0.009469506803003971,-0.0504941281076033,1
correct trials,"T-7,T-6,T-5",-0.008875702940241027,-0.04773356582404649,1
correct trials,"T-7,T-6,T-5",0.0001119245259900827,0.014077012682782561,2
correct trials,"T-7,T-6,T-5",-0.0006889588138038601,0.018038044275321845,2
correct trials,"T-7,T-6,T-5",-0.00037072350416611114,0.018561946444439804,2
correct trials,"T-7,T-6,T-5",-0.0003337013165311403,0.016387281792716688,2
correct trials,"T-7,T-6,T-5",-0.0006690792643438105,0.018697474006577973,2
correct trials,"T-7,T-6,T-5",-0.0002613561268693553,0.019654648036009494,2
correct trials,"T-7,T-6,T-5",-0.0004932487904375929,0.017572600658327175,2
correct trials,"T-7,T-6,T-5",-0.0004950340531667692,0.01759025516275867,2
correct trials,"T-7,T-6,T-5",-0.0002908548143413149,0.023281536894592524,2
correct trials,"T-7,T-6,T-5",-0.0010570873441228235,0.011645529969183173,2
correct trials,"T-7,T-6,T-5",-0.0007009461656983784,0.01682647420141061,2
correct trials,"T-7,T-6,T-5",-0.0005207210730262964,0.017901757650345376,2
correct trials,"T-7,T-6,T-5",-0.0003987502441716095,0.016610874182442534,2
correct trials,"T-7,T-6,T-5",-0.00028680047474586364,0.024055708327111583,2
correct trials,"T-7,T-6,T-5",-0.00042390483896870734,0.01676979113725264,2
correct trials,"T-7,T-6,T-5",-0.0004500348403528615,0.019244330462760174,2
correct trials,"T-7,T-6,T-5",0.012567801662612422,0.1432713353600555,3
correct trials,"T-7,T-6,T-5",0.023807529401971568,0.12478598041338279,3
correct trials,"T-7,T-6,T-5",0.024601162570369657,0.12924954975011477,3
correct trials,"T-7,T-6,T-5",0.02345193928300687,0.125396788908596,3
correct trials,"T-7,T-6,T-5",0.02556160961118042,0.12053518661167098,3
correct trials,"T-7,T-6,T-5",0.024689315699952644,0.12936036420885458,3
correct trials,"T-7,T-6,T-5",0.024338930272472085,0.12401137604815707,3
correct trials,"T-7,T-6,T-5",0.024338056755026465,0.12398069701246532,3
correct trials,"T-7,T-6,T-5",0.024867807658091535,0.12106731349800827,3
correct trials,"T-7,T-6,T-5",0.024213516707187258,0.1211802844160796,3
correct trials,"T-7,T-6,T-5",0.025270855285925996,0.12581745699612454,3
correct trials,"T-7,T-6,T-5",0.025555397338673593,0.12693891972502805,3
correct trials,"T-7,T-6,T-5",0.02515347268164894,0.12517987428806152,3
correct trials,"T-7,T-6,T-5",0.024251316681095324,0.1258277607795439,3
correct trials,"T-7,T-6,T-5",0.025416220259656497,0.12363305317270094,3
correct trials,"T-7,T-6,T-5",0.02529518988978541,0.12204027943482573,3
incorrect trials,"T-3,T-2,T-1",-0.043763737964592105,-0.09601305387631298,0
incorrect trials,"T-3,T-2,T-1",-0.044655465661893816,-0.09960701984857909,0
incorrect trials,"T-3,T-2,T-1",-0.049793099658975264,-0.09730344102074973,0
incorrect trials,"T-3,T-2,T-1",-0.04622250121893827,-0.09382067653974764,0
incorrect trials,"T-3,T-2,T-1",-0.04721160297893201,-0.09556738368705339,0
incorrect trials,"T-3,T-2,T-1",-0.04812718940754198,-0.09917906665184986,0
incorrect trials,"T-3,T-2,T-1",-0.04814093673452258,-0.09399766550333127,0
incorrect trials,"T-3,T-2,T-1",-0.04813343814243308,-0.09399817373243115,0
incorrect trials,"T-3,T-2,T-1",-0.04799826304114058,-0.094561801863349,0
incorrect trials,"T-3,T-2,T-1",-0.04964269289897244,-0.0904537301746273,0
incorrect trials,"T-3,T-2,T-1",-0.04780143731946435,-0.09707540337399218,0
incorrect trials,"T-3,T-2,T-1",-0.049314535389352834,-0.09536706797106327,0
incorrect trials,"T-3,T-2,T-1",-0.05047819523298111,-0.09435032863372242,0
incorrect trials,"T-3,T-2,T-1",-0.04952734726279157,-0.09536110695197764,0
incorrect trials,"T-3,T-2,T-1",-0.04859031636580014,-0.09288000167142452,0
incorrect trials,"T-3,T-2,T-1",-0.04924372122378043,-0.09438774117840479,0
incorrect trials,"T-3,T-2,T-1",-0.016577428081874904,-0.0583785411628925,1
incorrect trials,"T-3,T-2,T-1",-0.021178655352142646,-0.05306579467937133,1
incorrect trials,"T-3,T-2,T-1",-0.02058730283492092,-0.052461500837918014,1
incorrect trials,"T-3,T-2,T-1",-0.019688393923634938,-0.05505422872775042,1
incorrect trials,"T-3,T-2,T-1",-0.021462343575232155,-0.05369672779428628,1
incorrect trials,"T-3,T-2,T-1",-0.020346621530335736,-0.05532115204393515,1
incorrect trials,"T-3,T-2,T-1",-0.02063365764384812,-0.05417359267192342,1
incorrect trials,"T-3,T-2,T-1",-0.020635931207958116,-0.05415923151464494,1
incorrect trials,"T-3,T-2,T-1",-0.02111220151544892,-0.051961281262461384,1
incorrect trials,"T-3,T-2,T-1",-0.021807038163527102,-0.051384963480919164,1
incorrect trials,"T-3,T-2,T-1",-0.021745870514157044,-0.05576369678608189,1
incorrect trials,"T-3,T-2,T-1",-0.02179026876982074,-0.054598578920933075,1
incorrect trials,"T-3,T-2,T-1",-0.02136876171188324,-0.050395202208511784,1
incorrect trials,"T-3,T-2,T-1",-0.01878981717154304,-0.05341708240112905,1
incorrect trials,"T-3,T-2,T-1",-0.021664068418348163,-0.05441463656768649,1
incorrect trials,"T-3,T-2,T-1",-0.021179075837828656,-0.051144978392138496,1
incorrect trials,"T-3,T-2,T-1",0.0007973745206141582,0.01495679851513322,2
incorrect trials,"T-3,T-2,T-1",-0.0005502497895774976,0.015762238403743536,2
incorrect trials,"T-3,T-2,T-1",0.0002802270270241788,0.018370992657741024,2
incorrect trials,"T-3,T-2,T-1",0.00023298914020111587,0.015209031168004728,2
incorrect trials,"T-3,T-2,T-1",0.00030058580383092285,0.01697238613055122,2
incorrect trials,"T-3,T-2,T-1",0.000125948586284437,0.018743541189633044,2
incorrect trials,"T-3,T-2,T-1",0.00023500004419773252,0.0161136600471811,2
incorrect trials,"T-3,T-2,T-1",0.00023814639402920592,0.016131108394692107,2
incorrect trials,"T-3,T-2,T-1",0.0006996449621125471,0.02215900965224587,2
incorrect trials,"T-3,T-2,T-1",-0.0002564376747633872,0.008865430159607304,2
incorrect trials,"T-3,T-2,T-1",0.00012871739964871092,0.015102514643015543,2
incorrect trials,"T-3,T-2,T-1",0.000300169160134014,0.0162683071629382,2
incorrect trials,"T-3,T-2,T-1",0.0002617323854483572,0.015653888121183658,2
incorrect trials,"T-3,T-2,T-1",0.0004079088778974322,0.024276316965295183,2
incorrect trials,"T-3,T-2,T-1",-9.252242144523818e-05,0.015819998193973197,2
incorrect trials,"T-3,T-2,T-1",0.00040841028251494883,0.01805120105775837,2
incorrect trials,"T-3,T-2,T-1",0.05776786729694099,0.14561162573226444,3
incorrect trials,"T-3,T-2,T-1",0.07387695268093156,0.13136729309111,3
incorrect trials,"T-3,T-2,T-1",0.07634334334402731,0.13598393852512647,3
incorrect trials,"T-3,T-2,T-1",0.07267129873468173,0.13368556324946052,3
incorrect trials,"T-3,T-2,T-1",0.07400033528365209,0.13032943454898704,3
incorrect trials,"T-3,T-2,T-1",0.07496176520543232,0.13727818136955777,3
incorrect trials,"T-3,T-2,T-1",0.07486524224088267,0.1314984897509284,3
incorrect trials,"T-3,T-2,T-1",0.07485281570067144,0.13147312076524326,3
incorrect trials,"T-3,T-2,T-1",0.07529596795449443,0.1294836332332145,3
incorrect trials,"T-3,T-2,T-1",0.08057887359899875,0.12539658601624487,3
incorrect trials,"T-3,T-2,T-1",0.07511015009652346,0.13624371272948343,3
incorrect trials,"T-3,T-2,T-1",0.07805976382191528,0.13498456524957692,3
incorrect trials,"T-3,T-2,T-1",0.07735538696889592,0.13358151893213832,3
incorrect trials,"T-3,T-2,T-1",0.07635375529385209,0.13178594127199272,3
incorrect trials,"T-3,T-2,T-1",0.07776733785966307,0.13116964330264225,3
incorrect trials,"T-3,T-2,T-1",0.07745035547436989,0.13018045193022515,3
incorrect trials,"T-7,T-6,T-5",-0.005566034467304329,-0.10820735389766929,0
incorrect trials,"T-7,T-6,T-5",-0.009686622586675606,-0.10551917268240632,0
incorrect trials,"T-7,T-6,T-5",-0.01123848037170783,-0.10447212594711298,0
incorrect trials,"T-7,T-6,T-5",-0.013231670363721967,-0.09649215143878617,0
incorrect trials,"T-7,T-6,T-5",-0.011569080034471473,-0.1010458563774808,0
incorrect trials,"T-7,T-6,T-5",-0.012205002918183354,-0.10518676394027383,0
incorrect trials,"T-7,T-6,T-5",-0.011161798349235922,-0.10079506708909948,0
incorrect trials,"T-7,T-6,T-5",-0.011187336605035757,-0.10076083244552059,0
incorrect trials,"T-7,T-6,T-5",-0.011792011655466264,-0.09973315435344234,0
incorrect trials,"T-7,T-6,T-5",-0.010917259371786541,-0.09869388133006549,0
incorrect trials,"T-7,T-6,T-5",-0.010973897413606186,-0.1028376199064233,0
incorrect trials,"T-7,T-6,T-5",-0.010980901073835102,-0.10303988818608464,0
incorrect trials,"T-7,T-6,T-5",-0.011541347613258693,-0.10141986448397884,0
incorrect trials,"T-7,T-6,T-5",-0.011265979741181856,-0.10248695557670952,0
incorrect trials,"T-7,T-6,T-5",-0.010936737647966144,-0.10001290028587397,0
incorrect trials,"T-7,T-6,T-5",-0.011523297220435533,-0.10058133300019612,0
incorrect trials,"T-7,T-6,T-5",-0.00298853451769858,-0.05985594623780767,1
incorrect trials,"T-7,T-6,T-5",-0.00828595660646606,-0.05123960066095449,1
incorrect trials,"T-7,T-6,T-5",-0.007797572656713888,-0.05092713858535489,1
incorrect trials,"T-7,T-6,T-5",-0.010133421209241347,-0.04972623201739566,1
incorrect trials,"T-7,T-6,T-5",-0.008087823816745403,-0.05159958893987232,1
incorrect trials,"T-7,T-6,T-5",-0.008106943004552171,-0.053237152905457205,1
incorrect trials,"T-7,T-6,T-5",-0.007807203583347199,-0.05231508500539893,1
incorrect trials,"T-7,T-6,T-5",-0.007808376270711041,-0.05230263698439,1
incorrect trials,"T-7,T-6,T-5",-0.00845468104974076,-0.04953828901399854,1
incorrect trials,"T-7,T-6,T-5",-0.007862747551562086,-0.04984387986657438,1
incorrect trials,"T-7,T-6,T-5",-0.009563560889271105,-0.05239015845808529,1
incorrect trials,"T-7,T-6,T-5",-0.008802950355668616,-0.052464301166241775,1
incorrect trials,"T-7,T-6,T-5",-0.00861473826530097,-0.0478339318084324,1
incorrect trials,"T-7,T-6,T-5",-0.008259351617470555,-0.05085389140218009,1
incorrect trials,"T-7,T-6,T-5",-0.008440963566661939,-0.05207818939653974,1
incorrect trials,"T-7,T-6,T-5",-0.008435594299621587,-0.04845827583623208,1
incorrect trials,"T-7,T-6,T-5",0.00035424998329912333,0.013210749076162097,2
incorrect trials,"T-7,T-6,T-5",-0.0008000727357426099,0.017670896139514756,2
incorrect trials,"T-7,T-6,T-5",-0.00027435402780947687,0.01792043910284435,2
incorrect trials,"T-7,T-6,T-5",0.00015358036473507429,0.015396175496231299,2
incorrect trials,"T-7,T-6,T-5",-0.0006218864780540014,0.018006633072930035,2
incorrect trials,"T-7,T-6,T-5",-0.0001989734351946923,0.01902250739183692,2
incorrect trials,"T-7,T-6,T-5",-0.0004967814518912553,0.017060225903761966,2
incorrect trials,"T-7,T-6,T-5",-0.0004907119746532831,0.017072625220646856,2
incorrect trials,"T-7,T-6,T-5",-0.00026078434076744845,0.022660370679561587,2
incorrect trials,"T-7,T-6,T-5",-0.0010151145972968178,0.010923421244175183,2
incorrect trials,"T-7,T-6,T-5",-0.0004263098405570406,0.016128611141298627,2
incorrect trials,"T-7,T-6,T-5",-0.0004054004182608417,0.017379811365691236,2
incorrect trials,"T-7,T-6,T-5",-0.0003233070916816251,0.015959826442133316,2
incorrect trials,"T-7,T-6,T-5",-0.0004452405750824782,0.023780406289891753,2
incorrect trials,"T-7,T-6,T-5",-0.0005391715608963708,0.016502424924017267,2
incorrect trials,"T-7,T-6,T-5",-0.0004013008185808527,0.018598212785572357,2
incorrect trials,"T-7,T-6,T-5",0.008123608181760405,0.1492885000986751,3
incorrect trials,"T-7,T-6,T-5",0.02042799246924601,0.12921230253832972,3
incorrect trials,"T-7,T-6,T-5",0.020732071247233752,0.13474050716605374,3
incorrect trials,"T-7,T-6,T-5",0.021883283198664664,0.12804263735121774,3
incorrect trials,"T-7,T-6,T-5",0.02212520137190174,0.12585986771797303,3
incorrect trials,"T-7,T-6,T-5",0.020883575462053897,0.13481054011172866,3
incorrect trials,"T-7,T-6,T-5",0.02083082858427186,0.12921973123833794,3
incorrect trials,"T-7,T-6,T-5",0.020844973539189165,0.12917520092659493,3
incorrect trials,"T-7,T-6,T-5",0.021677940644438797,0.12580890694470848,3
incorrect trials,"T-7,T-6,T-5",0.022553627291610798,0.12474394366327328,3
incorrect trials,"T-7,T-6,T-5",0.021955922750454385,0.1306421408112342,3
incorrect trials,"T-7,T-6,T-5",0.021528606978716096,0.13282233551806752,3
incorrect trials,"T-7,T-6,T-5",0.02137341497639624,0.130663200240269,3
incorrect trials,"T-7,T-6,T-5",0.020876157207026735,0.13094995464622547,3
incorrect trials,"T-7,T-6,T-5",0.021433691680576458,0.12894301194693003,3
incorrect trials,"T-7,T-6,T-5",0.0216665401053286,0.12713882548593466,3
