decoder,study_name,accuracy_train,accuracy_test,fold,score,n_sample,weight T-7 C-0,weight T-7 C-1,weight T-7 C-2,weight T-7 C-3,weight T-6 C-0,weight T-6 C-1,weight T-6 C-2,weight T-6 C-3,weight T-5 C-0,weight T-5 C-1,weight T-5 C-2,weight T-5 C-3,weight T-4 C-0,weight T-4 C-1,weight T-4 C-2,weight T-4 C-3,weight T-3 C-0,weight T-3 C-1,weight T-3 C-2,weight T-3 C-3,weight T-2 C-0,weight T-2 C-1,weight T-2 C-2,weight T-2 C-3,weight T-1 C-0,weight T-1 C-1,weight T-1 C-2,weight T-1 C-3,hidden_state T-7,hidden_state T-6,hidden_state T-5,hidden_state T-4,hidden_state T-3,hidden_state T-2,hidden_state T-1
regression,data_Gajdos_2019,Correct trials,Correct trials,10.5,0.5793930395135086,406.04545454545456,-0.023277252165798977,-0.02037016212770099,-0.0029114449995468845,0.03637000630465647,-0.020587419056742082,-0.01952177396638137,-0.0021055818400476773,0.03305863688202538,-0.013936430980769887,-0.013977765267480307,-0.023909299387855888,0.04582186518292404,-0.03213750258153143,-0.027783580427402987,-0.008561152706407603,0.05401949047686064,-0.03330310885697619,-0.035281273750969074,0.010485807138138497,0.04257598763363832,-0.0370641154147692,-0.028509112925314828,-0.009422800836501686,0.05904480175118334,-0.06822356813526623,-0.06422447173126457,-0.03522084912389616,0.13666207322236068,,,,,,,
regression,data_Gajdos_2019,Correct trials,Incorrect trials,10.5,0.5015978106237152,109.18181818181819,-0.023277252165798977,-0.02037016212770099,-0.0029114449995468845,0.03637000630465647,-0.020587419056742082,-0.01952177396638137,-0.0021055818400476773,0.03305863688202538,-0.013936430980769887,-0.013977765267480307,-0.023909299387855888,0.04582186518292404,-0.03213750258153143,-0.027783580427402987,-0.008561152706407603,0.05401949047686064,-0.03330310885697619,-0.035281273750969074,0.010485807138138497,0.04257598763363832,-0.0370641154147692,-0.028509112925314828,-0.009422800836501686,0.05904480175118334,-0.06822356813526623,-0.06422447173126457,-0.03522084912389616,0.13666207322236068,,,,,,,
regression,data_Gajdos_2019,Incorrect trials,Correct trials,10.5,0.5793930395135086,406.04545454545456,-0.023277252165798977,-0.02037016212770099,-0.0029114449995468845,0.03637000630465647,-0.020587419056742082,-0.01952177396638137,-0.0021055818400476773,0.03305863688202538,-0.013936430980769887,-0.013977765267480307,-0.023909299387855888,0.04582186518292404,-0.03213750258153143,-0.027783580427402987,-0.008561152706407603,0.05401949047686064,-0.03330310885697619,-0.035281273750969074,0.010485807138138497,0.04257598763363832,-0.0370641154147692,-0.028509112925314828,-0.009422800836501686,0.05904480175118334,-0.06822356813526623,-0.06422447173126457,-0.03522084912389616,0.13666207322236068,,,,,,,
regression,data_Gajdos_2019,Incorrect trials,Incorrect trials,10.5,0.5015978106237152,109.18181818181819,-0.023277252165798977,-0.02037016212770099,-0.0029114449995468845,0.03637000630465647,-0.020587419056742082,-0.01952177396638137,-0.0021055818400476773,0.03305863688202538,-0.013936430980769887,-0.013977765267480307,-0.023909299387855888,0.04582186518292404,-0.03213750258153143,-0.027783580427402987,-0.008561152706407603,0.05401949047686064,-0.03330310885697619,-0.035281273750969074,0.010485807138138497,0.04257598763363832,-0.0370641154147692,-0.028509112925314828,-0.009422800836501686,0.05904480175118334,-0.06822356813526623,-0.06422447173126457,-0.03522084912389616,0.13666207322236068,,,,,,,
regression,data_Haddara_unpub,Correct trials,Correct trials,221.0,0.5916690902585579,359.7923250564334,-0.027269888143859024,-0.03931222586032752,-0.014982557012433718,0.06724539164731899,-0.02561149647400181,-0.039782218720452484,-0.01495846227737399,0.06664233382821501,-0.025798398625775973,-0.04570909180275291,-0.01708502890894264,0.07411957909102482,-0.02976650301874242,-0.04412248610723794,-0.017603900013391783,0.07583629432755155,-0.023027358417504373,-0.045981337605054295,-0.01963155997222797,0.07527541536230692,-0.0304565206547716,-0.04242471239452102,-0.020626158474500573,0.07785450397947283,-0.0484016522349966,-0.05816446242997569,-0.020634060794509444,0.10325058185728139,,,,,,,
regression,data_Haddara_unpub,Correct trials,Incorrect trials,221.0,0.4993597800930724,113.20767494356659,-0.027269888143859024,-0.03931222586032752,-0.014982557012433718,0.06724539164731899,-0.02561149647400181,-0.039782218720452484,-0.01495846227737399,0.06664233382821501,-0.025798398625775973,-0.04570909180275291,-0.01708502890894264,0.07411957909102482,-0.02976650301874242,-0.04412248610723794,-0.017603900013391783,0.07583629432755155,-0.023027358417504373,-0.045981337605054295,-0.01963155997222797,0.07527541536230692,-0.0304565206547716,-0.04242471239452102,-0.020626158474500573,0.07785450397947283,-0.0484016522349966,-0.05816446242997569,-0.020634060794509444,0.10325058185728139,,,,,,,
regression,data_Haddara_unpub,Incorrect trials,Correct trials,221.0,0.5916690902585579,359.7923250564334,-0.027269888143859024,-0.03931222586032752,-0.014982557012433718,0.06724539164731899,-0.02561149647400181,-0.039782218720452484,-0.01495846227737399,0.06664233382821501,-0.025798398625775973,-0.04570909180275291,-0.01708502890894264,0.07411957909102482,-0.02976650301874242,-0.04412248610723794,-0.017603900013391783,0.07583629432755155,-0.023027358417504373,-0.045981337605054295,-0.01963155997222797,0.07527541536230692,-0.0304565206547716,-0.04242471239452102,-0.020626158474500573,0.07785450397947283,-0.0484016522349966,-0.05816446242997569,-0.020634060794509444,0.10325058185728139,,,,,,,
regression,data_Haddara_unpub,Incorrect trials,Incorrect trials,221.0,0.4993597800930724,113.20767494356659,-0.027269888143859024,-0.03931222586032752,-0.014982557012433718,0.06724539164731899,-0.02561149647400181,-0.039782218720452484,-0.01495846227737399,0.06664233382821501,-0.025798398625775973,-0.04570909180275291,-0.01708502890894264,0.07411957909102482,-0.02976650301874242,-0.04412248610723794,-0.017603900013391783,0.07583629432755155,-0.023027358417504373,-0.045981337605054295,-0.01963155997222797,0.07527541536230692,-0.0304565206547716,-0.04242471239452102,-0.020626158474500573,0.07785450397947283,-0.0484016522349966,-0.05816446242997569,-0.020634060794509444,0.10325058185728139,,,,,,,
regression,data_Koculak_unpub,Correct trials,Correct trials,26.5,0.4839270117505838,84.42592592592592,-0.05148093449770777,-0.02399530158303596,0.049692796908126995,0.04183105104804566,-0.06413988951985632,-0.007783978094915668,0.04374434214189619,0.04116186541665804,-0.05827402423447404,-0.0178610909788208,0.04869364199498146,0.04257842988617542,-0.05854935625719504,-0.010794486809220587,0.04329468966407277,0.03907251611843861,-0.059118973289671486,-0.01360738380197647,0.044831354077845456,0.04202544582311524,-0.0746653929688485,-0.010159724456768505,0.05863361882952042,0.03833008317679721,-0.1007288369487172,0.005807888268010226,0.06155159141479509,0.04461305639702014,,,,,,,
regression,data_Koculak_unpub,Correct trials,Incorrect trials,26.5,0.5858141980237854,544.9074074074074,-0.05148093449770777,-0.02399530158303596,0.049692796908126995,0.04183105104804566,-0.06413988951985632,-0.007783978094915668,0.04374434214189619,0.04116186541665804,-0.05827402423447404,-0.0178610909788208,0.04869364199498146,0.04257842988617542,-0.05854935625719504,-0.010794486809220587,0.04329468966407277,0.03907251611843861,-0.059118973289671486,-0.01360738380197647,0.044831354077845456,0.04202544582311524,-0.0746653929688485,-0.010159724456768505,0.05863361882952042,0.03833008317679721,-0.1007288369487172,0.005807888268010226,0.06155159141479509,0.04461305639702014,,,,,,,
regression,data_Koculak_unpub,Incorrect trials,Correct trials,26.5,0.4839270117505838,84.42592592592592,-0.05148093449770777,-0.02399530158303596,0.049692796908126995,0.04183105104804566,-0.06413988951985632,-0.007783978094915668,0.04374434214189619,0.04116186541665804,-0.05827402423447404,-0.0178610909788208,0.04869364199498146,0.04257842988617542,-0.05854935625719504,-0.010794486809220587,0.04329468966407277,0.03907251611843861,-0.059118973289671486,-0.01360738380197647,0.044831354077845456,0.04202544582311524,-0.0746653929688485,-0.010159724456768505,0.05863361882952042,0.03833008317679721,-0.1007288369487172,0.005807888268010226,0.06155159141479509,0.04461305639702014,,,,,,,
regression,data_Koculak_unpub,Incorrect trials,Incorrect trials,26.5,0.5858141980237854,544.9074074074074,-0.05148093449770777,-0.02399530158303596,0.049692796908126995,0.04183105104804566,-0.06413988951985632,-0.007783978094915668,0.04374434214189619,0.04116186541665804,-0.05827402423447404,-0.0178610909788208,0.04869364199498146,0.04257842988617542,-0.05854935625719504,-0.010794486809220587,0.04329468966407277,0.03907251611843861,-0.059118973289671486,-0.01360738380197647,0.044831354077845456,0.04202544582311524,-0.0746653929688485,-0.010159724456768505,0.05863361882952042,0.03833008317679721,-0.1007288369487172,0.005807888268010226,0.06155159141479509,0.04461305639702014,,,,,,,
regression,data_Law_unpub,Correct trials,Correct trials,7.5,0.5804002678304915,832.1875,-0.004533397773541381,-0.029168021427150165,-0.003340766869568638,0.040011469158002945,-0.01702152229178629,-0.015124783916602245,-0.012028825362552962,0.04517220918606624,-0.021435263756157934,-0.02449866751577138,0.010789909951934613,0.03311124554687383,-0.015524343765516558,-0.023441202597164007,0.004945129698219664,0.03347034679813951,-0.031165075540959958,-0.030573552503610973,0.0020893400972896046,0.0584079063265725,-0.019669277743706675,-0.03791973545482414,0.007735187537569431,0.05006592293344893,-0.026471439111565232,-0.05214862683298752,-0.005389455705903482,0.08739147885430303,,,,,,,
regression,data_Law_unpub,Correct trials,Incorrect trials,7.5,0.4737860997692934,360.8125,-0.004533397773541381,-0.029168021427150165,-0.003340766869568638,0.040011469158002945,-0.01702152229178629,-0.015124783916602245,-0.012028825362552962,0.04517220918606624,-0.021435263756157934,-0.02449866751577138,0.010789909951934613,0.03311124554687383,-0.015524343765516558,-0.023441202597164007,0.004945129698219664,0.03347034679813951,-0.031165075540959958,-0.030573552503610973,0.0020893400972896046,0.0584079063265725,-0.019669277743706675,-0.03791973545482414,0.007735187537569431,0.05006592293344893,-0.026471439111565232,-0.05214862683298752,-0.005389455705903482,0.08739147885430303,,,,,,,
regression,data_Law_unpub,Incorrect trials,Correct trials,7.5,0.5804002678304915,832.1875,-0.004533397773541381,-0.029168021427150165,-0.003340766869568638,0.040011469158002945,-0.01702152229178629,-0.015124783916602245,-0.012028825362552962,0.04517220918606624,-0.021435263756157934,-0.02449866751577138,0.010789909951934613,0.03311124554687383,-0.015524343765516558,-0.023441202597164007,0.004945129698219664,0.03347034679813951,-0.031165075540959958,-0.030573552503610973,0.0020893400972896046,0.0584079063265725,-0.019669277743706675,-0.03791973545482414,0.007735187537569431,0.05006592293344893,-0.026471439111565232,-0.05214862683298752,-0.005389455705903482,0.08739147885430303,,,,,,,
regression,data_Law_unpub,Incorrect trials,Incorrect trials,7.5,0.4737860997692934,360.8125,-0.004533397773541381,-0.029168021427150165,-0.003340766869568638,0.040011469158002945,-0.01702152229178629,-0.015124783916602245,-0.012028825362552962,0.04517220918606624,-0.021435263756157934,-0.02449866751577138,0.010789909951934613,0.03311124554687383,-0.015524343765516558,-0.023441202597164007,0.004945129698219664,0.03347034679813951,-0.031165075540959958,-0.030573552503610973,0.0020893400972896046,0.0584079063265725,-0.019669277743706675,-0.03791973545482414,0.007735187537569431,0.05006592293344893,-0.026471439111565232,-0.05214862683298752,-0.005389455705903482,0.08739147885430303,,,,,,,
regression,data_Maniscalco_2017_expt1,Correct trials,Correct trials,14.5,0.610109666565264,760.2,-0.05065436488316142,-0.012694020632232128,-0.0019550590888389894,0.059835388756230366,-0.04521141025109089,-0.024569334462408852,0.00792205767578908,0.05525163939477647,-0.05188241015137196,-0.011168375692082315,-0.0009451079532162381,0.058095764970328666,-0.051921373673456096,-0.017589469177566937,0.003398270474200267,0.05934648985368017,-0.06493210675109504,-0.031100556896444607,0.01438409337123242,0.07234105914738706,-0.0639761011560951,-0.03530216739943713,0.011572100920765575,0.078049080693345,-0.09532023523086056,-0.06344093176568572,0.01323881027617316,0.12794881416716564,,,,,,,
regression,data_Maniscalco_2017_expt1,Correct trials,Incorrect trials,14.931034482758621,0.45968172411411673,201.75862068965517,-0.05069201916225057,-0.012879314659650348,-0.002369678421647638,0.0604362202643755,-0.04524700236344843,-0.024750358220000334,0.007553489404734853,0.0557985076818811,-0.05192159961540313,-0.011332653939812105,-0.0013115051024954842,0.0586181436176104,-0.05196217086474671,-0.017755959931708636,0.0030446685857629698,0.05985678476901795,-0.06498312967899991,-0.031283156890963754,0.014032334262058818,0.07287139879790067,-0.0640256430532313,-0.03549387992808971,0.01120875125561681,0.07859847899699,-0.09539411653035215,-0.06367536929509529,0.012844107228100568,0.128518876732916,,,,,,,
regression,data_Maniscalco_2017_expt1,Incorrect trials,Correct trials,14.5,0.610109666565264,760.2,-0.05065436488316142,-0.012694020632232128,-0.0019550590888389894,0.059835388756230366,-0.04521141025109089,-0.024569334462408852,0.00792205767578908,0.05525163939477647,-0.05188241015137196,-0.011168375692082315,-0.0009451079532162381,0.058095764970328666,-0.051921373673456096,-0.017589469177566937,0.003398270474200267,0.05934648985368017,-0.06493210675109504,-0.031100556896444607,0.01438409337123242,0.07234105914738706,-0.0639761011560951,-0.03530216739943713,0.011572100920765575,0.078049080693345,-0.09532023523086056,-0.06344093176568572,0.01323881027617316,0.12794881416716564,,,,,,,
regression,data_Maniscalco_2017_expt1,Incorrect trials,Incorrect trials,14.931034482758621,0.45968172411411673,201.75862068965517,-0.05069201916225057,-0.012879314659650348,-0.002369678421647638,0.0604362202643755,-0.04524700236344843,-0.024750358220000334,0.007553489404734853,0.0557985076818811,-0.05192159961540313,-0.011332653939812105,-0.0013115051024954842,0.0586181436176104,-0.05196217086474671,-0.017755959931708636,0.0030446685857629698,0.05985678476901795,-0.06498312967899991,-0.031283156890963754,0.014032334262058818,0.07287139879790067,-0.0640256430532313,-0.03549387992808971,0.01120875125561681,0.07859847899699,-0.09539411653035215,-0.06367536929509529,0.012844107228100568,0.128518876732916,,,,,,,
regression,data_Maniscalco_2017_expt2,Correct trials,Correct trials,20.0,0.5469510252580412,353.5121951219512,-0.0276856669562314,-0.022789334030952298,0.006666690614048435,0.03872457999694053,-0.02347557763722739,-0.02073110590580701,0.012849800612876747,0.027426583565464287,-0.026304177498132048,-0.01941177280090774,0.0014107349665312759,0.03943686665160959,-0.04061268952063904,-0.008407555316380114,0.008370527130997854,0.036537205181442656,-0.04055776012969306,0.0007012449602997382,0.009915270905523414,0.027177482433228668,-0.04187945540287594,-0.011030663137401966,0.011969215705444937,0.03665539681048813,-0.04092065660850394,-0.020599664305795656,-0.011496703714917357,0.0659129057475378,,,,,,,
regression,data_Maniscalco_2017_expt2,Correct trials,Incorrect trials,20.0,0.4778076335496418,139.6829268292683,-0.0276856669562314,-0.022789334030952298,0.006666690614048435,0.03872457999694053,-0.02347557763722739,-0.02073110590580701,0.012849800612876747,0.027426583565464287,-0.026304177498132048,-0.01941177280090774,0.0014107349665312759,0.03943686665160959,-0.04061268952063904,-0.008407555316380114,0.008370527130997854,0.036537205181442656,-0.04055776012969306,0.0007012449602997382,0.009915270905523414,0.027177482433228668,-0.04187945540287594,-0.011030663137401966,0.011969215705444937,0.03665539681048813,-0.04092065660850394,-0.020599664305795656,-0.011496703714917357,0.0659129057475378,,,,,,,
regression,data_Maniscalco_2017_expt2,Incorrect trials,Correct trials,20.0,0.5469510252580412,353.5121951219512,-0.0276856669562314,-0.022789334030952298,0.006666690614048435,0.03872457999694053,-0.02347557763722739,-0.02073110590580701,0.012849800612876747,0.027426583565464287,-0.026304177498132048,-0.01941177280090774,0.0014107349665312759,0.03943686665160959,-0.04061268952063904,-0.008407555316380114,0.008370527130997854,0.036537205181442656,-0.04055776012969306,0.0007012449602997382,0.009915270905523414,0.027177482433228668,-0.04187945540287594,-0.011030663137401966,0.011969215705444937,0.03665539681048813,-0.04092065660850394,-0.020599664305795656,-0.011496703714917357,0.0659129057475378,,,,,,,
regression,data_Maniscalco_2017_expt2,Incorrect trials,Incorrect trials,20.0,0.4778076335496418,139.6829268292683,-0.0276856669562314,-0.022789334030952298,0.006666690614048435,0.03872457999694053,-0.02347557763722739,-0.02073110590580701,0.012849800612876747,0.027426583565464287,-0.026304177498132048,-0.01941177280090774,0.0014107349665312759,0.03943686665160959,-0.04061268952063904,-0.008407555316380114,0.008370527130997854,0.036537205181442656,-0.04055776012969306,0.0007012449602997382,0.009915270905523414,0.027177482433228668,-0.04187945540287594,-0.011030663137401966,0.011969215705444937,0.03665539681048813,-0.04092065660850394,-0.020599664305795656,-0.011496703714917357,0.0659129057475378,,,,,,,
regression,data_Maniscalco_2017_expt3,Correct trials,Correct trials,10.0,0.6056232838542088,496.0952380952381,-0.04566459005332471,-0.016817692652284215,0.0005708035553675093,0.05601197835647147,-0.045458089543301806,-0.030508115748987978,-0.008416651706151782,0.07569650366648528,-0.04095323782997521,-0.03163783421006635,0.012780869387784596,0.05420918145828294,-0.03971061437964631,-0.03600458195443988,-0.0026413826883795047,0.07056959707186886,-0.04842547074027284,-0.03536153278447671,-0.0012498117522733287,0.07635860060232647,-0.05673552688520736,-0.024039679717248286,0.00030082267078876174,0.07308562738970519,-0.07406580075609386,-0.06592323897652781,-0.007419376878932763,0.1313300081939636,,,,,,,
regression,data_Maniscalco_2017_expt3,Correct trials,Incorrect trials,10.0,0.44936263307318186,124.85714285714286,-0.04566459005332471,-0.016817692652284215,0.0005708035553675093,0.05601197835647147,-0.045458089543301806,-0.030508115748987978,-0.008416651706151782,0.07569650366648528,-0.04095323782997521,-0.03163783421006635,0.012780869387784596,0.05420918145828294,-0.03971061437964631,-0.03600458195443988,-0.0026413826883795047,0.07056959707186886,-0.04842547074027284,-0.03536153278447671,-0.0012498117522733287,0.07635860060232647,-0.05673552688520736,-0.024039679717248286,0.00030082267078876174,0.07308562738970519,-0.07406580075609386,-0.06592323897652781,-0.007419376878932763,0.1313300081939636,,,,,,,
regression,data_Maniscalco_2017_expt3,Incorrect trials,Correct trials,10.0,0.6056232838542088,496.0952380952381,-0.04566459005332471,-0.016817692652284215,0.0005708035553675093,0.05601197835647147,-0.045458089543301806,-0.030508115748987978,-0.008416651706151782,0.07569650366648528,-0.04095323782997521,-0.03163783421006635,0.012780869387784596,0.05420918145828294,-0.03971061437964631,-0.03600458195443988,-0.0026413826883795047,0.07056959707186886,-0.04842547074027284,-0.03536153278447671,-0.0012498117522733287,0.07635860060232647,-0.05673552688520736,-0.024039679717248286,0.00030082267078876174,0.07308562738970519,-0.07406580075609386,-0.06592323897652781,-0.007419376878932763,0.1313300081939636,,,,,,,
regression,data_Maniscalco_2017_expt3,Incorrect trials,Incorrect trials,10.0,0.44936263307318186,124.85714285714286,-0.04566459005332471,-0.016817692652284215,0.0005708035553675093,0.05601197835647147,-0.045458089543301806,-0.030508115748987978,-0.008416651706151782,0.07569650366648528,-0.04095323782997521,-0.03163783421006635,0.012780869387784596,0.05420918145828294,-0.03971061437964631,-0.03600458195443988,-0.0026413826883795047,0.07056959707186886,-0.04842547074027284,-0.03536153278447671,-0.0012498117522733287,0.07635860060232647,-0.05673552688520736,-0.024039679717248286,0.00030082267078876174,0.07308562738970519,-0.07406580075609386,-0.06592323897652781,-0.007419376878932763,0.1313300081939636,,,,,,,
regression,data_Maniscalco_2017_expt4,Correct trials,Correct trials,16.0,0.6768417142202161,553.0909090909091,-0.02115319147899481,-0.03488433463791294,-0.03925541588842891,0.06337439781360975,-0.03353447161500156,-0.03985275698022435,-0.03549087020203258,0.07234954593415298,-0.02158122438154132,-0.03023586567134907,-0.03316073917134739,0.05567974325345091,-0.030758762855819775,-0.060590646802188446,-0.041224413635608075,0.08666991889816766,-0.04705541385807742,-0.05040224106405312,-0.048068709884182194,0.09688698476154421,-0.03338245392560386,-0.06059459857451472,-0.0487354779944848,0.09325294958370267,-0.05794261446297093,-0.08143875553094204,-0.07177499277313582,0.1390450473893412,,,,,,,
regression,data_Maniscalco_2017_expt4,Correct trials,Incorrect trials,16.0,0.5046713438924351,120.60606060606061,-0.02115319147899481,-0.03488433463791294,-0.03925541588842891,0.06337439781360975,-0.03353447161500156,-0.03985275698022435,-0.03549087020203258,0.07234954593415298,-0.02158122438154132,-0.03023586567134907,-0.03316073917134739,0.05567974325345091,-0.030758762855819775,-0.060590646802188446,-0.041224413635608075,0.08666991889816766,-0.04705541385807742,-0.05040224106405312,-0.048068709884182194,0.09688698476154421,-0.03338245392560386,-0.06059459857451472,-0.0487354779944848,0.09325294958370267,-0.05794261446297093,-0.08143875553094204,-0.07177499277313582,0.1390450473893412,,,,,,,
regression,data_Maniscalco_2017_expt4,Incorrect trials,Correct trials,16.0,0.6768417142202161,553.0909090909091,-0.02115319147899481,-0.03488433463791294,-0.03925541588842891,0.06337439781360975,-0.03353447161500156,-0.03985275698022435,-0.03549087020203258,0.07234954593415298,-0.02158122438154132,-0.03023586567134907,-0.03316073917134739,0.05567974325345091,-0.030758762855819775,-0.060590646802188446,-0.041224413635608075,0.08666991889816766,-0.04705541385807742,-0.05040224106405312,-0.048068709884182194,0.09688698476154421,-0.03338245392560386,-0.06059459857451472,-0.0487354779944848,0.09325294958370267,-0.05794261446297093,-0.08143875553094204,-0.07177499277313582,0.1390450473893412,,,,,,,
regression,data_Maniscalco_2017_expt4,Incorrect trials,Incorrect trials,16.0,0.5046713438924351,120.60606060606061,-0.02115319147899481,-0.03488433463791294,-0.03925541588842891,0.06337439781360975,-0.03353447161500156,-0.03985275698022435,-0.03549087020203258,0.07234954593415298,-0.02158122438154132,-0.03023586567134907,-0.03316073917134739,0.05567974325345091,-0.030758762855819775,-0.060590646802188446,-0.041224413635608075,0.08666991889816766,-0.04705541385807742,-0.05040224106405312,-0.048068709884182194,0.09688698476154421,-0.03338245392560386,-0.06059459857451472,-0.0487354779944848,0.09325294958370267,-0.05794261446297093,-0.08143875553094204,-0.07177499277313582,0.1390450473893412,,,,,,,
regression,data_Shekhar_2018,Correct trials,Correct trials,9.0,0.5959218447298653,568.2631578947369,-0.059384418077513566,-0.016909747270322347,0.023598901445823214,0.04141574605140424,-0.06724153086014582,-0.013979212523884984,0.01750158706357154,0.051261522157840425,-0.06253851736908533,-0.0117197083016181,0.020924742843867847,0.042440323769429085,-0.06475803309702019,-0.018498230586145737,0.013864341510545886,0.05602215213975426,-0.042148265601047584,-0.026749704061922376,0.008983519094816296,0.04870325242071126,-0.05691112893470168,-0.042153337351809865,0.02297587428065365,0.06072910225256425,-0.08871916260684726,-0.04178807337020319,-0.0023540309256339454,0.11105841062945399,,,,,,,
regression,data_Shekhar_2018,Correct trials,Incorrect trials,9.0,0.41902840021555887,144.73684210526315,-0.059384418077513566,-0.016909747270322347,0.023598901445823214,0.04141574605140424,-0.06724153086014582,-0.013979212523884984,0.01750158706357154,0.051261522157840425,-0.06253851736908533,-0.0117197083016181,0.020924742843867847,0.042440323769429085,-0.06475803309702019,-0.018498230586145737,0.013864341510545886,0.05602215213975426,-0.042148265601047584,-0.026749704061922376,0.008983519094816296,0.04870325242071126,-0.05691112893470168,-0.042153337351809865,0.02297587428065365,0.06072910225256425,-0.08871916260684726,-0.04178807337020319,-0.0023540309256339454,0.11105841062945399,,,,,,,
regression,data_Shekhar_2018,Incorrect trials,Correct trials,9.0,0.5959218447298653,568.2631578947369,-0.059384418077513566,-0.016909747270322347,0.023598901445823214,0.04141574605140424,-0.06724153086014582,-0.013979212523884984,0.01750158706357154,0.051261522157840425,-0.06253851736908533,-0.0117197083016181,0.020924742843867847,0.042440323769429085,-0.06475803309702019,-0.018498230586145737,0.013864341510545886,0.05602215213975426,-0.042148265601047584,-0.026749704061922376,0.008983519094816296,0.04870325242071126,-0.05691112893470168,-0.042153337351809865,0.02297587428065365,0.06072910225256425,-0.08871916260684726,-0.04178807337020319,-0.0023540309256339454,0.11105841062945399,,,,,,,
regression,data_Shekhar_2018,Incorrect trials,Incorrect trials,9.0,0.41902840021555887,144.73684210526315,-0.059384418077513566,-0.016909747270322347,0.023598901445823214,0.04141574605140424,-0.06724153086014582,-0.013979212523884984,0.01750158706357154,0.051261522157840425,-0.06253851736908533,-0.0117197083016181,0.020924742843867847,0.042440323769429085,-0.06475803309702019,-0.018498230586145737,0.013864341510545886,0.05602215213975426,-0.042148265601047584,-0.026749704061922376,0.008983519094816296,0.04870325242071126,-0.05691112893470168,-0.042153337351809865,0.02297587428065365,0.06072910225256425,-0.08871916260684726,-0.04178807337020319,-0.0023540309256339454,0.11105841062945399,,,,,,,
regression,data_Sherman_2016_JOCN,Correct trials,Correct trials,8.5,0.6040281246968104,1613.4444444444443,-0.02048462388012354,-0.01799451972276763,0.0018905127671831107,0.024819005986265474,-0.020015317770591356,-0.03122616168597954,-0.0035728684909610226,0.04362197710336987,-0.011617707135648012,-0.023362129752484282,-0.010122987513144055,0.040339978179930916,-0.023178454559151847,-0.03380879038217281,-0.0024696304118462945,0.0462752474317628,-0.0300593664241985,-0.029205494895775595,-0.014740440392644497,0.05978560954065937,-0.028458146711860016,-0.04540785083026049,-0.018020178256005367,0.07872873547370225,-0.061594361933631846,-0.06876564703699967,-0.029109137219594697,0.13034255527099844,,,,,,,
regression,data_Sherman_2016_JOCN,Correct trials,Incorrect trials,8.5,0.480221885013085,328.8888888888889,-0.02048462388012354,-0.01799451972276763,0.0018905127671831107,0.024819005986265474,-0.020015317770591356,-0.03122616168597954,-0.0035728684909610226,0.04362197710336987,-0.011617707135648012,-0.023362129752484282,-0.010122987513144055,0.040339978179930916,-0.023178454559151847,-0.03380879038217281,-0.0024696304118462945,0.0462752474317628,-0.0300593664241985,-0.029205494895775595,-0.014740440392644497,0.05978560954065937,-0.028458146711860016,-0.04540785083026049,-0.018020178256005367,0.07872873547370225,-0.061594361933631846,-0.06876564703699967,-0.029109137219594697,0.13034255527099844,,,,,,,
regression,data_Sherman_2016_JOCN,Incorrect trials,Correct trials,8.5,0.6040281246968104,1613.4444444444443,-0.02048462388012354,-0.01799451972276763,0.0018905127671831107,0.024819005986265474,-0.020015317770591356,-0.03122616168597954,-0.0035728684909610226,0.04362197710336987,-0.011617707135648012,-0.023362129752484282,-0.010122987513144055,0.040339978179930916,-0.023178454559151847,-0.03380879038217281,-0.0024696304118462945,0.0462752474317628,-0.0300593664241985,-0.029205494895775595,-0.014740440392644497,0.05978560954065937,-0.028458146711860016,-0.04540785083026049,-0.018020178256005367,0.07872873547370225,-0.061594361933631846,-0.06876564703699967,-0.029109137219594697,0.13034255527099844,,,,,,,
regression,data_Sherman_2016_JOCN,Incorrect trials,Incorrect trials,8.5,0.480221885013085,328.8888888888889,-0.02048462388012354,-0.01799451972276763,0.0018905127671831107,0.024819005986265474,-0.020015317770591356,-0.03122616168597954,-0.0035728684909610226,0.04362197710336987,-0.011617707135648012,-0.023362129752484282,-0.010122987513144055,0.040339978179930916,-0.023178454559151847,-0.03380879038217281,-0.0024696304118462945,0.0462752474317628,-0.0300593664241985,-0.029205494895775595,-0.014740440392644497,0.05978560954065937,-0.028458146711860016,-0.04540785083026049,-0.018020178256005367,0.07872873547370225,-0.061594361933631846,-0.06876564703699967,-0.029109137219594697,0.13034255527099844,,,,,,,
regression,data_Siedlecka_2019,Correct trials,Correct trials,18.0,0.6380639354878611,278.56756756756755,-0.040143690392631555,-0.03756520992382938,0.02425077021756748,0.05511747866059582,-0.03999434922726142,-0.04209557435488809,0.02466177895445678,0.059303436298073636,-0.04363466042541869,-0.044327179210117605,0.030718388588075175,0.0598884586524374,-0.019458195632567888,-0.047731155448582585,0.019282332669934732,0.0581194785613417,-0.044145992210524315,-0.05485389304636113,0.039217220539480215,0.06270431889520134,-0.055658074419060025,-0.056568879524236865,0.02813288038842082,0.09030992941925124,-0.004308584617295922,-0.03765505046842266,-0.0014001196633235628,0.061735994503037205,,,,,,,
