condition,score_mean,score_std,ps,decoder,ps_corrected,stars
"T-3,T-2,T-1",0.6132537784754921,0.03801344539210538,4.999500049994998e-05,RF,0.00029997000299969987,***
"T-7,T-6,T-5",0.5616689371687709,0.024326358328601548,4.999500049994998e-05,RF,0.00029997000299969987,***
"T-3,T-2,T-1",0.6268305459783774,0.031951416876105934,4.999500049994998e-05,RNN,0.00029997000299969987,***
"T-7,T-6,T-5",0.5846503282373747,0.022008608479054614,4.999500049994998e-05,RNN,0.00029997000299969987,***
"T-3,T-2,T-1",0.5620943374859446,0.030816051613451585,4.999500049994998e-05,SVM,0.00029997000299969987,***
"T-7,T-6,T-5",0.53441294589616,0.020058933430611044,4.999500049994998e-05,SVM,0.00029997000299969987,***
