                       Sum Sq    Mean Sq NumDF DenDF    F value       Pr(>F)
decoder           0.055211748 0.02760587     2    75  91.538856 7.484342e-21
condition         0.039331310 0.03933131     1    75 130.419457 4.458235e-18
decoder:condition 0.002320101 0.00116005     2    75   3.846634 2.568423e-02
