                               Sum Sq      Mean Sq NumDF DenDF    F value       Pr(>F)
decoder                  0.0234496483 0.0117248241     2    65 27.4554343 2.273952e-09
domain                   0.0011923303 0.0005961652     2    13  1.3960101 2.823493e-01
condition                0.0072883650 0.0072883650     1    65 17.0667997 1.052202e-04
decoder:domain           0.0026790821 0.0006697705     4    65  1.5683681 1.932797e-01
decoder:condition        0.0008674337 0.0004337168     2    65  1.0156130 3.678547e-01
domain:condition         0.0008762502 0.0004381251     2    65  1.0259356 3.641915e-01
decoder:domain:condition 0.0002214120 0.0000553530     4    65  0.1296173 9.710935e-01
