accuracy_train,coefficient,intercept,confidence
incorrect trials,-0.01742988370248029,-0.01951743829425094,0
incorrect trials,-0.017964638421801803,-0.016193097848293314,0
incorrect trials,-0.018261121575646782,-0.015076837031948065,0
incorrect trials,-0.016767472123310298,-0.019920078527843554,0
incorrect trials,-0.0174652199101822,-0.016768129827136907,0
incorrect trials,-0.01750463528196261,-0.0165370516426753,0
incorrect trials,-0.017178305561084805,-0.017272890736851815,0
incorrect trials,-0.017550234378664292,-0.01549302968611782,0
incorrect trials,-0.01640964569637826,-0.018692948956725283,0
incorrect trials,-0.018474136140040315,-0.016446500601610556,0
incorrect trials,-0.016351035548192526,-0.01913499542494663,0
incorrect trials,-0.017937103874687988,-0.01795203927952499,0
incorrect trials,-0.017352179936570792,-0.015457702575144283,0
incorrect trials,-0.017474113848963226,-0.016494268533364796,0
incorrect trials,-0.00024868825201491924,-0.018505095616722558,1
incorrect trials,-1.4005022918001207e-05,-0.01659394781491144,1
incorrect trials,0.00022243262540294745,-0.017299679893292275,1
incorrect trials,0.0003292805998343903,-0.015592158610264525,1
incorrect trials,0.00048294884108295044,-0.01458409732176769,1
incorrect trials,0.0002862507466812721,-0.01641043240112316,1
incorrect trials,0.00017714192144562113,-0.017462909213212956,1
incorrect trials,3.439021945383946e-05,-0.017762333698049693,1
incorrect trials,-0.00033126880119942523,-0.01611101776537065,1
incorrect trials,0.0001227063874133918,-0.015956234447583137,1
incorrect trials,-0.0002677545745545477,-0.015939411864507667,1
incorrect trials,0.0006950347040494238,-0.016120149947508634,1
incorrect trials,0.000214210368685239,-0.01654301441354687,1
incorrect trials,0.00028532648422423544,-0.01806750734385415,1
incorrect trials,-5.7955717809207794e-05,-0.01694509126923791,1
incorrect trials,0.0003709335151877921,-0.016562346335245864,1
incorrect trials,0.007774888730206767,0.004271323149227228,2
incorrect trials,0.008921690392152643,0.0016548169963875974,2
incorrect trials,0.008828788355183793,0.00371103031559554,2
incorrect trials,0.009046222811139898,0.0026538556174323033,2
incorrect trials,0.009364311157012868,0.00175103424954998,2
incorrect trials,0.007905441759340348,0.0056620667196023815,2
incorrect trials,0.008216572968743919,0.003648162971079203,2
incorrect trials,0.008544320951268263,0.001979884680039127,2
incorrect trials,0.008250702279562353,0.004108358276666571,2
incorrect trials,0.009088728754496693,0.003907833949863573,2
incorrect trials,0.008365338800999687,0.00309777400029378,2
incorrect trials,0.009327341232826428,0.0014915724488114013,2
incorrect trials,0.007989448960454571,0.0026875746764014295,2
incorrect trials,0.008916917860030089,0.005339170792803532,2
incorrect trials,0.008490715993955468,0.0024130027023260003,2
incorrect trials,0.008699701147606848,0.002834753345805463,2
incorrect trials,0.02352775411447948,0.053372136776889234,3
incorrect trials,0.027360734851805544,0.04054662772521536,3
incorrect trials,0.026457895649658378,0.046257973754117485,3
incorrect trials,0.027418752146554766,0.03966948512836818,3
incorrect trials,0.02753117938635558,0.041487978174324175,3
incorrect trials,0.025496767991008862,0.04403057959200142,3
incorrect trials,0.027035868778704734,0.04083635583474576,3
incorrect trials,0.02652511088240119,0.042995054491675996,3
incorrect trials,0.02735027268540939,0.03793766804497968,3
incorrect trials,0.026816296616927575,0.03740997398678933,3
incorrect trials,0.026167963544966366,0.04267334225133684,3
incorrect trials,0.02699086496221133,0.04403045904136843,3
incorrect trials,0.024517002504931395,0.0461945199579713,3
incorrect trials,0.02758508721351798,0.04306715439947323,3
incorrect trials,0.026794018449879314,0.03894459853370577,3
incorrect trials,0.02700318543606622,0.04103837173149173,3
