accuracy_train,condition,coefficient,intercept,confidence
correct trials,"T-3,T-2,T-1",-0.006311429275435243,0.006908286926619259,2
correct trials,"T-3,T-2,T-1",-0.005199995685283483,0.018878326175935864,2
correct trials,"T-3,T-2,T-1",-0.00598711132139237,0.012025928024883267,2
correct trials,"T-3,T-2,T-1",-0.0068020155548684895,0.010966778147791664,2
correct trials,"T-3,T-2,T-1",0.061063446515747265,0.1419345904541,3
correct trials,"T-3,T-2,T-1",0.0821730884701872,0.1263726417487961,3
correct trials,"T-3,T-2,T-1",0.0792759637241998,0.13183308537010102,3
correct trials,"T-3,T-2,T-1",0.08229327338599236,0.12460880144501062,3
correct trials,"T-3,T-2,T-1",0.08197479631770659,0.1282620031035292,3
correct trials,"T-3,T-2,T-1",0.07896960318094831,0.12605589681048954,3
correct trials,"T-3,T-2,T-1",0.07937370090655421,0.12462338393503644,3
correct trials,"T-3,T-2,T-1",0.08034911576701372,0.12986592405845138,3
correct trials,"T-3,T-2,T-1",0.0783768244558285,0.12517500248031754,3
correct trials,"T-3,T-2,T-1",0.08050287989484955,0.12346701446329436,3
correct trials,"T-3,T-2,T-1",0.07837374821730306,0.1272730320233316,3
correct trials,"T-3,T-2,T-1",0.08117118159308388,0.13041415639290255,3
correct trials,"T-3,T-2,T-1",0.08284588566158178,0.12226125388928395,3
correct trials,"T-3,T-2,T-1",0.08158550651892135,0.12475014650480543,3
correct trials,"T-3,T-2,T-1",0.08267243962784461,0.12986490923462363,3
correct trials,"T-3,T-2,T-1",0.08174043299716519,0.1265889104580923,3
correct trials,"T-7,T-6,T-5",-0.008685582685834865,-0.10942908105946586,0
correct trials,"T-7,T-6,T-5",-0.014657430303961183,-0.10047109700447436,0
correct trials,"T-7,T-6,T-5",-0.014950771166347106,-0.10619781985687422,0
correct trials,"T-7,T-6,T-5",-0.015183185577144952,-0.10044542386319275,0
correct trials,"T-7,T-6,T-5",-0.014513514921369706,-0.10240154778862584,0
correct trials,"T-7,T-6,T-5",-0.013843679984580647,-0.10553282187732463,0
correct trials,"T-7,T-6,T-5",-0.014523811093678155,-0.1001253672258378,0
correct trials,"T-7,T-6,T-5",-0.014344652043641921,-0.10386508082853231,0
correct trials,"T-7,T-6,T-5",-0.014796942852586628,-0.10190874889820159,0
correct trials,"T-7,T-6,T-5",-0.0151518274631362,-0.10075258846804012,0
correct trials,"T-7,T-6,T-5",-0.015110141565156431,-0.09849451893472268,0
correct trials,"T-7,T-6,T-5",-0.014471529215957738,-0.10512647732841711,0
correct trials,"T-7,T-6,T-5",-0.013931064407317874,-0.10075819915562659,0
correct trials,"T-7,T-6,T-5",-0.013981891891145203,-0.1025864878583054,0
correct trials,"T-7,T-6,T-5",-0.01490797399661359,-0.10350435006130797,0
correct trials,"T-7,T-6,T-5",-0.014699348470546401,-0.10076060288406488,0
correct trials,"T-7,T-6,T-5",-0.006426930980454478,-0.06427012678123119,1
correct trials,"T-7,T-6,T-5",-0.012550735869057554,-0.05598449248573109,1
correct trials,"T-7,T-6,T-5",-0.01231772936985542,-0.0572957209416904,1
correct trials,"T-7,T-6,T-5",-0.012150245250315042,-0.05316941217235891,1
correct trials,"T-7,T-6,T-5",-0.012510505292742101,-0.05237866232286903,1
correct trials,"T-7,T-6,T-5",-0.011770059639298565,-0.05603829511217125,1
correct trials,"T-7,T-6,T-5",-0.011869641367013453,-0.05680002394805734,1
correct trials,"T-7,T-6,T-5",-0.012680021560962543,-0.05708780260626592,1
correct trials,"T-7,T-6,T-5",-0.012045721398474674,-0.05555794025524811,1
correct trials,"T-7,T-6,T-5",-0.012200562429563694,-0.05410207916700948,1
correct trials,"T-7,T-6,T-5",-0.01271563059864357,-0.05529942301501296,1
correct trials,"T-7,T-6,T-5",-0.011984334616168425,-0.05552845328111858,1
correct trials,"T-7,T-6,T-5",-0.011338281904940802,-0.05546657784868913,1
correct trials,"T-7,T-6,T-5",-0.012487189581122845,-0.0545903809299138,1
correct trials,"T-7,T-6,T-5",-0.012549440803863708,-0.05667809232842923,1
correct trials,"T-7,T-6,T-5",-0.012256603391165598,-0.054855101268059946,1
correct trials,"T-7,T-6,T-5",0.0002326380000303859,0.005553461748443425,2
correct trials,"T-7,T-6,T-5",-0.003255930858772311,0.011735253863991418,2
correct trials,"T-7,T-6,T-5",-0.002195668495672888,0.013125746518875896,2
correct trials,"T-7,T-6,T-5",-0.0028848580839692826,0.013638635150331258,2
correct trials,"T-7,T-6,T-5",-0.0031120372812512695,0.010445274657508639,2
correct trials,"T-7,T-6,T-5",-0.0035990672594908577,0.012446705620138703,2
correct trials,"T-7,T-6,T-5",-0.003267934019519957,0.01177518816433733,2
correct trials,"T-7,T-6,T-5",-0.0036089208551765752,0.011843398853811587,2
correct trials,"T-7,T-6,T-5",-0.003560572972276536,0.013343558611990162,2
correct trials,"T-7,T-6,T-5",-0.002220241520580995,0.017156121865115982,2
correct trials,"T-7,T-6,T-5",-0.0011606436113738474,0.008953360383021684,2
correct trials,"T-7,T-6,T-5",-0.002542436497427843,0.012380822105229814,2
correct trials,"T-7,T-6,T-5",-0.004422955436499789,0.008833192884786057,2
correct trials,"T-7,T-6,T-5",-0.0020478863673791194,0.017217455125852998,2
correct trials,"T-7,T-6,T-5",-0.002989150009161017,0.012313677259535881,2
correct trials,"T-7,T-6,T-5",-0.002865638846658712,0.010331934608447642,2
correct trials,"T-7,T-6,T-5",0.012861520471212496,0.1432396223889824,3
correct trials,"T-7,T-6,T-5",0.0268824308485816,0.12203215703505116,3
correct trials,"T-7,T-6,T-5",0.02594933431168339,0.12751556922858057,3
correct trials,"T-7,T-6,T-5",0.02663992340467378,0.12046405816088843,3
correct trials,"T-7,T-6,T-5",0.026774467651247573,0.12308555751652048,3
correct trials,"T-7,T-6,T-5",0.025280183214503083,0.12349378321515388,3
correct trials,"T-7,T-6,T-5",0.025996124663212498,0.12075772736742782,3
correct trials,"T-7,T-6,T-5",0.02683313375421256,0.12392686783616727,3
correct trials,"T-7,T-6,T-5",0.026710640610678238,0.11921206696844455,3
correct trials,"T-7,T-6,T-5",0.0263414999414939,0.11939766705847493,3
correct trials,"T-7,T-6,T-5",0.025333944074486525,0.12303680338464165,3
correct trials,"T-7,T-6,T-5",0.025936069325198596,0.12770895694824877,3
correct trials,"T-7,T-6,T-5",0.02544501531140928,0.12061916382253923,3
correct trials,"T-7,T-6,T-5",0.025832940191937756,0.12326035490104055,3
correct trials,"T-7,T-6,T-5",0.026870691361803905,0.12558303934045834,3
correct trials,"T-7,T-6,T-5",0.026309482428289902,0.12304471406931508,3
incorrect trials,"T-3,T-2,T-1",-0.05166307862545803,-0.08564816251596827,0
incorrect trials,"T-3,T-2,T-1",-0.05410817630048044,-0.08174502372329144,0
incorrect trials,"T-3,T-2,T-1",-0.0517618794704698,-0.09068995218068242,0
incorrect trials,"T-3,T-2,T-1",-0.0544444693461187,-0.08481000298516149,0
incorrect trials,"T-3,T-2,T-1",-0.055255906273366726,-0.08403921552231401,0
incorrect trials,"T-3,T-2,T-1",-0.049751128696850354,-0.08936580305894964,0
incorrect trials,"T-3,T-2,T-1",-0.051974499926692896,-0.08550870909428107,0
incorrect trials,"T-3,T-2,T-1",-0.051994049165710765,-0.08603199693005179,0
incorrect trials,"T-3,T-2,T-1",-0.05155443844088837,-0.08497974159758445,0
incorrect trials,"T-3,T-2,T-1",-0.05272313940844502,-0.08238903682583049,0
incorrect trials,"T-3,T-2,T-1",-0.0502169084530284,-0.08398819625484402,0
incorrect trials,"T-3,T-2,T-1",-0.05485644233000825,-0.08887141890475805,0
incorrect trials,"T-3,T-2,T-1",-0.05108935860300575,-0.08343687676095257,0
incorrect trials,"T-3,T-2,T-1",-0.054399532967862436,-0.08817618805025024,0
incorrect trials,"T-3,T-2,T-1",-0.052522232192195796,-0.0830200344236511,0
incorrect trials,"T-3,T-2,T-1",-0.05346633164224913,-0.0832496635289453,0
incorrect trials,"T-3,T-2,T-1",0.005942617424122941,-0.04206913868387901,1
incorrect trials,"T-3,T-2,T-1",0.007712927503978927,-0.038784141403512565,1
incorrect trials,"T-3,T-2,T-1",0.0063621784775981394,-0.03729896474995523,1
incorrect trials,"T-3,T-2,T-1",0.007501844014714388,-0.034363685184483274,1
incorrect trials,"T-3,T-2,T-1",0.007477528408650912,-0.032355984590228315,1
incorrect trials,"T-3,T-2,T-1",0.006714875434530963,-0.035487744408264014,1
incorrect trials,"T-3,T-2,T-1",0.006156565934342337,-0.037623366101267354,1
incorrect trials,"T-3,T-2,T-1",0.00667005615223116,-0.039570197461871674,1
incorrect trials,"T-3,T-2,T-1",0.00410385035484073,-0.0361529348529571,1
incorrect trials,"T-3,T-2,T-1",0.0054728675772350915,-0.03434155615687898,1
incorrect trials,"T-3,T-2,T-1",0.006919666247647766,-0.03815135625940558,1
incorrect trials,"T-3,T-2,T-1",0.0081892225600503,-0.0343169888175731,1
incorrect trials,"T-3,T-2,T-1",0.007121998610555259,-0.03643515057386642,1
incorrect trials,"T-3,T-2,T-1",0.007090294752293264,-0.03895093363851457,1
incorrect trials,"T-3,T-2,T-1",0.006346839722227665,-0.03843789742642415,1
incorrect trials,"T-3,T-2,T-1",0.007767999038566537,-0.036296293339243994,1
incorrect trials,"T-3,T-2,T-1",0.02321434326317887,0.033488429792400465,2
incorrect trials,"T-3,T-2,T-1",0.025461831561917978,0.03357746650224333,2
incorrect trials,"T-3,T-2,T-1",0.025646448351759867,0.036815777294253546,2
incorrect trials,"T-3,T-2,T-1",0.026564355307972652,0.03520382592284393,2
incorrect trials,"T-3,T-2,T-1",0.028454858822003954,0.03353595671078337,2
incorrect trials,"T-3,T-2,T-1",0.02296754408809939,0.037276386668761735,2
incorrect trials,"T-3,T-2,T-1",0.023564653402708607,0.03494091018095796,2
incorrect trials,"T-3,T-2,T-1",0.024929903496154867,0.03293109682713022,2
incorrect trials,"T-3,T-2,T-1",0.02542957892976404,0.03397291850868962,2
incorrect trials,"T-3,T-2,T-1",0.028718553777693615,0.03555234958684758,2
incorrect trials,"T-3,T-2,T-1",0.02370578580795904,0.03448694638152821,2
incorrect trials,"T-3,T-2,T-1",0.02780915274314249,0.033909877197574066,2
incorrect trials,"T-3,T-2,T-1",0.02518313317158198,0.029715681324888006,2
incorrect trials,"T-3,T-2,T-1",0.02677664592476058,0.039229825689256245,2
incorrect trials,"T-3,T-2,T-1",0.025264311309892422,0.03301933730549805,2
incorrect trials,"T-3,T-2,T-1",0.02592712747026878,0.03392402858374166,2
incorrect trials,"T-3,T-2,T-1",0.06324970785236868,0.17341790002427232,3
incorrect trials,"T-3,T-2,T-1",0.0725520286063817,0.1650139683094109,3
incorrect trials,"T-3,T-2,T-1",0.0695979021808422,0.17288085748785775,3
incorrect trials,"T-3,T-2,T-1",0.07261754329885851,0.16387630790945518,3
incorrect trials,"T-3,T-2,T-1",0.07192094347470694,0.16893811626737643,3
incorrect trials,"T-3,T-2,T-1",0.06652427524598019,0.16440061199998124,3
incorrect trials,"T-3,T-2,T-1",0.07142787221319355,0.16399553485425655,3
incorrect trials,"T-3,T-2,T-1",0.0673067173227982,0.17022088080520498,3
incorrect trials,"T-3,T-2,T-1",0.07147275846179192,0.16120698999214383,3
incorrect trials,"T-3,T-2,T-1",0.07075776508597514,0.15878902009900783,3
incorrect trials,"T-3,T-2,T-1",0.06881360564029523,0.16531149057460076,3
incorrect trials,"T-3,T-2,T-1",0.0700319083994716,0.17217131080241346,3
incorrect trials,"T-3,T-2,T-1",0.06047673222206526,0.16914462140923558,3
incorrect trials,"T-3,T-2,T-1",0.0726291777282147,0.1708482333597879,3
incorrect trials,"T-3,T-2,T-1",0.07065205689586122,0.16103237541073062,3
incorrect trials,"T-3,T-2,T-1",0.07140001361387381,0.16516794350345615,3
incorrect trials,"T-7,T-6,T-5",-0.01183441850720384,-0.10020103772545719,0
incorrect trials,"T-7,T-6,T-5",-0.013072114846431825,-0.09601793666039533,0
incorrect trials,"T-7,T-6,T-5",-0.014400251026792895,-0.10254153381495465,0
incorrect trials,"T-7,T-6,T-5",-0.013252665335439635,-0.0982452438838807,0
incorrect trials,"T-7,T-6,T-5",-0.01383786240766862,-0.0975539693889195,0
incorrect trials,"T-7,T-6,T-5",-0.011625669567446649,-0.10174509373233152,0
incorrect trials,"T-7,T-6,T-5",-0.013909747626724341,-0.09655020435270467,0
incorrect trials,"T-7,T-6,T-5",-0.012826696411687539,-0.0985516845055796,0
incorrect trials,"T-7,T-6,T-5",-0.01248724465697599,-0.09740048649953373,0
incorrect trials,"T-7,T-6,T-5",-0.012256494682979253,-0.09552889831255325,0
incorrect trials,"T-7,T-6,T-5",-0.011169993526382017,-0.09746974372428027,0
incorrect trials,"T-7,T-6,T-5",-0.013486665339677363,-0.10176485563032879,0
incorrect trials,"T-7,T-6,T-5",-0.011706228711656873,-0.09764439549279422,0
incorrect trials,"T-7,T-6,T-5",-0.012955674988977397,-0.10228472517291962,0
incorrect trials,"T-7,T-6,T-5",-0.012312120924616527,-0.09693977640136194,0
incorrect trials,"T-7,T-6,T-5",-0.013203195420042935,-0.09662797226230598,0
incorrect trials,"T-7,T-6,T-5",-0.000415967999786504,-0.03429968640443813,1
incorrect trials,"T-7,T-6,T-5",-0.0007967027555624059,-0.029300403329785896,1
incorrect trials,"T-7,T-6,T-5",-7.224121060494901e-05,-0.030472251394473848,1
incorrect trials,"T-7,T-6,T-5",-0.00021187874521149915,-0.02614902947601265,1
incorrect trials,"T-7,T-6,T-5",-6.302235653405663e-05,-0.024539935413681522,1
incorrect trials,"T-7,T-6,T-5",-0.0004826529503202945,-0.027881355139446007,1
incorrect trials,"T-7,T-6,T-5",0.0005956401290181369,-0.031353335234439825,1
incorrect trials,"T-7,T-6,T-5",-0.00040896080602094025,-0.03158547128950756,1
incorrect trials,"T-7,T-6,T-5",9.520471565491141e-05,-0.03085273321063544,1
incorrect trials,"T-7,T-6,T-5",-0.00032581480396364474,-0.027960918170048393,1
incorrect trials,"T-7,T-6,T-5",-0.003369872413193063,-0.02684551299843781,1
incorrect trials,"T-7,T-6,T-5",0.00012101775274726954,-0.026759317986892288,1
incorrect trials,"T-7,T-6,T-5",-0.00027049174230257497,-0.028358899509530165,1
incorrect trials,"T-7,T-6,T-5",0.00038293646894467547,-0.0316547951253527,1
incorrect trials,"T-7,T-6,T-5",-0.000639383952007239,-0.030419814581412526,1
incorrect trials,"T-7,T-6,T-5",-0.0002954567113090795,-0.027784494247110186,1
incorrect trials,"T-7,T-6,T-5",0.0035565407161979247,0.042276530164669784,2
incorrect trials,"T-7,T-6,T-5",0.00533997982918994,0.04099232988033954,2
incorrect trials,"T-7,T-6,T-5",0.005620743843954213,0.04486645382868694,2
incorrect trials,"T-7,T-6,T-5",0.004463752658398547,0.04440789359959071,2
incorrect trials,"T-7,T-6,T-5",0.005140420509941771,0.043533824741636466,2
incorrect trials,"T-7,T-6,T-5",0.003007835930702087,0.04605404467078502,2
incorrect trials,"T-7,T-6,T-5",0.0037923330091292375,0.04281435711069727,2
incorrect trials,"T-7,T-6,T-5",0.004247554546657095,0.041715040102249364,2
incorrect trials,"T-7,T-6,T-5",0.002623300744863157,0.044993830953166766,2
incorrect trials,"T-7,T-6,T-5",0.005172050817532297,0.046443875857043494,2
incorrect trials,"T-7,T-6,T-5",0.005758529652375572,0.040310961031714415,2
incorrect trials,"T-7,T-6,T-5",0.004665212190275278,0.0437620809965405,2
incorrect trials,"T-7,T-6,T-5",0.003121816100936912,0.04023738641382183,2
incorrect trials,"T-7,T-6,T-5",0.003804142761545584,0.0494779461923071,2
incorrect trials,"T-7,T-6,T-5",0.003917405249125338,0.04260999248078531,2
incorrect trials,"T-7,T-6,T-5",0.004400631903677409,0.04297489397872438,2
incorrect trials,"T-7,T-6,T-5",0.01831904464431185,0.1638293579800135,3
incorrect trials,"T-7,T-6,T-5",0.027349252197611383,0.1495683932412798,3
incorrect trials,"T-7,T-6,T-5",0.02761940085209913,0.15706191054807042,3
incorrect trials,"T-7,T-6,T-5",0.027817899694512985,0.14807202608951814,3
incorrect trials,"T-7,T-6,T-5",0.02749420912804526,0.15230774920250614,3
incorrect trials,"T-7,T-6,T-5",0.02725066792608916,0.14733389316669696,3
incorrect trials,"T-7,T-6,T-5",0.026969060416136597,0.1481063388169908,3
incorrect trials,"T-7,T-6,T-5",0.0268876136166163,0.15188241099984165,3
incorrect trials,"T-7,T-6,T-5",0.026832178391905267,0.1448093314390111,3
incorrect trials,"T-7,T-6,T-5",0.026260344257624316,0.1444476602867495,3
incorrect trials,"T-7,T-6,T-5",0.02747856104160615,0.14907819791014545,3
incorrect trials,"T-7,T-6,T-5",0.026951680987426944,0.1553864709777518,3
incorrect trials,"T-7,T-6,T-5",0.025466293198106612,0.14817057276917625,3
incorrect trials,"T-7,T-6,T-5",0.0272743862078654,0.15508051424741975,3
incorrect trials,"T-7,T-6,T-5",0.027443539709368737,0.1461504305291259,3
incorrect trials,"T-7,T-6,T-5",0.02785724171848967,0.14888182198642336,3
