condition,experiment,pval,slope_rf_mean,slope_rf_std,slope_rnn_mean,slope_rnn_std
RF_correct_RNN_incorrect,data_Koculak_unpub,4.999950000499995e-06,-8.451919398091706e-05,7.972032088808194e-05,-8.451919398091706e-05,7.972032088808194e-05
RF_incorrect_RNN_correct,data_Koculak_unpub,4.999950000499995e-06,0.0006901097726093778,3.0297510220588318e-05,0.0006901097726093778,3.0297510220588318e-05
RF_incorrect_RNN_incorrect,data_Koculak_unpub,4.999950000499995e-06,0.0006901097726093778,3.0297510220588318e-05,0.0006901097726093778,3.0297510220588318e-05
RF_correct_RNN_correct,data_Law_unpub,4.999950000499995e-06,0.005218874308858512,0.0001709053924290911,0.005218874308858512,0.0001709053924290911
RF_correct_RNN_incorrect,data_Law_unpub,4.999950000499995e-06,0.005218874308858512,0.0001709053924290911,0.005218874308858512,0.0001709053924290911
RF_incorrect_RNN_correct,data_Law_unpub,4.999950000499995e-06,0.0024724596759933006,0.00010602927417689133,0.0024724596759933006,0.00010602927417689133
RF_incorrect_RNN_incorrect,data_Law_unpub,4.999950000499995e-06,0.0024724596759933006,0.00010602927417689133,0.0024724596759933006,0.00010602927417689133
RF_correct_RNN_correct,data_Maniscalco_2017_expt1,4.999950000499995e-06,0.004525128398472123,0.00030251139108717094,0.004525128398472123,0.00030251139108717094
RF_correct_RNN_incorrect,data_Maniscalco_2017_expt1,4.999950000499995e-06,0.004525128398472123,0.00030251139108717094,0.004525128398472123,0.00030251139108717094
RF_incorrect_RNN_correct,data_Maniscalco_2017_expt1,4.999950000499995e-06,0.0017046123384355399,7.162055863716438e-05,0.0017046123384355399,7.162055863716438e-05
RF_incorrect_RNN_incorrect,data_Maniscalco_2017_expt1,4.999950000499995e-06,0.0017046123384355399,7.162055863716438e-05,0.0017046123384355399,7.162055863716438e-05
RF_correct_RNN_correct,data_Maniscalco_2017_expt2,4.999950000499995e-06,0.001713398509146551,6.246039910584724e-05,0.001713398509146551,6.246039910584724e-05
RF_correct_RNN_incorrect,data_Maniscalco_2017_expt2,4.999950000499995e-06,0.001713398509146551,6.246039910584724e-05,0.001713398509146551,6.246039910584724e-05
RF_incorrect_RNN_correct,data_Maniscalco_2017_expt2,4.999950000499995e-06,0.0005463384813859636,8.264826515577106e-05,0.0005463384813859636,8.264826515577106e-05
RF_incorrect_RNN_incorrect,data_Maniscalco_2017_expt2,4.999950000499995e-06,0.0005463384813859636,8.264826515577106e-05,0.0005463384813859636,8.264826515577106e-05
RF_correct_RNN_correct,data_Maniscalco_2017_expt3,4.999950000499995e-06,0.003998858090018719,0.0001503015712493925,0.003998858090018719,0.0001503015712493925
RF_correct_RNN_incorrect,data_Maniscalco_2017_expt3,4.999950000499995e-06,0.003998858090018719,0.0001503015712493925,0.003998858090018719,0.0001503015712493925
RF_incorrect_RNN_correct,data_Maniscalco_2017_expt3,0.0009024909750902491,0.0015593941809333666,0.0002540633708243194,0.0015593941809333666,0.0002540633708243194
RF_incorrect_RNN_incorrect,data_Maniscalco_2017_expt3,4.999950000499995e-06,0.0015593941809333666,0.0002540633708243194,0.0015593941809333666,0.0002540633708243194
RF_correct_RNN_correct,data_Maniscalco_2017_expt4,4.999950000499995e-06,0.0020734421113627597,6.95084136516809e-05,0.0020734421113627597,6.95084136516809e-05
RF_correct_RNN_incorrect,data_Maniscalco_2017_expt4,4.999950000499995e-06,0.0020734421113627597,6.95084136516809e-05,0.0020734421113627597,6.95084136516809e-05
RF_incorrect_RNN_correct,data_Maniscalco_2017_expt4,4.999950000499995e-06,0.0004946954948920245,0.00010535669537120051,0.0004946954948920245,0.00010535669537120051
RF_incorrect_RNN_incorrect,data_Maniscalco_2017_expt4,4.999950000499995e-06,0.0004946954948920245,0.00010535669537120051,0.0004946954948920245,0.00010535669537120051
RF_correct_RNN_correct,data_Shekhar_2018,4.999950000499995e-06,0.004389803826147298,0.00018562855199271759,0.004389803826147298,0.00018562855199271759
RF_correct_RNN_incorrect,data_Shekhar_2018,4.999950000499995e-06,0.004389803826147298,0.00018562855199271759,0.004389803826147298,0.00018562855199271759
RF_incorrect_RNN_correct,data_Shekhar_2018,0.47970020299797,0.0023548463248213637,0.00019227487130680233,0.0023548463248213637,0.00019227487130680233
RF_incorrect_RNN_incorrect,data_Shekhar_2018,4.999950000499995e-06,0.0023548463248213637,0.00019227487130680233,0.0023548463248213637,0.00019227487130680233
RF_correct_RNN_correct,data_Sherman_2016_JOCN,4.999950000499995e-06,0.003984373747391811,0.00013433793682391824,0.003984373747391811,0.00013433793682391824
RF_correct_RNN_incorrect,data_Sherman_2016_JOCN,4.999950000499995e-06,0.003984373747391811,0.00013433793682391824,0.003984373747391811,0.00013433793682391824
RF_incorrect_RNN_correct,data_Sherman_2016_JOCN,4.999950000499995e-06,0.0013243333327774163,0.00012427472245766846,0.0013243333327774163,0.00012427472245766846
RF_incorrect_RNN_incorrect,data_Sherman_2016_JOCN,4.999950000499995e-06,0.0013243333327774163,0.00012427472245766846,0.0013243333327774163,0.00012427472245766846
RF_correct_RNN_correct,data_Siedlecka_2019,4.999950000499995e-06,0.004665387457258139,0.00013451878444326374,0.004665387457258139,0.00013451878444326374
RF_correct_RNN_incorrect,data_Siedlecka_2019,4.999950000499995e-06,0.004665387457258139,0.00013451878444326374,0.004665387457258139,0.00013451878444326374
RF_incorrect_RNN_correct,data_Siedlecka_2019,4.999950000499995e-06,0.0018491944655026574,9.127496348717239e-05,0.0018491944655026574,9.127496348717239e-05
RF_incorrect_RNN_incorrect,data_Siedlecka_2019,4.999950000499995e-06,0.0018491944655026574,9.127496348717239e-05,0.0018491944655026574,9.127496348717239e-05
RF_correct_RNN_correct,data_Wierzchon_2014,4.999950000499995e-06,0.00227367612671619,2.673819767841824e-05,0.00227367612671619,2.673819767841824e-05
RF_correct_RNN_incorrect,data_Wierzchon_2014,4.999950000499995e-06,0.00227367612671619,2.673819767841824e-05,0.00227367612671619,2.673819767841824e-05
RF_incorrect_RNN_correct,data_Wierzchon_2014,4.999950000499995e-06,0.0010328379774046654,3.895160945606596e-05,0.0010328379774046654,3.895160945606596e-05
RF_incorrect_RNN_incorrect,data_Wierzchon_2014,4.999950000499995e-06,0.0010328379774046654,3.895160945606596e-05,0.0010328379774046654,3.895160945606596e-05
RF_correct_RNN_correct,data_vanBoxtel_2019_Expt1,4.999950000499995e-06,0.0018507119790367812,2.819123308718362e-05,0.0018507119790367812,2.819123308718362e-05
RF_correct_RNN_incorrect,data_vanBoxtel_2019_Expt1,4.999950000499995e-06,0.0018507119790367812,2.819123308718362e-05,0.0018507119790367812,2.819123308718362e-05
RF_incorrect_RNN_correct,data_vanBoxtel_2019_Expt1,4.999950000499995e-06,0.0009416489489347932,3.575473617962127e-05,0.0009416489489347932,3.575473617962127e-05
RF_incorrect_RNN_incorrect,data_vanBoxtel_2019_Expt1,4.999950000499995e-06,0.0009416489489347932,3.575473617962127e-05,0.0009416489489347932,3.575473617962127e-05
RF_correct_RNN_correct,data_vanBoxtel_2019_Expt2,4.999950000499995e-06,0.004145634321708697,8.074849982109663e-05,0.004145634321708697,8.074849982109663e-05
RF_correct_RNN_incorrect,data_vanBoxtel_2019_Expt2,4.999950000499995e-06,0.004145634321708697,8.074849982109663e-05,0.004145634321708697,8.074849982109663e-05
RF_incorrect_RNN_correct,data_vanBoxtel_2019_Expt2,4.999950000499995e-06,0.0018891749089996904,6.649366487832833e-05,0.0018891749089996904,6.649366487832833e-05
RF_incorrect_RNN_incorrect,data_vanBoxtel_2019_Expt2,4.999950000499995e-06,0.0018891749089996904,6.649366487832833e-05,0.0018891749089996904,6.649366487832833e-05
