experiment,condition,slope,model,accuracy
data_Bang_2019_Exp2,RNN_correct,0.005424002474899338,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005415994179640143,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005409395217851355,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005484786798556801,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005491516926516508,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005475988259221764,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.00543946841388027,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005404860271534373,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005361924760657052,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.0053320523664533576,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.0054492339808418335,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005455669713332753,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005447760934247783,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005438835741005237,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005430247106833789,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005424231144115862,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005415542278563999,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005530119108209748,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005539167563243939,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.00549801046038751,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005440717949907899,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.00537874495689908,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005316941376012507,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005255265948134385,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005424575155597437,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005428600137857568,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005438280123425058,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.0054387792379873975,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005443315081023463,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005438927814609,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005445692903001904,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005458420653577783,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005462503218276477,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005456502676947792,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005439023792817497,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005418525549150503,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005396836939803706,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005366109919762822,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005431314756946019,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005433725135755672,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005440889513484213,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005438780395039772,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005434705156972128,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005442190806368255,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005445662952757447,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005412770651760995,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005424568602552117,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005434283765878122,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.0054387930475774384,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005442865100743322,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005440815385054978,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005448946349767664,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.00542581315655497,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005440122827084716,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005445514952555777,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005438867673594467,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005426731949635109,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005425508312038432,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005421953811361454,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005478960099998555,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005488431140540142,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005467820769118164,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.0054394759058304775,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.0054053023674782265,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005372029071240825,RNN,correct
data_Bang_2019_Exp2,RNN_correct,0.005336656167461113,RNN,correct
data_Bang_2019_Exp2,RNN_incorrect,0.005360012006826899,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053784772938077815,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005388030358243813,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005404052223517029,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005424620078264374,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005452913492082449,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005475449043218441,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005463940717952686,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005451379106145227,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054398888626494045,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005404242269013998,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005382476250070442,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053433366809022215,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005299698303862427,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053932677264207805,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005413346909297223,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005407528160281456,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005403918657557887,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053908962288402125,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005383194574887915,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005377736361413442,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005356722662669672,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005360850418323082,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005381273806032951,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005404301852906008,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054335052847808785,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005461776264696304,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005496873925073675,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005447619371101978,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00545182692085452,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054351326421545314,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00540421595287487,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005377654944925833,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005350362171208242,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053130973365623805,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005400655700151512,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005395209106757131,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005402065733257165,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005403932405842704,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005411895730788052,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00542250172396503,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005414978352162719,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005354798191805264,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053875627124140455,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005398300784931272,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054039229114416385,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005409446322853222,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005415773117368309,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005411729793270342,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00544347062421747,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005449554407110089,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005434325307150297,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005404175512782396,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005391457565592527,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005400033449271903,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005447314069346687,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005308102109172015,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005322292424999461,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005358615522884717,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00540513988018968,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005459769434770524,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005514547583739117,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005582490285707069,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005490028252579549,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005492063608703401,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005455374826727942,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005405332923128416,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053542104861618485,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005300111776501796,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005249755972395444,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005418651077663856,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005400527989499791,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005398818613103779,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054039312979643934,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054120683613780255,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054013549329180455,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005396066171653558,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005320770059764754,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005333641540306905,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005365008880840543,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005405016448884479,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005455998062903324,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00550992589832862,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0055600893126221814,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054459658698826395,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005458612410343956,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005432635498606084,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005404296616905754,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005372680117069895,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005330918793964654,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053053743132039765,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053331913075361495,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053379582606365526,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005365244497122806,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005404835201260539,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005450619642029706,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005497429789741506,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005550676515490842,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054259033129983175,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005415082775000894,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005412140672167317,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005403961020526091,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005383933515680748,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005352558305205782,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005309416424565814,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005370659908956372,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005386084292663788,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005389104859021918,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005404049088258509,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005420211611296774,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005441022574315454,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005476750648054357,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005404391042266493,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005419201540891639,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005404434048674866,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054038998489381205,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005397076533095692,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005389031472212848,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005403135912987777,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005470161575067779,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005471393065416658,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005444703438205222,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00540486964659842,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005361974777396453,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00531499883976468,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005270705479484502,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005419203658019212,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005438401985661903,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005419472275259245,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005404046024175567,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005384049568472935,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005367738053269354,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005352939539820319,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005371815743413433,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053863081157147375,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005406502074967154,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054039034859459534,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005397807581012002,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005394330437782137,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053942788696802425,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053662413867822155,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053908873910993955,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005401627221681073,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005403896911292016,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005407443161105925,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005425075415226829,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005462160977529121,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005400244157336119,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005412855726528618,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054080504927227525,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00540391364409201,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005390578565619828,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005375534718170304,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005377882188931491,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054442651811506555,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005450447495011956,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005434077008915092,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005404417068942324,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005365839436854776,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005328290469887954,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0052842766518657845,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005372579461453374,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005392339553527572,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00540152561189644,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005403918496681227,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005408471089602105,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005415852664102168,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005411281031301042,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005381761313918313,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005400379278674611,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005401352126105188,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005403921636322378,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00541339035664314,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005417538552507333,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005440414644578964,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00537007666679193,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005373530264814382,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005389087618447177,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054040400223554835,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005423311966713743,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005459808972126482,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054969883342824875,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005430887283551089,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005444963281231629,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005430151075012264,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005404289580742951,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005377350862429308,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005348837165531676,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053164695809968816,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005396092016966375,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005397094949633549,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005390998037750477,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00540389821059209,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054174439403919744,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005422122658449303,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005455572925056309,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005433956856320992,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00544192871396771,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005432475165550885,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005404270003162338,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053756335595445464,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053478190018840105,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005311440049735857,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005323833782752382,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053413675885256385,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00536631478825226,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005405024702073844,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005454813982307106,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00550988171810025,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005579088418245945,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005382945659971762,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005398877495345287,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005408265128218357,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005403912773300388,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005403402600903552,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005395763773510434,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005421123861976624,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00534868346321028,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005362574582071517,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005381630251229164,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054041704396135025,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005426394957697694,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005447838138228262,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005484895488739167,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005420792985857567,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00541629702598174,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005411377959910778,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054039127388784474,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005394536347368919,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054055816834192505,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005399003467005091,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005325623412519873,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005347257522931448,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00537898307759982,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005404636221345075,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005446750612005989,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005485724985314126,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005551744311727924,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054409114260005375,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005427941909192281,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005413748948971256,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005404549678284858,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005365971867276488,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053543527277478895,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00537521085076647,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005435927563237871,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005454875788480031,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005438088625260009,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005404600132652005,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005366897863040914,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005326608112006098,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005283876953648238,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005331419989257019,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005341689310476556,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005367370148038019,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005405068646951466,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0054572339189861395,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005522567344588351,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005602936760830802,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005413841368466854,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005420871748125255,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005413284443012394,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.00540407599481283,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.0053952479102225325,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005390142709911109,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005398432598305209,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005395204371451039,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005415297735253271,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005410560282075603,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005403984681532439,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005391991091922714,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005392841069758349,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005388678032864501,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005397619544996317,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005415227224920603,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005406714866207663,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005403896722108532,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005402229942798424,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005401623988761571,RNN,incorrect
data_Bang_2019_Exp2,RNN_incorrect,0.005394898569327148,RNN,incorrect
