condition,experiment,pval,slope_rf_mean,slope_rf_std,slope_rnn_mean,slope_rnn_std
RF_incorrect_RNN_correct,data_Koculak_unpub,4.999950000499995e-06,0.0017757062112530547,2.5033692041667813e-05,0.0017757062112530547,2.5033692041667813e-05
RF_incorrect_RNN_incorrect,data_Koculak_unpub,4.999950000499995e-06,0.0017757062112530547,2.5033692041667813e-05,0.0017757062112530547,2.5033692041667813e-05
RF_correct_RNN_correct,data_Law_unpub,4.999950000499995e-06,0.015779334213343963,0.00020401041664836942,0.015779334213343963,0.00020401041664836942
RF_correct_RNN_incorrect,data_Law_unpub,4.999950000499995e-06,0.015779334213343963,0.00020401041664836942,0.015779334213343963,0.00020401041664836942
RF_incorrect_RNN_correct,data_Law_unpub,4.999950000499995e-06,0.015145725465444076,0.0002152585750577686,0.015145725465444076,0.0002152585750577686
RF_incorrect_RNN_incorrect,data_Law_unpub,4.999950000499995e-06,0.015145725465444076,0.0002152585750577686,0.015145725465444076,0.0002152585750577686
RF_correct_RNN_correct,data_Maniscalco_2017_expt1,4.999950000499995e-06,0.006412112818699409,9.973656470768211e-05,0.006412112818699409,9.973656470768211e-05
RF_correct_RNN_incorrect,data_Maniscalco_2017_expt1,4.999950000499995e-06,0.006412112818699409,9.973656470768211e-05,0.006412112818699409,9.973656470768211e-05
RF_incorrect_RNN_correct,data_Maniscalco_2017_expt1,4.999950000499995e-06,0.0037514986840108807,7.924050121206968e-05,0.0037514986840108807,7.924050121206968e-05
RF_incorrect_RNN_incorrect,data_Maniscalco_2017_expt1,4.999950000499995e-06,0.0037514986840108807,7.924050121206968e-05,0.0037514986840108807,7.924050121206968e-05
RF_correct_RNN_correct,data_Maniscalco_2017_expt2,4.999950000499995e-06,0.005185064395570636,5.351069817918034e-05,0.005185064395570636,5.351069817918034e-05
RF_correct_RNN_incorrect,data_Maniscalco_2017_expt2,4.999950000499995e-06,0.005185064395570636,5.351069817918034e-05,0.005185064395570636,5.351069817918034e-05
RF_incorrect_RNN_correct,data_Maniscalco_2017_expt2,4.999950000499995e-06,0.0054961260430424035,6.900282600904487e-05,0.0054961260430424035,6.900282600904487e-05
RF_incorrect_RNN_incorrect,data_Maniscalco_2017_expt2,4.999950000499995e-06,0.0054961260430424035,6.900282600904487e-05,0.0054961260430424035,6.900282600904487e-05
RF_correct_RNN_correct,data_Maniscalco_2017_expt3,4.999950000499995e-06,0.006182824707575322,0.0001334722928051104,0.006182824707575322,0.0001334722928051104
RF_correct_RNN_incorrect,data_Maniscalco_2017_expt3,4.999950000499995e-06,0.006182824707575322,0.0001334722928051104,0.006182824707575322,0.0001334722928051104
RF_incorrect_RNN_correct,data_Maniscalco_2017_expt3,4.999950000499995e-06,0.004860515272387578,0.00015240901116915176,0.004860515272387578,0.00015240901116915176
RF_incorrect_RNN_incorrect,data_Maniscalco_2017_expt3,4.999950000499995e-06,0.004860515272387578,0.00015240901116915176,0.004860515272387578,0.00015240901116915176
RF_correct_RNN_correct,data_Maniscalco_2017_expt4,4.999950000499995e-06,0.0035050360216721363,8.694005173956377e-05,0.0035050360216721363,8.694005173956377e-05
RF_correct_RNN_incorrect,data_Maniscalco_2017_expt4,4.999950000499995e-06,0.0035050360216721363,8.694005173956377e-05,0.0035050360216721363,8.694005173956377e-05
RF_incorrect_RNN_correct,data_Maniscalco_2017_expt4,4.999950000499995e-06,0.0034805225795094047,0.0001307514602979878,0.0034805225795094047,0.0001307514602979878
RF_incorrect_RNN_incorrect,data_Maniscalco_2017_expt4,4.999950000499995e-06,0.0034805225795094047,0.0001307514602979878,0.0034805225795094047,0.0001307514602979878
RF_correct_RNN_correct,data_Shekhar_2018,4.999950000499995e-06,0.009397180606262358,0.00016462517287393894,0.009397180606262358,0.00016462517287393894
RF_correct_RNN_incorrect,data_Shekhar_2018,4.999950000499995e-06,0.009397180606262358,0.00016462517287393894,0.009397180606262358,0.00016462517287393894
RF_incorrect_RNN_correct,data_Shekhar_2018,4.999950000499995e-06,0.006818544300780767,0.0001804676148992953,0.006818544300780767,0.0001804676148992953
RF_incorrect_RNN_incorrect,data_Shekhar_2018,4.999950000499995e-06,0.006818544300780767,0.0001804676148992953,0.006818544300780767,0.0001804676148992953
RF_correct_RNN_correct,data_Sherman_2016_JOCN,4.999950000499995e-06,0.006685839510286647,0.00013548387054051933,0.006685839510286647,0.00013548387054051933
RF_correct_RNN_incorrect,data_Sherman_2016_JOCN,4.999950000499995e-06,0.006685839510286647,0.00013548387054051933,0.006685839510286647,0.00013548387054051933
RF_incorrect_RNN_correct,data_Sherman_2016_JOCN,4.999950000499995e-06,0.005129921541910705,0.00015074648403498535,0.005129921541910705,0.00015074648403498535
RF_incorrect_RNN_incorrect,data_Sherman_2016_JOCN,4.999950000499995e-06,0.005129921541910705,0.00015074648403498535,0.005129921541910705,0.00015074648403498535
RF_correct_RNN_correct,data_Siedlecka_2019,4.999950000499995e-06,0.012712834769596285,0.00012280410486047134,0.012712834769596285,0.00012280410486047134
RF_correct_RNN_incorrect,data_Siedlecka_2019,4.999950000499995e-06,0.012712834769596285,0.00012280410486047134,0.012712834769596285,0.00012280410486047134
RF_incorrect_RNN_correct,data_Siedlecka_2019,4.999950000499995e-06,0.013099055128737243,0.00012635055946847636,0.013099055128737243,0.00012635055946847636
RF_incorrect_RNN_incorrect,data_Siedlecka_2019,4.999950000499995e-06,0.013099055128737243,0.00012635055946847636,0.013099055128737243,0.00012635055946847636
RF_correct_RNN_correct,data_Wierzchon_2014,4.999950000499995e-06,0.0019464558256624153,1.0112707046835682e-05,0.0019464558256624153,1.0112707046835682e-05
RF_correct_RNN_incorrect,data_Wierzchon_2014,4.999950000499995e-06,0.0019464558256624153,1.0112707046835682e-05,0.0019464558256624153,1.0112707046835682e-05
RF_incorrect_RNN_correct,data_Wierzchon_2014,4.999950000499995e-06,0.0009630920947995375,1.823886611548203e-05,0.0009630920947995375,1.823886611548203e-05
RF_incorrect_RNN_incorrect,data_Wierzchon_2014,4.999950000499995e-06,0.0009630920947995375,1.823886611548203e-05,0.0009630920947995375,1.823886611548203e-05
RF_correct_RNN_correct,data_vanBoxtel_2019_Expt1,4.999950000499995e-06,0.004157337104095214,2.9957057327644796e-05,0.004157337104095214,2.9957057327644796e-05
RF_correct_RNN_incorrect,data_vanBoxtel_2019_Expt1,4.999950000499995e-06,0.004157337104095214,2.9957057327644796e-05,0.004157337104095214,2.9957057327644796e-05
RF_incorrect_RNN_correct,data_vanBoxtel_2019_Expt1,4.999950000499995e-06,0.00507715460546307,4.203557487044692e-05,0.00507715460546307,4.203557487044692e-05
RF_incorrect_RNN_incorrect,data_vanBoxtel_2019_Expt1,4.999950000499995e-06,0.00507715460546307,4.203557487044692e-05,0.00507715460546307,4.203557487044692e-05
RF_correct_RNN_correct,data_vanBoxtel_2019_Expt2,4.999950000499995e-06,0.00891752600241301,6.702567878432573e-05,0.00891752600241301,6.702567878432573e-05
RF_correct_RNN_incorrect,data_vanBoxtel_2019_Expt2,4.999950000499995e-06,0.00891752600241301,6.702567878432573e-05,0.00891752600241301,6.702567878432573e-05
RF_incorrect_RNN_correct,data_vanBoxtel_2019_Expt2,4.999950000499995e-06,0.007470423049652281,6.229962648483294e-05,0.007470423049652281,6.229962648483294e-05
RF_incorrect_RNN_incorrect,data_vanBoxtel_2019_Expt2,4.999950000499995e-06,0.007470423049652281,6.229962648483294e-05,0.007470423049652281,6.229962648483294e-05
