filename,decoder,source,condition,fold,score,n_sample,weight T-3 C-0,weight T-3 C-1,weight T-3 C-2,weight T-3 C-3,weight T-2 C-0,weight T-2 C-1,weight T-2 C-2,weight T-2 C-3,weight T-1 C-0,weight T-1 C-1,weight T-1 C-2,weight T-1 C-3,feature importance T-3,feature importance T-2,feature importance T-1,hidden states T-3,hidden states T-2,hidden states T-1
../data/targets/mixed_4-point/data_Xu_2019_Exp2.csv,RF,mixed_4,"T-7,T-6,T-5",7.5,0.5350193151356833,132.04166666666666,,,,,,,,,,,,,0.004332661829761703,0.004785465315898042,0.013445676660018377,,,
../data/targets/mixed_4-point/data_Xu_2019_Exp2.csv,RNN,mixed_4,"T-3,T-2,T-1",7.5,0.5407860323239181,132.04166666666666,,,,,,,,,,,,,,,,0.006197618469703532,-0.0006771961369243713,-0.009081678432115346
../data/targets/mixed_4-point/data_Xu_2019_Exp2.csv,RNN,mixed_4,"T-7,T-6,T-5",7.5,0.5307780303214419,132.04166666666666,,,,,,,,,,,,,,,,0.005872429074618897,-3.0316865149870962e-05,-0.00810368321466134
../data/targets/mixed_4-point/data_Xu_2019_Exp2.csv,SVM,mixed_4,"T-3,T-2,T-1",7.5,0.5257229544065826,132.04166666666666,-0.06447240210199287,-0.045086757728107135,0.0012822923135909976,0.08773954442526698,-0.06678788719663543,-0.0487609116673128,0.0006387482304548204,0.09310840567991584,-0.08292037810527833,-0.06610821637111002,-0.014790630535332472,0.1323061977163499,,,,,,
../data/targets/mixed_4-point/data_Xu_2019_Exp2.csv,SVM,mixed_4,"T-7,T-6,T-5",7.5,0.5342945693556086,132.04166666666666,-0.0559097515502481,-0.039091227047888664,0.003936838896517257,0.07292335085601122,-0.05982876428144759,-0.0403838440138807,0.0023310843331502775,0.0779478421385436,-0.06369774602909518,-0.044274367866981024,0.0005843233396385456,0.08605210147089892,,,,,,
../data/targets/mixed_4-point/data_Ye_2018.csv,RF,mixed_4,"T-3,T-2,T-1",7.5,0.5434142631584185,824.0555555555555,,,,,,,,,,,,,0.0018961417428616624,0.002794616283021611,0.030589356998720323,,,
../data/targets/mixed_4-point/data_Ye_2018.csv,RF,mixed_4,"T-7,T-6,T-5",7.5,0.5377842820090014,824.0555555555555,,,,,,,,,,,,,0.008769809299625599,0.012030008351399243,0.01391424102324511,,,
../data/targets/mixed_4-point/data_Ye_2018.csv,RNN,mixed_4,"T-3,T-2,T-1",7.5,0.5354041967283835,824.0555555555555,,,,,,,,,,,,,,,,0.009689317053926057,0.005488390330356193,0.0003929310365088468
../data/targets/mixed_4-point/data_Ye_2018.csv,RNN,mixed_4,"T-7,T-6,T-5",7.5,0.5383253727752438,824.0555555555555,,,,,,,,,,,,,,,,0.009307931519742848,0.0069676024508630125,0.0026136343161245615
../data/targets/mixed_4-point/data_Ye_2018.csv,SVM,mixed_4,"T-3,T-2,T-1",7.5,0.5263137252469631,824.0555555555555,-0.06447240210199302,-0.04508675772810711,0.0012822923135910062,0.08773954442526696,-0.06678788719663543,-0.04876091166731259,0.0006387482304548317,0.0931084056799159,-0.08292037810527834,-0.06610821637111003,-0.014790630535332465,0.13230619771635002,,,,,,
../data/targets/mixed_4-point/data_Ye_2018.csv,SVM,mixed_4,"T-7,T-6,T-5",7.5,0.5199310334471703,824.0555555555555,-0.05590975155024807,-0.03909122704788859,0.003936838896517234,0.07292335085601111,-0.05982876428144717,-0.04038384401388065,0.0023310843331502944,0.07794784213854361,-0.06369774602909523,-0.04427436786698099,0.0005843233396385805,0.08605210147089883,,,,,,
