study_name,decoder,accuracy_train,accuracy_test,condition,fold,score,n_sample,feature_importance T-3,feature_importance T-2,feature_importance T-1,hidden_state T-3,hidden_state T-2,hidden_state T-1,weight T-3 C-0,weight T-3 C-1,weight T-3 C-2,weight T-3 C-3,weight T-2 C-0,weight T-2 C-1,weight T-2 C-2,weight T-2 C-3,weight T-1 C-0,weight T-1 C-1,weight T-1 C-2,weight T-1 C-3
data_Bang_2019_Exp2,RF,incorrect trials,incorrect trials,"T-3,T-2,T-1",100.0,0.6605137599903733,52.46268656716418,0.014557603639275985,0.00919091918863402,0.04667778277731202,,,,,,,,,,,,,,,
data_Bang_2019_Exp2,RF,incorrect trials,incorrect trials,"T-7,T-6,T-5",100.0,0.6223790565030258,52.46268656716418,0.013209591135568821,0.01332888292366932,0.01659912913795657,,,,,,,,,,,,,,,
data_Bang_2019_Exp2,RNN,correct trials,correct trials,"T-3,T-2,T-1",100.0,0.6798957226225634,2881.2139303482586,,,,0.12232036516041407,0.15925296208941706,0.17457968592342563,,,,,,,,,,,,
data_Bang_2019_Exp2,RNN,correct trials,correct trials,"T-7,T-6,T-5",100.0,0.6461910035901677,2881.2139303482586,,,,0.11426874996737499,0.1650707640659657,0.19048717606694562,,,,,,,,,,,,
data_Bang_2019_Exp2,RNN,correct trials,incorrect trials,"T-3,T-2,T-1",100.0,0.6391703835755683,52.46268656716418,,,,0.146091495067187,0.19096190545856212,0.20995171566201903,,,,,,,,,,,,
data_Bang_2019_Exp2,RNN,correct trials,incorrect trials,"T-7,T-6,T-5",100.0,0.6043956629545882,52.46268656716418,,,,0.1316103169912315,0.19139806542948667,0.2240192387038749,,,,,,,,,,,,
data_Bang_2019_Exp2,RNN,incorrect trials,correct trials,"T-3,T-2,T-1",100.0,0.6303839849483186,140.53731343283582,,,,0.11698509030541016,0.15994732515696455,0.17937612735269018,,,,,,,,,,,,
data_Bang_2019_Exp2,RNN,incorrect trials,correct trials,"T-7,T-6,T-5",100.0,0.5918775476294732,140.53731343283582,,,,0.11008030813724841,0.16244142748654672,0.18968784171087083,,,,,,,,,,,,
data_Bang_2019_Exp2,RNN,incorrect trials,incorrect trials,"T-3,T-2,T-1",100.0,0.6787002897758964,1075.6915422885572,,,,0.13345863558936966,0.18171297535659348,0.20236812079028776,,,,,,,,,,,,
data_Bang_2019_Exp2,RNN,incorrect trials,incorrect trials,"T-7,T-6,T-5",100.0,0.648795259831352,1075.6915422885572,,,,0.12125049037534502,0.1797057185031008,0.21191411552008413,,,,,,,,,,,,
data_Bang_2019_Exp2,SVM,correct trials,correct trials,"T-3,T-2,T-1",100.0,0.6333620748677511,140.53731343283582,,,,,,,-0.14937412199766908,-0.03661007965752223,0.02558197182772742,0.16786363579075858,-0.14393049909656444,-0.0423750397589996,0.03376489183140147,0.15918504834299288,-0.21605995902575667,-0.06224253362735351,0.04512941473017336,0.24058199826720142
data_Bang_2019_Exp2,SVM,correct trials,correct trials,"T-7,T-6,T-5",100.0,0.5915255257899618,140.53731343283582,,,,,,,-0.1406764354498151,-0.05253228097549919,0.03593086582492656,0.1615992134671373,-0.1342889124449496,-0.044899834665023355,0.03424241402626745,0.14900796736230915,-0.1533457194935854,-0.04556692109859222,0.03431957173459424,0.1697326876456065
data_Bang_2019_Exp2,SVM,correct trials,incorrect trials,"T-3,T-2,T-1",100.0,0.6322298615275845,52.46268656716418,,,,,,,-0.14937412199766908,-0.03661007965752223,0.02558197182772742,0.16786363579075858,-0.14393049909656444,-0.0423750397589996,0.03376489183140147,0.15918504834299288,-0.21605995902575667,-0.06224253362735351,0.04512941473017336,0.24058199826720142
data_Bang_2019_Exp2,SVM,correct trials,incorrect trials,"T-7,T-6,T-5",100.0,0.5943835355252497,52.46268656716418,,,,,,,-0.1406764354498151,-0.05253228097549919,0.03593086582492656,0.1615992134671373,-0.1342889124449496,-0.044899834665023355,0.03424241402626745,0.14900796736230915,-0.1533457194935854,-0.04556692109859222,0.03431957173459424,0.1697326876456065
data_Bang_2019_Exp2,SVM,incorrect trials,correct trials,"T-3,T-2,T-1",100.0,0.6341756624107808,140.53731343283582,,,,,,,-0.14260923154762417,-0.050008639796935955,0.017609023345297053,0.18650312555503842,-0.14637670846802944,-0.03316534559437332,0.04313033085193796,0.14356880957100346,-0.22296191464797516,-0.06348200832734269,0.04899643051259484,0.2499325212553288
data_Bang_2019_Exp2,SVM,incorrect trials,correct trials,"T-7,T-6,T-5",100.0,0.5924118360196767,140.53731343283582,,,,,,,-0.1301081963037499,-0.05049670117677245,0.02619075733124985,0.16278987163702627,-0.1425757944377147,-0.030111539068473945,0.027532957158409768,0.15302788808016368,-0.1562377126692386,-0.05885603374850186,0.042568030443815796,0.18071526256614975
data_Bang_2019_Exp2,SVM,incorrect trials,incorrect trials,"T-3,T-2,T-1",100.0,0.6344704011102704,52.46268656716418,,,,,,,-0.14260923154762417,-0.050008639796935955,0.017609023345297053,0.18650312555503842,-0.14637670846802944,-0.03316534559437332,0.04313033085193796,0.14356880957100346,-0.22296191464797516,-0.06348200832734269,0.04899643051259484,0.2499325212553288
data_Bang_2019_Exp2,SVM,incorrect trials,incorrect trials,"T-7,T-6,T-5",100.0,0.5924910602073541,52.46268656716418,,,,,,,-0.1301081963037499,-0.05049670117677245,0.02619075733124985,0.16278987163702627,-0.1425757944377147,-0.030111539068473945,0.027532957158409768,0.15302788808016368,-0.1562377126692386,-0.05885603374850186,0.042568030443815796,0.18071526256614975
data_Gajdos_2019,RF,correct trials,correct trials,"T-3,T-2,T-1",10.5,0.6161525259002697,406.04545454545456,0.009645710043154987,0.015136452746830113,0.08101536031467815,,,,,,,,,,,,,,,
data_Gajdos_2019,RF,correct trials,correct trials,"T-7,T-6,T-5",10.5,0.5360474302990318,406.04545454545456,0.00745405310338427,0.010936363338636554,0.01654523798519599,,,,,,,,,,,,,,,
data_Gajdos_2019,RF,correct trials,incorrect trials,"T-3,T-2,T-1",10.5,0.5998630924427597,109.18181818181819,0.0017080710230258185,0.004576134673294891,0.04776518477236107,,,,,,,,,,,,,,,
data_Gajdos_2019,RF,correct trials,incorrect trials,"T-7,T-6,T-5",10.5,0.5381479517529825,109.18181818181819,-0.0024476562924009774,0.0013405047281122026,0.002766522099843131,,,,,,,,,,,,,,,
data_Gajdos_2019,RF,incorrect trials,correct trials,"T-3,T-2,T-1",10.5,0.5962328606739038,406.04545454545456,0.009563555609548819,0.010735061767648907,0.06700738654551913,,,,,,,,,,,,,,,
data_Gajdos_2019,RF,incorrect trials,correct trials,"T-7,T-6,T-5",10.5,0.5223046274306612,406.04545454545456,0.0037396379637291356,0.0028500758543051384,0.008195213918604102,,,,,,,,,,,,,,,
data_Gajdos_2019,RF,incorrect trials,incorrect trials,"T-3,T-2,T-1",10.5,0.591955383468335,109.18181818181819,0.00413244340193281,0.012582751073226029,0.0400128726657593,,,,,,,,,,,,,,,
data_Gajdos_2019,RF,incorrect trials,incorrect trials,"T-7,T-6,T-5",10.5,0.5373020906660124,109.18181818181819,0.0025681301837196854,0.016662988112009634,0.019769713395829544,,,,,,,,,,,,,,,
data_Gajdos_2019,RNN,correct trials,correct trials,"T-3,T-2,T-1",10.5,0.6120672119723254,1055.909090909091,,,,0.09724084656177595,0.1452434323304756,0.16780948638916016,,,,,,,,,,,,
data_Gajdos_2019,RNN,correct trials,correct trials,"T-7,T-6,T-5",10.5,0.5486836661742409,1055.909090909091,,,,0.08691092838787219,0.14692760479043832,0.18603714885698122,,,,,,,,,,,,
data_Gajdos_2019,RNN,correct trials,incorrect trials,"T-3,T-2,T-1",10.5,0.5523231109100212,109.18181818181819,,,,0.10127987992018461,0.1402421026405963,0.1747369612990455,,,,,,,,,,,,
data_Gajdos_2019,RNN,correct trials,incorrect trials,"T-7,T-6,T-5",10.5,0.5165376050777124,109.18181818181819,,,,0.08819099443710661,0.14479714200239288,0.1957041434943676,,,,,,,,,,,,
data_Gajdos_2019,RNN,incorrect trials,correct trials,"T-3,T-2,T-1",10.5,0.5659849830842659,406.04545454545456,,,,0.09226896165108137,0.15077350508760323,0.18389344266192476,,,,,,,,,,,,
data_Gajdos_2019,RNN,incorrect trials,correct trials,"T-7,T-6,T-5",10.5,0.5301435072383097,406.04545454545456,,,,0.09048282151872461,0.1557466126978397,0.20153945409269494,,,,,,,,,,,,
data_Gajdos_2019,RNN,incorrect trials,incorrect trials,"T-3,T-2,T-1",10.5,0.5683929248404366,284.04545454545456,,,,0.09108909417674028,0.1472325669178231,0.1844037761065093,,,,,,,,,,,,
data_Gajdos_2019,RNN,incorrect trials,incorrect trials,"T-7,T-6,T-5",10.5,0.537059684516183,284.04545454545456,,,,0.09194032475352286,0.15646390146999198,0.20782418896190144,,,,,,,,,,,,
data_Gajdos_2019,SVM,correct trials,correct trials,"T-3,T-2,T-1",10.5,0.616938146891696,406.04545454545456,,,,,,,-0.0488141333643145,-0.04340689202994015,0.003835763939944232,0.08594669405347086,-0.04974106501569835,-0.035901666187445926,-0.023104745645591528,0.10773655039037285,-0.14853220943043471,-0.09182225085305083,-0.014005698308366087,0.24275181346288505
data_Gajdos_2019,SVM,correct trials,correct trials,"T-7,T-6,T-5",10.5,0.5384835633496681,406.04545454545456,,,,,,,-0.03951797111887919,-0.029084561540149656,-0.004339976893888438,0.06780260400372061,-0.05017445165999706,-0.03773503071726614,-0.005532779103888992,0.08682348595757995,-0.043536452576840384,-0.03930989223088898,-0.022767644904963413,0.10069548707351196
data_Gajdos_2019,SVM,correct trials,incorrect trials,"T-3,T-2,T-1",10.5,0.5640909768644206,109.18181818181819,,,,,,,-0.0488141333643145,-0.04340689202994015,0.003835763939944232,0.08594669405347086,-0.04974106501569835,-0.035901666187445926,-0.023104745645591528,0.10773655039037285,-0.14853220943043471,-0.09182225085305083,-0.014005698308366087,0.24275181346288505
data_Gajdos_2019,SVM,correct trials,incorrect trials,"T-7,T-6,T-5",10.5,0.5136714020501109,109.18181818181819,,,,,,,-0.03951797111887919,-0.029084561540149656,-0.004339976893888438,0.06780260400372061,-0.05017445165999706,-0.03773503071726614,-0.005532779103888992,0.08682348595757995,-0.043536452576840384,-0.03930989223088898,-0.022767644904963413,0.10069548707351196
data_Gajdos_2019,SVM,incorrect trials,correct trials,"T-3,T-2,T-1",10.5,0.6126787880298413,406.04545454545456,,,,,,,-0.05235647786266553,-0.03765485611478459,-0.00275990361910255,0.09082109348136506,-0.04832472470682216,-0.03873844365620267,-0.0173797565176663,0.1027117494595807,-0.1486494410966169,-0.08875460747703423,-0.011515185305929735,0.23783816986961118
data_Gajdos_2019,SVM,incorrect trials,correct trials,"T-7,T-6,T-5",10.5,0.5384209992323759,406.04545454545456,,,,,,,-0.04190137957564787,-0.02731493199716458,-0.004544442033763981,0.06846110228698699,-0.05452690369003284,-0.02961171512033142,-0.004623370145050024,0.08224771262530253,-0.04259761853725362,-0.04541519426990562,-0.02325306959617053,0.10654066978862783
data_Gajdos_2019,SVM,incorrect trials,incorrect trials,"T-3,T-2,T-1",10.5,0.5640215613596676,109.18181818181819,,,,,,,-0.05235647786266553,-0.03765485611478459,-0.00275990361910255,0.09082109348136506,-0.04832472470682216,-0.03873844365620267,-0.0173797565176663,0.1027117494595807,-0.1486494410966169,-0.08875460747703423,-0.011515185305929735,0.23783816986961118
data_Gajdos_2019,SVM,incorrect trials,incorrect trials,"T-7,T-6,T-5",10.5,0.5063853985105138,109.18181818181819,,,,,,,-0.04190137957564787,-0.02731493199716458,-0.004544442033763981,0.06846110228698699,-0.05452690369003284,-0.02961171512033142,-0.004623370145050024,0.08224771262530253,-0.04259761853725362,-0.04541519426990562,-0.02325306959617053,0.10654066978862783
data_Haddara_unpub,RF,correct trials,correct trials,"T-3,T-2,T-1",221.0,0.6610948950763046,359.7923250564334,0.013487966643546363,0.016567625675840116,0.04571305929629156,,,,,,,,,,,,,,,
data_Haddara_unpub,RF,correct trials,correct trials,"T-7,T-6,T-5",221.0,0.6262228223994551,359.7923250564334,0.014905195348689828,0.015121681399763057,0.021378692825768812,,,,,,,,,,,,,,,
data_Haddara_unpub,RF,correct trials,incorrect trials,"T-3,T-2,T-1",221.0,0.6542267676158394,113.20767494356659,0.014012353947970912,0.016110233838340232,0.03784715218692288,,,,,,,,,,,,,,,
data_Haddara_unpub,RF,correct trials,incorrect trials,"T-7,T-6,T-5",221.0,0.6220961219722811,113.20767494356659,0.012162267365958055,0.013814434858681368,0.019694490157915957,,,,,,,,,,,,,,,
data_Haddara_unpub,RF,incorrect trials,correct trials,"T-3,T-2,T-1",221.0,0.660737010774296,359.7923250564334,0.013645999701104012,0.016773310729416135,0.04632995925356908,,,,,,,,,,,,,,,
data_Haddara_unpub,RF,incorrect trials,correct trials,"T-7,T-6,T-5",221.0,0.6261778933355999,359.7923250564334,0.015560897333623707,0.014706162679902124,0.021996149428737195,,,,,,,,,,,,,,,
data_Haddara_unpub,RF,incorrect trials,incorrect trials,"T-3,T-2,T-1",221.0,0.6535267811384639,113.20767494356659,0.014948737479601086,0.01630075730453707,0.03855148583359771,,,,,,,,,,,,,,,
data_Haddara_unpub,RF,incorrect trials,incorrect trials,"T-7,T-6,T-5",221.0,0.6235351762429202,113.20767494356659,0.013574527356895278,0.013551487306463623,0.021134296774744363,,,,,,,,,,,,,,,
data_Haddara_unpub,RNN,correct trials,correct trials,"T-3,T-2,T-1",221.0,0.6942837668616622,16082.920993227992,,,,0.047909547957520365,0.06176617040921556,0.0632277181368581,,,,,,,,,,,,
data_Haddara_unpub,RNN,correct trials,correct trials,"T-7,T-6,T-5",221.0,0.6649848452873139,16082.920993227992,,,,0.044228658248154286,0.06252274931479812,0.06882689180195281,,,,,,,,,,,,
data_Haddara_unpub,RNN,correct trials,incorrect trials,"T-3,T-2,T-1",221.0,0.6190199044595969,113.20767494356659,,,,0.05677676228538332,0.07299698651964044,0.07763198857538878,,,,,,,,,,,,
data_Haddara_unpub,RNN,correct trials,incorrect trials,"T-7,T-6,T-5",221.0,0.5929521612882347,113.20767494356659,,,,0.052710842400837614,0.07468964056225923,0.08236956009199806,,,,,,,,,,,,
data_Haddara_unpub,RNN,incorrect trials,correct trials,"T-3,T-2,T-1",221.0,0.6441527312769681,359.7923250564334,,,,0.040778024130290025,0.05476294800334942,0.0578330566531886,,,,,,,,,,,,
data_Haddara_unpub,RNN,incorrect trials,correct trials,"T-7,T-6,T-5",221.0,0.6101402209484826,359.7923250564334,,,,0.0411097855664817,0.05909931890172245,0.06563086175890552,,,,,,,,,,,,
data_Haddara_unpub,RNN,incorrect trials,incorrect trials,"T-3,T-2,T-1",221.0,0.6776674249316365,5060.579006772009,,,,0.04787429547280022,0.06377868272136696,0.0693342126130692,,,,,,,,,,,,
data_Haddara_unpub,RNN,incorrect trials,incorrect trials,"T-7,T-6,T-5",221.0,0.6551549974342387,5060.579006772009,,,,0.04808670215714148,0.06872392584068877,0.07614915746103333,,,,,,,,,,,,
data_Haddara_unpub,SVM,correct trials,correct trials,"T-3,T-2,T-1",221.0,0.642861079043904,359.7923250564334,,,,,,,-0.11555862088644177,-0.0970454472788981,-0.004299539476090196,0.19041298890412853,-0.1271307998738711,-0.08954189164821773,-0.003153203303182546,0.18817651782233602,-0.17115290621202126,-0.12539087026860898,-0.006137819387414309,0.25860076652760183
data_Haddara_unpub,SVM,correct trials,correct trials,"T-7,T-6,T-5",221.0,0.6078552654970683,359.7923250564334,,,,,,,-0.12466436735318036,-0.09439213548589731,-0.0029765171753810705,0.1840543459855893,-0.12247502735120905,-0.09235626931357005,-0.00042823537042476325,0.17652165952827742,-0.1268108512538919,-0.10719710852403679,-0.0022808154539578555,0.1968850478097695
data_Haddara_unpub,SVM,correct trials,incorrect trials,"T-3,T-2,T-1",221.0,0.6146498455633601,113.20767494356659,,,,,,,-0.11555862088644177,-0.0970454472788981,-0.004299539476090196,0.19041298890412853,-0.1271307998738711,-0.08954189164821773,-0.003153203303182546,0.18817651782233602,-0.17115290621202126,-0.12539087026860898,-0.006137819387414309,0.25860076652760183
data_Haddara_unpub,SVM,correct trials,incorrect trials,"T-7,T-6,T-5",221.0,0.5854931189071879,113.20767494356659,,,,,,,-0.12466436735318036,-0.09439213548589731,-0.0029765171753810705,0.1840543459855893,-0.12247502735120905,-0.09235626931357005,-0.00042823537042476325,0.17652165952827742,-0.1268108512538919,-0.10719710852403679,-0.0022808154539578555,0.1968850478097695
data_Haddara_unpub,SVM,incorrect trials,correct trials,"T-3,T-2,T-1",221.0,0.64267553247646,359.7923250564334,,,,,,,-0.11287107732548497,-0.10096778654881529,-0.0008356008984378444,0.18811469951382928,-0.12846159352600195,-0.08569421476620964,-0.008534097350869683,0.19039641313501537,-0.17336368738891597,-0.1289532764266643,-0.0038406175894037976,0.26027116282949037
data_Haddara_unpub,SVM,incorrect trials,correct trials,"T-7,T-6,T-5",221.0,0.6079689747296173,359.7923250564334,,,,,,,-0.12639133751889708,-0.09576098911017782,-0.004466983411000326,0.18911402565738655,-0.1152634883177974,-0.09841339921460077,0.0009758426506780247,0.1756925375597364,-0.13529222466838878,-0.10842761289963004,-0.0007317514803795206,0.20243667069716126
data_Haddara_unpub,SVM,incorrect trials,incorrect trials,"T-3,T-2,T-1",221.0,0.6146943943424193,113.20767494356659,,,,,,,-0.11287107732548497,-0.10096778654881529,-0.0008356008984378444,0.18811469951382928,-0.12846159352600195,-0.08569421476620964,-0.008534097350869683,0.19039641313501537,-0.17336368738891597,-0.1289532764266643,-0.0038406175894037976,0.26027116282949037
data_Haddara_unpub,SVM,incorrect trials,incorrect trials,"T-7,T-6,T-5",221.0,0.5856908497437057,113.20767494356659,,,,,,,-0.12639133751889708,-0.09576098911017782,-0.004466983411000326,0.18911402565738655,-0.1152634883177974,-0.09841339921460077,0.0009758426506780247,0.1756925375597364,-0.13529222466838878,-0.10842761289963004,-0.0007317514803795206,0.20243667069716126
data_Koculak_unpub,RF,correct trials,correct trials,"T-3,T-2,T-1",26.5,0.6309949931419233,84.42592592592592,0.00881944302694825,0.014140427763800267,0.02859793270008535,,,,,,,,,,,,,,,
data_Koculak_unpub,RF,correct trials,correct trials,"T-7,T-6,T-5",26.5,0.6053616884027966,84.42592592592592,3.128649548286728e-05,0.015470986670580354,0.012645445644470255,,,,,,,,,,,,,,,
data_Koculak_unpub,RF,correct trials,incorrect trials,"T-3,T-2,T-1",26.5,0.6068361539542418,544.9074074074074,0.014582737240791243,0.017107002452336866,0.03405579388280854,,,,,,,,,,,,,,,
data_Koculak_unpub,RF,correct trials,incorrect trials,"T-7,T-6,T-5",26.5,0.5741538053135786,544.9074074074074,0.007005593707468714,0.01341065943491496,0.010863009117680162,,,,,,,,,,,,,,,
data_Koculak_unpub,RF,incorrect trials,correct trials,"T-3,T-2,T-1",26.5,0.638692300726162,84.42592592592592,0.012905271069706415,0.010974525480430394,0.032440080235979524,,,,,,,,,,,,,,,
data_Koculak_unpub,RF,incorrect trials,correct trials,"T-7,T-6,T-5",26.5,0.6096183611417337,84.42592592592592,0.006532172789785094,0.011180909192483298,0.017344760841177156,,,,,,,,,,,,,,,
data_Koculak_unpub,RF,incorrect trials,incorrect trials,"T-3,T-2,T-1",26.5,0.6097630094078184,544.9074074074074,0.014536277310291099,0.013629593082478334,0.03333838171755231,,,,,,,,,,,,,,,
data_Koculak_unpub,RF,incorrect trials,incorrect trials,"T-7,T-6,T-5",26.5,0.5796052802133815,544.9074074074074,0.007675172735812125,0.013594255487173992,0.013879073443615464,,,,,,,,,,,,,,,
data_Koculak_unpub,RNN,correct trials,correct trials,"T-3,T-2,T-1",26.5,0.6606520373447989,489.9074074074074,,,,0.07433395634870975,0.1136502726197553,0.13201006597201165,,,,,,,,,,,,
data_Koculak_unpub,RNN,correct trials,correct trials,"T-7,T-6,T-5",26.5,0.6380035283741023,489.9074074074074,,,,0.07920384934361746,0.12258160478948545,0.1445696712546999,,,,,,,,,,,,
