fold,decoder,source,accuracy_train,accuracy_test,score,n_sample,feature importance T-7,feature importance T-6,feature importance T-5,feature importance T-4,feature importance T-3,feature importance T-2,feature importance T-1,weight T-7 C-0,weight T-7 C-1,weight T-7 C-2,weight T-7 C-3,weight T-6 C-0,weight T-6 C-1,weight T-6 C-2,weight T-6 C-3,weight T-5 C-0,weight T-5 C-1,weight T-5 C-2,weight T-5 C-3,weight T-4 C-0,weight T-4 C-1,weight T-4 C-2,weight T-4 C-3,weight T-3 C-0,weight T-3 C-1,weight T-3 C-2,weight T-3 C-3,weight T-2 C-0,weight T-2 C-1,weight T-2 C-2,weight T-2 C-3,weight T-1 C-0,weight T-1 C-1,weight T-1 C-2,weight T-1 C-3,hidden states T-7,hidden states T-6,hidden states T-5,hidden states T-4,hidden states T-3,hidden states T-2,hidden states T-1
0,RF,cognitive,correct trials,correct trials,0.5813966360297252,911.8620689655172,0.0047343746894164835,0.006562505894201122,0.009376618704341965,0.00023504109904663408,0.004767125096335244,0.00834320087747436,0.030960512301057824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,RF,cognitive,correct trials,incorrect trials,0.5951560880488155,513.0,-0.0012324233049709117,0.005278334878228326,-0.0013211411821068206,-0.0021561096042478534,0.0017898075954658897,0.0035195204617028968,0.02454376135474149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,RF,cognitive,incorrect trials,correct trials,0.5609668479672796,911.8620689655172,-0.0004907256418999538,0.00099790439959802,0.0008335854711925527,0.006605926360974697,0.0029111311898754595,0.006761814270725289,0.023402913931650643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,RF,cognitive,incorrect trials,incorrect trials,0.584125967286856,513.0,-0.0021018735799728855,-0.0027750839994103624,-0.0068310487074319136,0.0012778450419789586,0.0026338654441331257,-0.0012846898092867074,0.009033924249962078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,RF,mem_4,correct trials,correct trials,0.6082570058574109,102.89115646258503,0.0016917253094745398,0.0027105347301888583,0.006730387930807401,0.003497424336178031,0.0026594286910257047,0.0061474883281745695,0.04091308810862377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,RF,mem_4,correct trials,incorrect trials,0.6029917892130687,66.53061224489795,-0.0022930270003585084,-0.0016612395066900184,-0.001699862333370498,-0.005227825412109406,0.00230574767978986,0.005061946037156684,0.02844734128927637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,RF,mem_4,incorrect trials,correct trials,0.5699551509362425,102.89115646258503,0.002299485915450292,0.010474412916490436,0.007636927524622814,0.004435744802577206,0.007890411532956103,0.011141649957038573,0.027731589630523024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,RF,mem_4,incorrect trials,incorrect trials,0.5657348461481398,66.53061224489795,0.0031928868088280213,0.008379112880773346,0.009104784976586719,0.009282738514777334,0.0068032430163591975,0.009886364274322513,0.02561603273207036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,RF,mixed_4,correct trials,correct trials,0.6198855656175167,457.7190082644628,0.0030651419131871417,0.002954552832135779,0.004669574652295108,0.0072608328017385705,0.0027337060598184044,0.010014532625377227,0.05911787636809993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,RF,mixed_4,correct trials,incorrect trials,0.5982356165932409,168.91735537190084,0.0019582807760249584,0.003923799091280742,0.007513590482611085,0.005378608229238963,0.008669676690724258,0.005937939589388669,0.05147670666663055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,RF,mixed_4,incorrect trials,correct trials,0.5823148581567454,457.7190082644628,-0.0009894416005859794,0.004575318320098869,0.009468672537599582,0.0037359915237780185,0.009614512897878041,0.010366640308169398,0.03735675087559157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,RF,mixed_4,incorrect trials,incorrect trials,0.5735714398578473,168.91735537190084,0.00030426912155587455,0.0031756688787876676,0.00783577924873191,0.00346749473737133,0.0067169351953872145,0.008377697615065733,0.03399004850599033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,RNN,cognitive,correct trials,correct trials,0.5630092306532699,911.8620689655172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16692868281883755,0.18315484159593953,0.1912580143871728,0.19970374468756819,0.1961526551936892,0.19931792062644574,0.202954270226624
0,RNN,cognitive,correct trials,incorrect trials,0.5888488212309678,513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17586614515354065,0.19314473196221837,0.19363134850322367,0.18730451989298066,0.1961199852220457,0.19913893013700157,0.19648556302628753
0,RNN,cognitive,incorrect trials,correct trials,0.5218797187479901,911.8620689655172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12362816591543713,-0.22413840174846267,-0.30787668385724914,-0.3761280097666828,-0.4316000574450383,-0.47628575649069643,-0.5134326257239813
0,RNN,cognitive,incorrect trials,incorrect trials,0.5761244403186134,513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12019566159652567,-0.22188165638296084,-0.30407741871373406,-0.37121224848703405,-0.4252330235194886,-0.4701977456095575,-0.5056525619550684
0,RNN,mem_4,correct trials,correct trials,0.6017008975390665,102.89115646258503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07243888639111616,-0.09331479071256178,-0.09941490277090445,-0.09782724697332905,-0.10402268815316817,-0.10693704164555283,-0.1030906136306066
0,RNN,mem_4,correct trials,incorrect trials,0.6079979364121775,66.53061224489795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0592105068839757,-0.0821266425013238,-0.09146845334710009,-0.0982393259309283,-0.08838824515680777,-0.08105514825254023,-0.08086005518201828
0,RNN,mem_4,incorrect trials,correct trials,0.4732264217074041,102.89115646258503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06649153545296112,-0.12449913726625395,-0.1760094878929002,-0.2226524434628941,-0.2627079768144355,-0.29751888728466164,-0.329639650323764
0,RNN,mem_4,incorrect trials,incorrect trials,0.46621209045846185,66.53061224489795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06884474883831682,-0.1279979489845078,-0.18088268972679872,-0.22669201336649,-0.26892041759628826,-0.3066395148128068,-0.3376021520519743
0,RNN,mixed_4,correct trials,correct trials,0.6292721023956243,457.7190082644628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12592422171719064,-0.16381850086675942,-0.1758842316402261,-0.18156804593880316,-0.17884262748955448,-0.18176401970707926,-0.18396309536904837
0,RNN,mixed_4,correct trials,incorrect trials,0.5996402386251591,168.91735537190084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.123800028684118,-0.1449376725791838,-0.1585981234665652,-0.15853989527229806,-0.17549302485532875,-0.16849158649440577,-0.1638253245704513
0,RNN,mixed_4,incorrect trials,correct trials,0.5009443992722303,457.7190082644628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06859899577030464,-0.12578035721724684,-0.17552215498217866,-0.21918509469544592,-0.25832739386184156,-0.2914614017344703,-0.3201983207759778
0,RNN,mixed_4,incorrect trials,incorrect trials,0.53021024414793,168.91735537190084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0687067034723591,-0.12838531534903305,-0.18015309567909596,-0.22661952914531566,-0.26268315075103904,-0.29830572686412116,-0.3299685363804013
0,SVM,cognitive,correct trials,correct trials,0.5741875764370503,911.8620689655172,,,,,,,,-0.02174159920549763,0.05830562065380222,0.11609851733719281,-0.16664665668891618,-0.022605928372820116,0.00971855374274969,0.06493878984546633,-0.07020663770651937,-0.054874644530344546,0.010854214638363313,0.027313016438924764,7.251649616405767e-05,-0.04132136961060076,-0.0040429980320519955,0.009443405279052406,0.01262451545362462,-0.05599470699154422,-0.02304175046039086,0.0053441319372145015,0.045135312103189634,-0.09179069999394952,-0.08210139882915163,-0.0483214469677975,0.21600199981376073,-0.3702757969141955,-0.20496836219453327,-0.02435750161446198,0.6475925914253386,,,,,,,
0,SVM,cognitive,correct trials,incorrect trials,0.58325773760479,513.0,,,,,,,,-0.02174159920549763,0.05830562065380222,0.11609851733719281,-0.16664665668891618,-0.022605928372820116,0.00971855374274969,0.06493878984546633,-0.07020663770651937,-0.054874644530344546,0.010854214638363313,0.027313016438924764,7.251649616405767e-05,-0.04132136961060076,-0.0040429980320519955,0.009443405279052406,0.01262451545362462,-0.05599470699154422,-0.02304175046039086,0.0053441319372145015,0.045135312103189634,-0.09179069999394952,-0.08210139882915163,-0.0483214469677975,0.21600199981376073,-0.3702757969141955,-0.20496836219453327,-0.02435750161446198,0.6475925914253386,,,,,,,
0,SVM,cognitive,incorrect trials,correct trials,0.5534490741035981,911.8620689655172,,,,,,,,-0.015524733740827766,0.01718919761536048,0.03664300485941765,-0.10406283115596088,-0.017454609174851518,0.03159465222914677,-0.01263278436434722,-0.049845261986589146,-0.02548363297206885,-0.0037793127432643016,0.041564705394495444,0.04141101880362275,-0.06495718337772073,0.048149083295091245,-0.003721562652872899,0.13141258749502424,-0.05558039379547325,0.01061700179527491,0.0509897292944302,0.06511533532545913,-0.08347750149246112,0.028326425539756138,0.05462534753125364,0.16931409378945805,-0.22033345488710052,0.07240746066007377,0.18579195875142135,0.4109379655781969,,,,,,,
0,SVM,cognitive,incorrect trials,incorrect trials,0.607144567000947,513.0,,,,,,,,-0.015524733740827766,0.01718919761536048,0.03664300485941765,-0.10406283115596088,-0.017454609174851518,0.03159465222914677,-0.01263278436434722,-0.049845261986589146,-0.02548363297206885,-0.0037793127432643016,0.041564705394495444,0.04141101880362275,-0.06495718337772073,0.048149083295091245,-0.003721562652872899,0.13141258749502424,-0.05558039379547325,0.01061700179527491,0.0509897292944302,0.06511533532545913,-0.08347750149246112,0.028326425539756138,0.05462534753125364,0.16931409378945805,-0.22033345488710052,0.07240746066007377,0.18579195875142135,0.4109379655781969,,,,,,,
0,SVM,mem_4,correct trials,correct trials,0.6072665230426142,102.89115646258503,,,,,,,,-0.021741599205497647,0.05830562065380217,0.11609851733719277,-0.16664665668891576,-0.022605928372820046,0.00971855374274971,0.06493878984546637,-0.07020663770651937,-0.054874644530344546,0.01085421463836328,0.02731301643892478,7.251649616405767e-05,-0.041321369610600754,-0.004042998032051995,0.009443405279052406,0.012624515453624629,-0.05599470699154434,-0.02304175046039084,0.0053441319372145015,0.04513531210318964,-0.09179069999394988,-0.08210139882915135,-0.0483214469677975,0.21600199981376011,-0.3702757969141944,-0.2049683621945339,-0.02435750161446205,0.6475925914253378,,,,,,,
0,SVM,mem_4,correct trials,incorrect trials,0.6191426791292289,66.53061224489795,,,,,,,,-0.021741599205497647,0.05830562065380217,0.11609851733719277,-0.16664665668891576,-0.022605928372820046,0.00971855374274971,0.06493878984546637,-0.07020663770651937,-0.054874644530344546,0.01085421463836328,0.02731301643892478,7.251649616405767e-05,-0.041321369610600754,-0.004042998032051995,0.009443405279052406,0.012624515453624629,-0.05599470699154434,-0.02304175046039084,0.0053441319372145015,0.04513531210318964,-0.09179069999394988,-0.08210139882915135,-0.0483214469677975,0.21600199981376011,-0.3702757969141944,-0.2049683621945339,-0.02435750161446205,0.6475925914253378,,,,,,,
0,SVM,mem_4,incorrect trials,correct trials,0.5379645823576771,102.89115646258503,,,,,,,,-0.015524733740827757,0.017189197615360502,0.03664300485941759,-0.10406283115596086,-0.017454609174851473,0.03159465222914672,-0.012632784364347222,-0.04984526198658918,-0.025483632972068872,-0.0037793127432643025,0.04156470539449559,0.04141101880362275,-0.06495718337772087,0.04814908329509125,-0.0037215626528728954,0.13141258749502424,-0.05558039379547336,0.010617001795274911,0.05098972929443035,0.0651153353254591,-0.08347750149246082,0.02832642553975615,0.05462534753125348,0.16931409378945866,-0.22033345488710046,0.07240746066007377,0.18579195875142065,0.4109379655781979,,,,,,,
0,SVM,mem_4,incorrect trials,incorrect trials,0.5282110850821345,66.53061224489795,,,,,,,,-0.015524733740827757,0.017189197615360502,0.03664300485941759,-0.10406283115596086,-0.017454609174851473,0.03159465222914672,-0.012632784364347222,-0.04984526198658918,-0.025483632972068872,-0.0037793127432643025,0.04156470539449559,0.04141101880362275,-0.06495718337772087,0.04814908329509125,-0.0037215626528728954,0.13141258749502424,-0.05558039379547336,0.010617001795274911,0.05098972929443035,0.0651153353254591,-0.08347750149246082,0.02832642553975615,0.05462534753125348,0.16931409378945866,-0.22033345488710046,0.07240746066007377,0.18579195875142065,0.4109379655781979,,,,,,,
0,SVM,mixed_4,correct trials,correct trials,0.6257124090946246,457.7190082644628,,,,,,,,-0.02174159920549764,0.058305620653802154,0.11609851733719277,-0.16664665668891596,-0.02260592837282007,0.009718553742749698,0.06493878984546626,-0.07020663770651937,-0.05487464453034454,0.010854214638363292,0.027313016438924774,7.251649616405767e-05,-0.041321369610600754,-0.004042998032051995,0.009443405279052406,0.012624515453624627,-0.0559947069915443,-0.023041750460390847,0.0053441319372145015,0.04513531210318964,-0.09179069999394977,-0.08210139882915148,-0.0483214469677975,0.2160019998137603,-0.3702757969141947,-0.2049683621945337,-0.02435750161446203,0.6475925914253381,,,,,,,
0,SVM,mixed_4,correct trials,incorrect trials,0.5971320901862647,168.91735537190084,,,,,,,,-0.02174159920549764,0.058305620653802154,0.11609851733719277,-0.16664665668891596,-0.02260592837282007,0.009718553742749698,0.06493878984546626,-0.07020663770651937,-0.05487464453034454,0.010854214638363292,0.027313016438924774,7.251649616405767e-05,-0.041321369610600754,-0.004042998032051995,0.009443405279052406,0.012624515453624627,-0.0559947069915443,-0.023041750460390847,0.0053441319372145015,0.04513531210318964,-0.09179069999394977,-0.08210139882915148,-0.0483214469677975,0.2160019998137603,-0.3702757969141947,-0.2049683621945337,-0.02435750161446203,0.6475925914253381,,,,,,,
0,SVM,mixed_4,incorrect trials,correct trials,0.5439349243960444,457.7190082644628,,,,,,,,-0.01552473374082776,0.01718919761536047,0.03664300485941761,-0.10406283115596086,-0.017454609174851508,0.031594652229146786,-0.012632784364347222,-0.04984526198658917,-0.025483632972068865,-0.003779312743264306,0.04156470539449553,0.04141101880362275,-0.06495718337772073,0.04814908329509125,-0.003721562652872893,0.13141258749502424,-0.055580393795473325,0.010617001795274911,0.050989729294430304,0.06511533532545921,-0.08347750149246094,0.02832642553975615,0.05462534753125353,0.16931409378945841,-0.22033345488710052,0.07240746066007377,0.18579195875142085,0.41093796557819756,,,,,,,
0,SVM,mixed_4,incorrect trials,incorrect trials,0.5603109851958733,168.91735537190084,,,,,,,,-0.01552473374082776,0.01718919761536047,0.03664300485941761,-0.10406283115596086,-0.017454609174851508,0.031594652229146786,-0.012632784364347222,-0.04984526198658917,-0.025483632972068865,-0.003779312743264306,0.04156470539449553,0.04141101880362275,-0.06495718337772073,0.04814908329509125,-0.003721562652872893,0.13141258749502424,-0.055580393795473325,0.010617001795274911,0.050989729294430304,0.06511533532545921,-0.08347750149246094,0.02832642553975615,0.05462534753125353,0.16931409378945841,-0.22033345488710052,0.07240746066007377,0.18579195875142085,0.41093796557819756,,,,,,,
