filename,decoder,source,accuracy_train,accuracy_test,condition,fold,score,n_sample,weight T-3 C-0,weight T-3 C-1,weight T-3 C-2,weight T-3 C-3,weight T-2 C-0,weight T-2 C-1,weight T-2 C-2,weight T-2 C-3,weight T-1 C-0,weight T-1 C-1,weight T-1 C-2,weight T-1 C-3,feature importance T-3,feature importance T-2,feature importance T-1,hidden states T-3,hidden states T-2,hidden states T-1
../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,RNN,cognitive,correct trials,incorrect trials,"T-3,T-2,T-1",7.5,0.5895046434793145,1575.6363636363637,,,,,,,,,,,,,,,,0.19756078472974795,0.2976742928890003,0.35248091179792856
../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,RNN,cognitive,correct trials,incorrect trials,"T-7,T-6,T-5",7.5,0.5455303403020326,1575.6363636363637,,,,,,,,,,,,,,,,0.16321723270282912,0.2674001302750019,0.32706776486355177
../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,RNN,cognitive,incorrect trials,correct trials,"T-3,T-2,T-1",7.5,0.5689735402054512,2737.3636363636365,,,,,,,,,,,,,,,,0.2317318802075037,0.3611522691366686,0.42640329248123715
../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,RNN,cognitive,incorrect trials,correct trials,"T-7,T-6,T-5",7.5,0.545148947266365,2737.3636363636365,,,,,,,,,,,,,,,,0.22274719864997844,0.35138930613704195,0.4161564834595827
../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,RNN,cognitive,incorrect trials,incorrect trials,"T-3,T-2,T-1",7.5,0.595721995327482,1575.6363636363637,,,,,,,,,,,,,,,,0.23409320551118898,0.3620907627681101,0.42708323716545815
../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,RNN,cognitive,incorrect trials,incorrect trials,"T-7,T-6,T-5",7.5,0.5561162226938612,1575.6363636363637,,,,,,,,,,,,,,,,0.22422434816094625,0.3531988862034103,0.4176829625661908
../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,SVM,cognitive,correct trials,correct trials,"T-3,T-2,T-1",7.5,0.6081308473963122,2737.3636363636365,-0.11557639712767863,-0.06299224962194473,0.015066307908252146,0.14726534394007362,-0.12245399890442986,-0.07102537959577557,0.004193598560124433,0.1704131273569347,-0.21566650833854534,-0.11789023792908063,0.004363998162364901,0.3066395427764607,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,SVM,cognitive,correct trials,correct trials,"T-7,T-6,T-5",7.5,0.5527639891512508,2737.3636363636365,-0.10682044822686217,-0.05691402644661263,0.016212148509201395,0.12721217752011435,-0.112424281584632,-0.06192562258128036,0.009106829541454446,0.14140310967553885,-0.13326309957552857,-0.08146575085475034,0.007603159217343767,0.18024977985685217,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,SVM,cognitive,correct trials,incorrect trials,"T-3,T-2,T-1",7.5,0.6111313078838725,1575.6363636363637,-0.11557639712767863,-0.06299224962194473,0.015066307908252146,0.14726534394007362,-0.12245399890442986,-0.07102537959577557,0.004193598560124433,0.1704131273569347,-0.21566650833854534,-0.11789023792908063,0.004363998162364901,0.3066395427764607,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,SVM,cognitive,correct trials,incorrect trials,"T-7,T-6,T-5",7.5,0.5641289108585832,1575.6363636363637,-0.10682044822686217,-0.05691402644661263,0.016212148509201395,0.12721217752011435,-0.112424281584632,-0.06192562258128036,0.009106829541454446,0.14140310967553885,-0.13326309957552857,-0.08146575085475034,0.007603159217343767,0.18024977985685217,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,SVM,cognitive,incorrect trials,correct trials,"T-3,T-2,T-1",7.5,0.6085994526805755,2737.3636363636365,-0.09801626475265696,-0.03724252386357778,0.04081799698703728,0.18396233355739433,-0.11337988967028362,-0.03023898916820564,0.04687178309059858,0.20034523986244268,-0.20248730988985103,-0.02439353645882376,0.09219698596623851,0.3237366282947565,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,SVM,cognitive,incorrect trials,correct trials,"T-7,T-6,T-5",7.5,0.557492076814241,2737.3636363636365,-0.10252909990696334,-0.029901970313699792,0.04485170436346594,0.16041293099600054,-0.10212891131556874,-0.029310509511185613,0.0429995417585717,0.15858055207528257,-0.1294429967067894,-0.030585465086537568,0.05509782965335655,0.21329387902892216,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,SVM,cognitive,incorrect trials,incorrect trials,"T-3,T-2,T-1",7.5,0.6317247674730109,1575.6363636363637,-0.09801626475265696,-0.03724252386357778,0.04081799698703728,0.18396233355739433,-0.11337988967028362,-0.03023898916820564,0.04687178309059858,0.20034523986244268,-0.20248730988985103,-0.02439353645882376,0.09219698596623851,0.3237366282947565,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,SVM,cognitive,incorrect trials,incorrect trials,"T-7,T-6,T-5",7.5,0.58310874785938,1575.6363636363637,-0.10252909990696334,-0.029901970313699792,0.04485170436346594,0.16041293099600054,-0.10212891131556874,-0.029310509511185613,0.0429995417585717,0.15858055207528257,-0.1294429967067894,-0.030585465086537568,0.05509782965335655,0.21329387902892216,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,RF,cognitive,correct trials,correct trials,"T-3,T-2,T-1",7.5,0.6449907414418674,2078.625,,,,,,,,,,,,,0.014304431286376498,0.021805840994972795,0.0683052271796308,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,RF,cognitive,correct trials,correct trials,"T-7,T-6,T-5",7.5,0.5895764112690246,2078.625,,,,,,,,,,,,,0.01294724561172119,0.015856349033182345,0.02459767667010537,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,RF,cognitive,correct trials,incorrect trials,"T-3,T-2,T-1",7.5,0.6638869045023855,1073.375,,,,,,,,,,,,,0.01723907752813561,0.025136106808052394,0.08339933457305888,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,RF,cognitive,correct trials,incorrect trials,"T-7,T-6,T-5",7.5,0.6038041132510064,1073.375,,,,,,,,,,,,,0.013690473687522327,0.01993898776921022,0.02598780283340676,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,RF,cognitive,incorrect trials,correct trials,"T-3,T-2,T-1",7.5,0.6337469587675479,2078.625,,,,,,,,,,,,,0.01402282114371972,0.022588806801137132,0.06298074716439182,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,RF,cognitive,incorrect trials,correct trials,"T-7,T-6,T-5",7.5,0.5835461879874972,2078.625,,,,,,,,,,,,,0.01676250824609869,0.016375493901926386,0.024517416861271867,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,RF,cognitive,incorrect trials,incorrect trials,"T-3,T-2,T-1",7.5,0.6524765091099534,1073.375,,,,,,,,,,,,,0.017061175019833553,0.024862199885344525,0.07806271096354983,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,RF,cognitive,incorrect trials,incorrect trials,"T-7,T-6,T-5",7.5,0.596678849755882,1073.375,,,,,,,,,,,,,0.018786435925645988,0.021802670552930652,0.02563373630103196,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,RNN,cognitive,correct trials,correct trials,"T-3,T-2,T-1",7.5,0.5926055723982089,2078.625,,,,,,,,,,,,,,,,0.1913645972199447,0.29216926226217765,0.3475189616292482
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,RNN,cognitive,correct trials,correct trials,"T-7,T-6,T-5",7.5,0.5509465642066307,2078.625,,,,,,,,,,,,,,,,0.16023855940875364,0.2652079366307589,0.3271690715919249
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,RNN,cognitive,correct trials,incorrect trials,"T-3,T-2,T-1",7.5,0.5912630554008718,1073.375,,,,,,,,,,,,,,,,0.1919542982996063,0.2975032211325015,0.35384239378527127
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,RNN,cognitive,correct trials,incorrect trials,"T-7,T-6,T-5",7.5,0.5479456002213989,1073.375,,,,,,,,,,,,,,,,0.1603381198401621,0.26410844889323926,0.3260216242779279
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,RNN,cognitive,incorrect trials,correct trials,"T-3,T-2,T-1",7.5,0.5856763803200279,2078.625,,,,,,,,,,,,,,,,0.23077628270038986,0.36167238149573677,0.4304836182309373
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,RNN,cognitive,incorrect trials,correct trials,"T-7,T-6,T-5",7.5,0.5550751888435489,2078.625,,,,,,,,,,,,,,,,0.2230862611231714,0.3548752881906694,0.42260084132794873
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,RNN,cognitive,incorrect trials,incorrect trials,"T-3,T-2,T-1",7.5,0.5889499502785639,1073.375,,,,,,,,,,,,,,,,0.2311684483938734,0.3648694476360106,0.4338584398064995
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,RNN,cognitive,incorrect trials,incorrect trials,"T-7,T-6,T-5",7.5,0.5529611151028123,1073.375,,,,,,,,,,,,,,,,0.22302323647454614,0.35423596258624457,0.42301386214239756
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,SVM,cognitive,correct trials,correct trials,"T-3,T-2,T-1",7.5,0.6122804337499672,2078.625,-0.11557639712767886,-0.06299224962194484,0.015066307908252159,0.14726534394007368,-0.12245399890442955,-0.07102537959577561,0.00419359856012443,0.17041312735693456,-0.21566650833854561,-0.11789023792908045,0.004363998162364903,0.3066395427764604,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,SVM,cognitive,correct trials,correct trials,"T-7,T-6,T-5",7.5,0.570134547388483,2078.625,-0.10682044822686212,-0.05691402644661261,0.01621214850920139,0.12721217752011432,-0.11242428158463183,-0.0619256225812804,0.009106829541454439,0.141403109675539,-0.1332630995755284,-0.08146575085475029,0.007603159217343758,0.18024977985685234,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,SVM,cognitive,correct trials,incorrect trials,"T-3,T-2,T-1",7.5,0.6214723657621001,1073.375,-0.11557639712767886,-0.06299224962194484,0.015066307908252159,0.14726534394007368,-0.12245399890442955,-0.07102537959577561,0.00419359856012443,0.17041312735693456,-0.21566650833854561,-0.11789023792908045,0.004363998162364903,0.3066395427764604,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,SVM,cognitive,correct trials,incorrect trials,"T-7,T-6,T-5",7.5,0.5818719821563005,1073.375,-0.10682044822686212,-0.05691402644661261,0.01621214850920139,0.12721217752011432,-0.11242428158463183,-0.0619256225812804,0.009106829541454439,0.141403109675539,-0.1332630995755284,-0.08146575085475029,0.007603159217343758,0.18024977985685234,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,SVM,cognitive,incorrect trials,correct trials,"T-3,T-2,T-1",7.5,0.6070085084632748,2078.625,-0.09801626475265691,-0.0372425238635778,0.04081799698703731,0.18396233355739405,-0.11337988967028359,-0.03023898916820558,0.046871783090598605,0.20034523986244238,-0.2024873098898511,-0.02439353645882376,0.09219698596623849,0.32373662829475613,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,SVM,cognitive,incorrect trials,correct trials,"T-7,T-6,T-5",7.5,0.5722054252966038,2078.625,-0.10252909990696339,-0.029901970313699813,0.04485170436346593,0.16041293099600065,-0.10212891131556885,-0.0293105095111856,0.04299954175857175,0.15858055207528257,-0.12944299670678913,-0.030585465086537547,0.05509782965335652,0.2132938790289218,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,SVM,cognitive,incorrect trials,incorrect trials,"T-3,T-2,T-1",7.5,0.6336839592750977,1073.375,-0.09801626475265691,-0.0372425238635778,0.04081799698703731,0.18396233355739405,-0.11337988967028359,-0.03023898916820558,0.046871783090598605,0.20034523986244238,-0.2024873098898511,-0.02439353645882376,0.09219698596623849,0.32373662829475613,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,SVM,cognitive,incorrect trials,incorrect trials,"T-7,T-6,T-5",7.5,0.5971136669475459,1073.375,-0.10252909990696339,-0.029901970313699813,0.04485170436346593,0.16041293099600065,-0.10212891131556885,-0.0293105095111856,0.04299954175857175,0.15858055207528257,-0.12944299670678913,-0.030585465086537547,0.05509782965335652,0.2132938790289218,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,RF,cognitive,correct trials,correct trials,"T-3,T-2,T-1",7.5,0.6358491077946395,2052.2,,,,,,,,,,,,,0.014635645120669488,0.01889979457749088,0.04953640322768482,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,RF,cognitive,correct trials,correct trials,"T-7,T-6,T-5",7.5,0.5975311334334615,2052.2,,,,,,,,,,,,,0.015154222943399876,0.015922976057596006,0.02415456456849301,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,RF,cognitive,correct trials,incorrect trials,"T-3,T-2,T-1",7.5,0.6569585025943,1180.8,,,,,,,,,,,,,0.009454048906650796,0.013542172779937833,0.04930991240648509,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,RF,cognitive,correct trials,incorrect trials,"T-7,T-6,T-5",7.5,0.6241718876742728,1180.8,,,,,,,,,,,,,0.013613384735386792,0.0164141873979273,0.021290623981539025,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,RF,cognitive,incorrect trials,correct trials,"T-3,T-2,T-1",7.5,0.6249139134756905,2052.2,,,,,,,,,,,,,0.014083135635288433,0.018663688659504598,0.046391309492162934,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,RF,cognitive,incorrect trials,correct trials,"T-7,T-6,T-5",7.5,0.5874033955754124,2052.2,,,,,,,,,,,,,0.015846723285498507,0.015303725396167827,0.020818988106532196,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,RF,cognitive,incorrect trials,incorrect trials,"T-3,T-2,T-1",7.5,0.6498857279782732,1180.8,,,,,,,,,,,,,0.0107312179705888,0.016065519111401482,0.04659420313713994,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,RF,cognitive,incorrect trials,incorrect trials,"T-7,T-6,T-5",7.5,0.6129578278661393,1180.8,,,,,,,,,,,,,0.013848985793911474,0.015765497739434396,0.020319934445847638,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,RNN,cognitive,correct trials,correct trials,"T-3,T-2,T-1",7.5,0.5788468566115198,2052.2,,,,,,,,,,,,,,,,0.16810740412086791,0.25124080559471623,0.2938281835716528
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,RNN,cognitive,correct trials,correct trials,"T-7,T-6,T-5",7.5,0.5416151420858399,2052.2,,,,,,,,,,,,,,,,0.13879128038825,0.2245581575189135,0.2725406738454088
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,RNN,cognitive,correct trials,incorrect trials,"T-3,T-2,T-1",7.5,0.5752470314355412,1180.8,,,,,,,,,,,,,,,,0.16972038397701303,0.2541532281732846,0.2972408902520935
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,RNN,cognitive,correct trials,incorrect trials,"T-7,T-6,T-5",7.5,0.5459551614019412,1180.8,,,,,,,,,,,,,,,,0.13758478923991788,0.22271541401666278,0.2713553544036889
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,RNN,cognitive,incorrect trials,correct trials,"T-3,T-2,T-1",7.5,0.5758206820650031,2052.2,,,,,,,,,,,,,,,,0.2102210787750664,0.3241277002336574,0.3811696730276405
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,RNN,cognitive,incorrect trials,correct trials,"T-7,T-6,T-5",7.5,0.5499981951211238,2052.2,,,,,,,,,,,,,,,,0.2035884992913149,0.319058622190884,0.37631839417930074
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,RNN,cognitive,incorrect trials,incorrect trials,"T-3,T-2,T-1",7.5,0.6001150096986261,1180.8,,,,,,,,,,,,,,,,0.21147829189309655,0.32638032829090663,0.38329394632407154
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,RNN,cognitive,incorrect trials,incorrect trials,"T-7,T-6,T-5",7.5,0.5788554249262766,1180.8,,,,,,,,,,,,,,,,0.20267879265738883,0.3176621877961831,0.3752726817421111
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,SVM,cognitive,correct trials,correct trials,"T-3,T-2,T-1",7.5,0.6029995369109625,2052.2,-0.11557639712767882,-0.06299224962194484,0.015066307908252157,0.14726534394007365,-0.1224539989044299,-0.07102537959577547,0.004193598560124432,0.17041312735693445,-0.21566650833854598,-0.11789023792908056,0.004363998162364899,0.30663954277646016,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,SVM,cognitive,correct trials,correct trials,"T-7,T-6,T-5",7.5,0.5682432075444273,2052.2,-0.10682044822686204,-0.056914026446612635,0.016212148509201416,0.12721217752011413,-0.11242428158463195,-0.06192562258128032,0.009106829541454425,0.1414031096755388,-0.13326309957552862,-0.08146575085475054,0.007603159217343749,0.1802497798568524,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,SVM,cognitive,correct trials,incorrect trials,"T-3,T-2,T-1",7.5,0.6124793305790384,1180.8,-0.11557639712767882,-0.06299224962194484,0.015066307908252157,0.14726534394007365,-0.1224539989044299,-0.07102537959577547,0.004193598560124432,0.17041312735693445,-0.21566650833854598,-0.11789023792908056,0.004363998162364899,0.30663954277646016,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,SVM,cognitive,correct trials,incorrect trials,"T-7,T-6,T-5",7.5,0.582318183873898,1180.8,-0.10682044822686204,-0.056914026446612635,0.016212148509201416,0.12721217752011413,-0.11242428158463195,-0.06192562258128032,0.009106829541454425,0.1414031096755388,-0.13326309957552862,-0.08146575085475054,0.007603159217343749,0.1802497798568524,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,SVM,cognitive,incorrect trials,correct trials,"T-3,T-2,T-1",7.5,0.608447491142636,2052.2,-0.09801626475265686,-0.03724252386357772,0.04081799698703721,0.1839623335573945,-0.11337988967028355,-0.030238989168205603,0.0468717830905986,0.20034523986244224,-0.2024873098898509,-0.024393536458823705,0.09219698596623858,0.3237366282947558,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,SVM,cognitive,incorrect trials,correct trials,"T-7,T-6,T-5",7.5,0.577116314598595,2052.2,-0.10252909990696356,-0.029901970313699767,0.04485170436346598,0.1604129309960004,-0.10212891131556903,-0.02931050951118563,0.04299954175857171,0.15858055207528238,-0.12944299670678952,-0.030585465086537582,0.05509782965335645,0.21329387902892183,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,SVM,cognitive,incorrect trials,incorrect trials,"T-3,T-2,T-1",7.5,0.6389428325995972,1180.8,-0.09801626475265686,-0.03724252386357772,0.04081799698703721,0.1839623335573945,-0.11337988967028355,-0.030238989168205603,0.0468717830905986,0.20034523986244224,-0.2024873098898509,-0.024393536458823705,0.09219698596623858,0.3237366282947558,,,,,,
../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,SVM,cognitive,incorrect trials,incorrect trials,"T-7,T-6,T-5",7.5,0.6065688901124798,1180.8,-0.10252909990696356,-0.029901970313699767,0.04485170436346598,0.1604129309960004,-0.10212891131556903,-0.02931050951118563,0.04299954175857171,0.15858055207528238,-0.12944299670678952,-0.030585465086537582,0.05509782965335645,0.21329387902892183,,,,,,
../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,RF,cognitive,correct trials,correct trials,"T-3,T-2,T-1",7.5,0.556426464986978,34.132075471698116,,,,,,,,,,,,,-0.006170671027869883,-0.004840254391420068,0.0024803366518640446,,,
../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,RF,cognitive,correct trials,correct trials,"T-7,T-6,T-5",7.5,0.5559512215999362,34.132075471698116,,,,,,,,,,,,,0.0034969540020423837,-0.006428154181161776,0.005899516272269623,,,
../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,RF,cognitive,correct trials,incorrect trials,"T-3,T-2,T-1",7.5,0.5727184461767731,18.867924528301888,,,,,,,,,,,,,-0.005762240648470519,-0.0026069192395413586,-0.0023451810772822526,,,
../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,RF,cognitive,correct trials,incorrect trials,"T-7,T-6,T-5",7.5,0.5808745262103806,18.867924528301888,,,,,,,,,,,,,0.007259120927463218,0.0012722385046747757,-0.008912528157057675,,,
../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,RF,cognitive,incorrect trials,correct trials,"T-3,T-2,T-1",7.5,0.5513966478097184,34.132075471698116,,,,,,,,,,,,,-0.0058458618223888705,-0.002512761703021984,0.0035197268659030536,,,
../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,RF,cognitive,incorrect trials,correct trials,"T-7,T-6,T-5",7.5,0.548766119643878,34.132075471698116,,,,,,,,,,,,,0.0037847044026986095,-0.005800439132204861,0.0059649823042491395,,,
../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,RF,cognitive,incorrect trials,incorrect trials,"T-3,T-2,T-1",7.5,0.5775329931795083,18.867924528301888,,,,,,,,,,,,,-0.003753698982005015,-0.0002856722326254528,-0.0006608843793643206,,,
../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,RF,cognitive,incorrect trials,incorrect trials,"T-7,T-6,T-5",7.5,0.581153797251788,18.867924528301888,,,,,,,,,,,,,0.00903043883436455,-0.0021906270764336434,-0.008605085861197525,,,
../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,RNN,cognitive,correct trials,correct trials,"T-3,T-2,T-1",7.5,0.5372026137136745,34.132075471698116,,,,,,,,,,,,,,,,0.15452685564995813,0.24450802401571428,0.2997184674358374
../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,RNN,cognitive,correct trials,correct trials,"T-7,T-6,T-5",7.5,0.5384997823334942,34.132075471698116,,,,,,,,,,,,,,,,0.12905246730306832,0.21534580872067413,0.27248183806694404
../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,RNN,cognitive,correct trials,incorrect trials,"T-3,T-2,T-1",7.5,0.5432753914860762,18.867924528301888,,,,,,,,,,,,,,,,0.1568650279110649,0.24175264516891748,0.29068385368867344
../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,RNN,cognitive,correct trials,incorrect trials,"T-7,T-6,T-5",7.5,0.5434446828249363,18.867924528301888,,,,,,,,,,,,,,,,0.13945151277397907,0.22971563922026622,0.2864240218692636
../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,RNN,cognitive,incorrect trials,correct trials,"T-3,T-2,T-1",7.5,0.5108134430604009,34.132075471698116,,,,,,,,,,,,,,,,0.20730345834824718,0.3368929199373527,0.4133967216838292
../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,RNN,cognitive,incorrect trials,correct trials,"T-7,T-6,T-5",7.5,0.5132275446152058,34.132075471698116,,,,,,,,,,,,,,,,0.20200325072279535,0.32828847295384994,0.40279528900776673
../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,RNN,cognitive,incorrect trials,incorrect trials,"T-3,T-2,T-1",7.5,0.540751876067539,18.867924528301888,,,,,,,,,,,,,,,,0.2092695867965099,0.33571340469561106,0.4111180573162065
../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,RNN,cognitive,incorrect trials,incorrect trials,"T-7,T-6,T-5",7.5,0.5493531804675686,18.867924528301888,,,,,,,,,,,,,,,,0.21116670429869117,0.33984411920899665,0.4137319325851628
../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,SVM,cognitive,correct trials,correct trials,"T-3,T-2,T-1",7.5,0.5549956023297701,34.132075471698116,-0.11557639712767778,-0.06299224962194493,0.015066307908252162,0.1472653439400731,-0.12245399890443034,-0.07102537959577537,0.004193598560124426,0.1704131273569343,-0.21566650833854664,-0.11789023792908024,0.004363998162364903,0.3066395427764609,,,,,,
../data/targets/cognitive-4-rating/data_Paulewicz_unpub1.csv,SVM,cognitive,correct trials,correct trials,"T-7,T-6,T-5",7.5,0.5392684979679113,34.132075471698116,-0.10682044822686095,-0.05691402644661253,0.016212148509201423,0.12721217752011482,-0.11242428158463283,-0.06192562258128053,0.009106829541454527,0.14140310967553948,-0.13326309957552743,-0.08146575085475083,0.0076031592173436986,0.18024977985685045,,,,,,
