study_name,decoder,condition,fold,score,n_sample,feature_importance T-3,feature_importance T-2,feature_importance T-1,hidden_state T-3,hidden_state T-2,hidden_state T-1,weight T-3 C-0,weight T-3 C-1,weight T-3 C-2,weight T-3 C-3,weight T-2 C-0,weight T-2 C-1,weight T-2 C-2,weight T-2 C-3,weight T-1 C-0,weight T-1 C-1,weight T-1 C-2,weight T-1 C-3
data_Gajdos_2019,SVM,"T-7,T-6,T-5",10.5,0.5201025801253184,515.2272727272727,,,,,,,-0.03671610085692515,-0.032395284445861004,-0.00587037504305041,0.057939878231011654,-0.033957417557278,-0.03195495173799474,-0.005308610962573458,0.0552250330950759,-0.03238568696358476,-0.030795971671321667,-0.0285654267416006,0.07640096133091744
data_Haddara_unpub,RF,"T-3,T-2,T-1",221.0,0.5897924662262324,473.0,0.012545561397838419,0.01474600086368027,0.03115049033493784,,,,,,,,,,,,,,,
data_Haddara_unpub,RF,"T-7,T-6,T-5",221.0,0.5657990103398398,473.0,0.011620736801806579,0.01166308354230728,0.017111891214084973,,,,,,,,,,,,,,,
data_Haddara_unpub,RNN,"T-3,T-2,T-1",221.0,0.6219876675801287,21143.5,,,,0.08604818275243015,0.12341394351495934,0.14237151528943437,,,,,,,,,,,,
data_Haddara_unpub,RNN,"T-7,T-6,T-5",221.0,0.6054541572739548,21143.5,,,,0.07359471670499083,0.11157597498788234,0.13273143673877486,,,,,,,,,,,,
data_Haddara_unpub,SVM,"T-3,T-2,T-1",221.0,0.5447912404599872,473.0,,,,,,,-0.036960748840065116,-0.06733177053163263,-0.027864703757586522,0.10857352676676761,-0.042917341370269146,-0.06175699282853076,-0.02806445454755498,0.1076821778374961,-0.060898218629895855,-0.07765091424428495,-0.02814501865185664,0.1327246854304608
data_Haddara_unpub,SVM,"T-7,T-6,T-5",221.0,0.5326927120344184,473.0,,,,,,,-0.04246404574052751,-0.06122656576937413,-0.024093703507756088,0.1020366983153526,-0.04088957567855732,-0.061618544907313555,-0.02403192734518721,0.1012606267497757,-0.042520777800928916,-0.06971886251713423,-0.027020393793262657,0.1122026040397122
data_Koculak_unpub,RF,"T-3,T-2,T-1",26.5,0.5553246885800237,629.3333333333334,0.011801492186029992,0.009894202016373836,0.02007834754211146,,,,,,,,,,,,,,,
data_Koculak_unpub,RF,"T-7,T-6,T-5",26.5,0.5378818193536845,629.3333333333334,0.008400110219215062,0.01020038933354975,0.009810518808414995,,,,,,,,,,,,,,,
data_Koculak_unpub,RNN,"T-3,T-2,T-1",26.5,0.5814873408219808,3650.3518518518517,,,,0.1484323578737935,0.24027894342779527,0.29970684942478937,,,,,,,,,,,,
data_Koculak_unpub,RNN,"T-7,T-6,T-5",26.5,0.5698314863988576,3650.3518518518517,,,,0.12568266882509405,0.21472461151683497,0.27792687908987757,,,,,,,,,,,,
data_Koculak_unpub,SVM,"T-3,T-2,T-1",26.5,0.5376539570999154,629.3333333333334,,,,,,,-0.08955532605229331,-0.02229058036658666,0.07093957658616805,0.0664705002395878,-0.10240683973457854,-0.018332637606248918,0.08301405566477912,0.06092660881583659,-0.12792227994195457,-0.002325567003137436,0.08585673761213129,0.066957100343472
data_Koculak_unpub,SVM,"T-7,T-6,T-5",26.5,0.5225119992635721,629.3333333333334,,,,,,,-0.08689860175647157,-0.027810913618998925,0.07703597687181707,0.064454521302345,-0.09918289393982065,-0.0116945235463498,0.0710821899447976,0.06347826061233225,-0.09577276585834282,-0.022210621155804917,0.077761226458173,0.06660670192151062
data_Law_unpub,RF,"T-3,T-2,T-1",7.5,0.6433588059423347,1193.0,0.009383707036528775,0.02289328101203547,0.09340503943024434,,,,,,,,,,,,,,,
data_Law_unpub,RF,"T-7,T-6,T-5",7.5,0.5583060637300096,1193.0,0.013108545151350964,0.016189877920927267,0.021009613094833207,,,,,,,,,,,,,,,
data_Law_unpub,RNN,"T-3,T-2,T-1",7.5,0.6488806054286481,2386.0,,,,0.15811095410026607,0.2137169209890999,0.23743133654352278,,,,,,,,,,,,
data_Law_unpub,RNN,"T-7,T-6,T-5",7.5,0.584959100942054,2386.0,,,,0.10819849220570175,0.1796689254697412,0.2237635055789724,,,,,,,,,,,,
data_Law_unpub,SVM,"T-3,T-2,T-1",7.5,0.5489157604144803,1193.0,,,,,,,-0.0361560038707575,-0.03806321610680686,0.0021347673683094373,0.07090330396274971,-0.023895843166479483,-0.04440836321179077,0.008092161176294983,0.0604403054201897,-0.030307958837694004,-0.05829380130678469,-0.005283891592226144,0.09741154794021732
data_Law_unpub,SVM,"T-7,T-6,T-5",7.5,0.5218675756874661,1193.0,,,,,,,-0.010477200485147671,-0.03855289575241538,-0.0026588342929092373,0.05484313258302587,-0.02367446875743054,-0.025042246187415112,-0.011380959480695663,0.06104139715341081,-0.028823779413221225,-0.03594423645088343,0.011809608497426518,0.05099001040120066
data_Maniscalco_2017_expt1,RF,"T-3,T-2,T-1",14.5,0.6172666771445168,955.2333333333333,0.013298510825683415,0.011153729309021716,0.05456753902416888,,,,,,,,,,,,,,,
data_Maniscalco_2017_expt1,RF,"T-7,T-6,T-5",14.5,0.5644049379238509,955.2333333333333,0.010394064950266273,0.008723446427695588,0.012472259930491258,,,,,,,,,,,,,,,
data_Maniscalco_2017_expt1,RNN,"T-3,T-2,T-1",14.5,0.6238606301531308,3247.9166666666665,,,,0.12595127712314327,0.17521954169496895,0.20199735065301258,,,,,,,,,,,,
data_Maniscalco_2017_expt1,RNN,"T-7,T-6,T-5",14.5,0.58662670184925,3247.9166666666665,,,,0.09582075783982873,0.15374420831600824,0.19142880706737436,,,,,,,,,,,,
data_Maniscalco_2017_expt1,SVM,"T-3,T-2,T-1",14.5,0.5788712153848764,955.2333333333333,,,,,,,-0.0981038870314341,-0.042432361003896815,0.015932207700924135,0.10808468642248988,-0.0912272788102298,-0.04445009766811734,0.012706119315941022,0.10679577029187737,-0.12242376919991174,-0.0726716871118175,0.014420179877896554,0.1563613328228635
data_Maniscalco_2017_expt1,SVM,"T-7,T-6,T-5",14.5,0.5419106797692331,955.2333333333333,,,,,,,-0.08825463882271642,-0.032950660439907235,0.003963206935662256,0.10214958330520672,-0.08302727412003835,-0.044937357230296245,0.013976621248392603,0.09781918925664838,-0.09739885222514948,-0.0351766682494447,0.0060737053252815625,0.10991383576413462
data_Maniscalco_2017_expt2,RF,"T-3,T-2,T-1",20.0,0.571520234881222,493.1951219512195,0.005756885444419165,0.006516349467370998,0.04903912311854477,,,,,,,,,,,,,,,
data_Maniscalco_2017_expt2,RF,"T-7,T-6,T-5",20.0,0.5376336839215575,493.1951219512195,0.010434090077283008,0.010296313738096478,0.012152292478024664,,,,,,,,,,,,,,,
data_Maniscalco_2017_expt2,RNN,"T-3,T-2,T-1",20.0,0.5782018275820343,2219.5853658536585,,,,0.05180593209750041,0.0761700446104131,0.09096162439119525,,,,,,,,,,,,
data_Maniscalco_2017_expt2,RNN,"T-7,T-6,T-5",20.0,0.5558150497258236,2219.5853658536585,,,,0.04373916142290775,0.07114675011281377,0.09029496647417544,,,,,,,,,,,,
data_Maniscalco_2017_expt2,SVM,"T-3,T-2,T-1",20.0,0.5205617859530557,493.1951219512195,,,,,,,-0.04932914044548622,-0.004334122981662493,0.011978767041881102,0.0374819814945556,-0.049789014580014265,-0.015693122262890886,0.01397773175610065,0.045902173609780966,-0.04829900942361835,-0.025101980829250466,-0.009681746690179023,0.07476912554948531
data_Maniscalco_2017_expt2,SVM,"T-7,T-6,T-5",20.0,0.5115893126683372,493.1951219512195,,,,,,,-0.038039945418597544,-0.02512882808906258,0.007999884527338718,0.048835828438565966,-0.03437317427024637,-0.023380727267631823,0.014121174914849214,0.038324784392418786,-0.0381718196141841,-0.02218806241311399,0.002775507852353022,0.0512388576304992
data_Maniscalco_2017_expt3,RF,"T-3,T-2,T-1",10.0,0.6088866777999037,620.952380952381,0.014691677310109326,0.013863862039705275,0.057485004993625605,,,,,,,,,,,,,,,
data_Maniscalco_2017_expt3,RF,"T-7,T-6,T-5",10.0,0.5604456835456104,620.952380952381,0.007746810422701168,0.012345098595880595,0.017686385832833024,,,,,,,,,,,,,,,
data_Maniscalco_2017_expt3,RNN,"T-3,T-2,T-1",10.0,0.6125513368649648,1552.547619047619,,,,0.06853598110111696,0.10058726370334622,0.11923347868113998,,,,,,,,,,,,
data_Maniscalco_2017_expt3,RNN,"T-7,T-6,T-5",10.0,0.5773373455614488,1552.547619047619,,,,0.05626165893461022,0.0898028485299576,0.1107916731076936,,,,,,,,,,,,
data_Maniscalco_2017_expt3,SVM,"T-3,T-2,T-1",10.0,0.5608628452139667,620.952380952381,,,,,,,-0.07576696091889484,-0.05407119708922044,-0.0010193934139106093,0.11392290304278274,-0.07952411437419903,-0.039357401533637336,0.000589635464196781,0.10346772661050513,-0.0981234732808898,-0.0818612654707331,-0.0070184606851850535,0.16266601144747256
data_Maniscalco_2017_expt3,SVM,"T-7,T-6,T-5",10.0,0.5303477555804492,620.952380952381,,,,,,,-0.07632587623489176,-0.039398365727342136,-0.0010159632111783267,0.10131603153732234,-0.07429239957516509,-0.05127950962480588,-0.00980929238547577,0.11708619583350374,-0.07525476840233042,-0.057146768772567115,0.011019908169545251,0.10534349746041033
data_Maniscalco_2017_expt4,RF,"T-3,T-2,T-1",16.0,0.6386232580842197,673.6969696969697,0.014441746461211023,0.013339219921492732,0.04653786146001963,,,,,,,,,,,,,,,
data_Maniscalco_2017_expt4,RF,"T-7,T-6,T-5",16.0,0.592573062757505,673.6969696969697,0.008851184643875486,0.01212404244396187,0.005911771522449647,,,,,,,,,,,,,,,
data_Maniscalco_2017_expt4,RNN,"T-3,T-2,T-1",16.0,0.6592924401603812,2492.878787878788,,,,-0.10714963309918389,-0.1869353950870308,-0.24015105340742704,,,,,,,,,,,,
data_Maniscalco_2017_expt4,RNN,"T-7,T-6,T-5",16.0,0.6237117655531091,2492.878787878788,,,,-0.07522463068281383,-0.15458423714859015,-0.22045084148306737,,,,,,,,,,,,
data_Maniscalco_2017_expt4,SVM,"T-3,T-2,T-1",16.0,0.6033764862932671,673.6969696969697,,,,,,,-0.061399152341748524,-0.07321996801816573,-0.06802478678960541,0.1326530444008602,-0.045297268162090676,-0.07878552716566309,-0.06473305781964002,0.1213735205096823,-0.06971102944953458,-0.1000645349166971,-0.088131094753456,0.16744057629065093
data_Maniscalco_2017_expt4,SVM,"T-7,T-6,T-5",16.0,0.5691576860555452,673.6969696969697,,,,,,,-0.039591540293937175,-0.06183832990781803,-0.06164088279711105,0.10624783415839241,-0.05206625448058588,-0.06755168535564239,-0.057669322804916434,0.11519074317589012,-0.04376147316045547,-0.0642678051665312,-0.06045925680239892,0.1094538568810226
data_Shekhar_2018,RF,"T-3,T-2,T-1",9.0,0.6168817862639052,713.0,0.008753408760851006,0.015511616502453042,0.06251245359080199,,,,,,,,,,,,,,,
data_Shekhar_2018,RF,"T-7,T-6,T-5",9.0,0.5464567082244329,713.0,0.00532389515491,0.010555997803372567,0.016784296850806287,,,,,,,,,,,,,,,
data_Shekhar_2018,RNN,"T-3,T-2,T-1",9.0,0.6433554300613324,1640.0,,,,0.08568560949673777,0.11076517275681622,0.12032203194930365,,,,,,,,,,,,
data_Shekhar_2018,RNN,"T-7,T-6,T-5",9.0,0.5849467892285729,1640.0,,,,0.07262456782260221,0.1121840456892785,0.1343068340057997,,,,,,,,,,,,
data_Shekhar_2018,SVM,"T-3,T-2,T-1",9.0,0.540032966826611,713.0,,,,,,,-0.08028891200868876,-0.03600673698751097,0.02027164953222179,0.07681239040614948,-0.08948284059738737,-0.04993240599813316,0.03266309073511481,0.08439850426470714,-0.12197319194093806,-0.04970826626743754,0.007839964448637772,0.1348060493401858
data_Shekhar_2018,SVM,"T-7,T-6,T-5",9.0,0.5101605702121134,713.0,,,,,,,-0.09281208242696905,-0.03392224185801571,0.029266687244392665,0.07693495502835598,-0.09975906373016394,-0.03051995723506896,0.023316205335157946,0.08551899030202299,-0.10033905628710513,-0.030151106035259567,0.027480133268296004,0.08183702531887727
data_Sherman_2016_JOCN,RF,"T-3,T-2,T-1",8.5,0.618442457615054,1942.3333333333333,0.015503261961566314,0.022198796157862813,0.060105575125698946,,,,,,,,,,,,,,,
data_Sherman_2016_JOCN,RF,"T-7,T-6,T-5",8.5,0.5660355329580722,1942.3333333333333,0.010997081299762464,0.01937284682421732,0.0226162720359652,,,,,,,,,,,,,,,
data_Sherman_2016_JOCN,RNN,"T-3,T-2,T-1",8.5,0.622215675598597,4273.333333333333,,,,0.09694058973238699,0.14788147935824883,0.1787231978960335,,,,,,,,,,,,
data_Sherman_2016_JOCN,RNN,"T-7,T-6,T-5",8.5,0.5793112809362557,4273.333333333333,,,,0.07552460203361178,0.1255192888072795,0.16168321901932356,,,,,,,,,,,,
data_Sherman_2016_JOCN,SVM,"T-3,T-2,T-1",8.5,0.5704774792203793,1942.3333333333333,,,,,,,-0.03931466995331644,-0.04218360973269081,-0.016536413281851976,0.0782214198741009,-0.03503914206839309,-0.05490230650806104,-0.019415645101823652,0.09181949526340734,-0.0680926340759674,-0.07746150942514,-0.030348373790368668,0.14190829488921558
data_Sherman_2016_JOCN,SVM,"T-7,T-6,T-5",8.5,0.5399515676159736,1942.3333333333333,,,,,,,-0.03307137721994593,-0.03227968212776528,-0.003499889167488534,0.04905622682581467,-0.03220185172313231,-0.046127781252709554,-0.009040862540432383,0.06818691517411693,-0.028654383349546127,-0.04325712376772943,-0.017151441232651683,0.07342362722510058
data_Siedlecka_2019,RF,"T-3,T-2,T-1",18.0,0.6604966229258504,385.2162162162162,0.017104198074180677,0.029378769840441667,0.059398681803115305,,,,,,,,,,,,,,,
data_Siedlecka_2019,RF,"T-7,T-6,T-5",18.0,0.610418288080566,385.2162162162162,0.014688538769817554,0.02567062401919922,0.030817828461945862,,,,,,,,,,,,,,,
data_Siedlecka_2019,RNN,"T-3,T-2,T-1",18.0,0.6763285881426526,1579.4594594594594,,,,0.1794618071038024,0.27285181874616976,0.3200015691549492,,,,,,,,,,,,
data_Siedlecka_2019,RNN,"T-7,T-6,T-5",18.0,0.6256588831160282,1579.4594594594594,,,,0.16083515096279616,0.26430219530782384,0.32334243651397676,,,,,,,,,,,,
data_Siedlecka_2019,SVM,"T-3,T-2,T-1",18.0,0.5588204195085824,385.2162162162162,,,,,,,-0.06224644022965914,-0.07645422134297905,0.05195270272166528,0.09061628186840216,-0.07459203917262484,-0.08105861318453092,0.04213977882419989,0.12220700336806323,-0.021199907756026735,-0.05888510842296577,0.010634881049301867,0.08896526993663252
data_Siedlecka_2019,SVM,"T-7,T-6,T-5",18.0,0.5611810963365069,385.2162162162162,,,,,,,-0.05487065380842619,-0.0619904593742467,0.034611616858652196,0.08734188574905735,-0.05591535748666747,-0.06964734532900967,0.036807171267786314,0.09629094023824697,-0.06070313929297208,-0.0697613783025072,0.04252463509962125,0.09293792428643362
data_Wierzchon_2014,RF,"T-3,T-2,T-1",77.0,0.6097261284359811,370.3032258064516,0.004580303379806779,0.012211889961643555,0.04309252452612798,,,,,,,,,,,,,,,
data_Wierzchon_2014,RF,"T-7,T-6,T-5",77.0,0.5459683774539088,370.3032258064516,0.0006664183339044725,0.0053329842262612335,0.003555868397119782,,,,,,,,,,,,,,,
data_Wierzchon_2014,RNN,"T-3,T-2,T-1",77.0,0.6566576264198641,5887.906451612903,,,,-0.26070352530767843,-0.3856697386971885,-0.45028770202470403,,,,,,,,,,,,
data_Wierzchon_2014,RNN,"T-7,T-6,T-5",77.0,0.599190803193543,5887.906451612903,,,,-0.24378406287343693,-0.398112930454156,-0.48797422800318246,,,,,,,,,,,,
data_Wierzchon_2014,SVM,"T-3,T-2,T-1",77.0,0.5937543704143324,370.3032258064516,,,,,,,-0.09151522354400043,-0.07124885806153572,-0.07974975173219497,0.15443634300716874,-0.1064546494556019,-0.10205768463565351,-0.08431842621944442,0.179381059638998,-0.13044007408857206,-0.14861215313818693,-0.1136153142649489,0.23942052123930507
data_Wierzchon_2014,SVM,"T-7,T-6,T-5",77.0,0.5299390711877573,370.3032258064516,,,,,,,-0.0806300648298975,-0.07301919685217495,-0.06357200522219272,0.1237911371009181,-0.09630722004309693,-0.07992666693179967,-0.05786838873945042,0.12815109118354476,-0.10510071604522649,-0.06957578405252024,-0.08642757144612452,0.1504674475463037
data_vanBoxtel_2019_Expt1,RF,"T-3,T-2,T-1",22.0,0.5892979237168304,1593.0,0.008453073664157353,0.013517546347181381,0.054617731292424865,,,,,,,,,,,,,,,
data_vanBoxtel_2019_Expt1,RF,"T-7,T-6,T-5",22.0,0.538483666229202,1593.0,0.00928496512232493,0.009994959874796122,0.01214234136676238,,,,,,,,,,,,,,,
data_vanBoxtel_2019_Expt1,RNN,"T-3,T-2,T-1",22.0,0.6078687348557776,7806.0,,,,0.02293618049265609,0.020257623705806,0.01737935562721556,,,,,,,,,,,,
data_vanBoxtel_2019_Expt1,RNN,"T-7,T-6,T-5",22.0,0.5664294372666154,7806.0,,,,0.010140202030824068,0.006832760235880002,0.00012044152050900518,,,,,,,,,,,,
data_vanBoxtel_2019_Expt1,SVM,"T-3,T-2,T-1",22.0,0.5287979422912656,1593.0,,,,,,,-0.03555826904920056,-0.030618448657526838,0.0001023701728329874,0.04980359290678401,-0.04776895114986595,-0.030010589227259903,-0.004494609156400949,0.06220296584413337,-0.05222768947545495,-0.047806065747762284,-0.005409676790099389,0.08042227479066497
data_vanBoxtel_2019_Expt1,SVM,"T-7,T-6,T-5",22.0,0.5129312395684564,1593.0,,,,,,,-0.030281020198255293,-0.0298015356441363,-0.005347966887005689,0.049514066219820636,-0.03817918829616955,-0.02341866640172777,-0.004919841391034023,0.050192196516945564,-0.03764089959586596,-0.031099712293612337,-0.0021072427345800743,0.053467277062775716
data_vanBoxtel_2019_Expt2,RF,"T-3,T-2,T-1",18.0,0.6206634412339256,1593.0,0.012595436941775815,0.022295425475011062,0.05871900807850976,,,,,,,,,,,,,,,
data_vanBoxtel_2019_Expt2,RF,"T-7,T-6,T-5",18.0,0.570377430382277,1593.0,0.015979104027833344,0.014276679284062798,0.0216973464253479,,,,,,,,,,,,,,,
data_vanBoxtel_2019_Expt2,RNN,"T-3,T-2,T-1",18.0,0.6413717834442904,6531.5,,,,0.0824263350459168,0.10865023409998095,0.11909178274406775,,,,,,,,,,,,
data_vanBoxtel_2019_Expt2,RNN,"T-7,T-6,T-5",18.0,0.599276167993686,6531.5,,,,0.05915549152681754,0.08817719715030711,0.1025398873371651,,,,,,,,,,,,
data_vanBoxtel_2019_Expt2,SVM,"T-3,T-2,T-1",18.0,0.5522993348293793,1593.0,,,,,,,-0.058944278810728314,-0.040050213493657866,0.0009628598095657635,0.08502095204976041,-0.06583702004035465,-0.053067658570923625,0.010060436702593122,0.0937286849910429,-0.08080406445258599,-0.055303624818397464,0.0012061886376325563,0.11746484978665074
data_vanBoxtel_2019_Expt2,SVM,"T-7,T-6,T-5",18.0,0.5308075397767655,1593.0,,,,,,,-0.058364882978522825,-0.04087391827293272,0.008078469476742817,0.07805796722666959,-0.05722571956510071,-0.04247129080361857,0.002171239161193208,0.08425550219835576,-0.06133627230557695,-0.046263365421306324,0.006661945297997506,0.08681298123732947
