study_name,decoder,accuracy_train,accuracy_test,fold,score,n_sample,weight T-7 C-0,weight T-7 C-1,weight T-7 C-2,weight T-7 C-3,weight T-6 C-0,weight T-6 C-1,weight T-6 C-2,weight T-6 C-3,weight T-5 C-0,weight T-5 C-1,weight T-5 C-2,weight T-5 C-3,weight T-4 C-0,weight T-4 C-1,weight T-4 C-2,weight T-4 C-3,weight T-3 C-0,weight T-3 C-1,weight T-3 C-2,weight T-3 C-3,weight T-2 C-0,weight T-2 C-1,weight T-2 C-2,weight T-2 C-3,weight T-1 C-0,weight T-1 C-1,weight T-1 C-2,weight T-1 C-3,hidden_state T-7,hidden_state T-6,hidden_state T-5,hidden_state T-4,hidden_state T-3,hidden_state T-2,hidden_state T-1,feature importance T-7,feature importance T-6,feature importance T-5,feature importance T-4,feature importance T-3,feature importance T-2,feature importance T-1
data_Bang_2019_Exp1,RF,correct trials,correct trials,5.5,0.7849731363355271,2755.6666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01724833013634015,0.020722398542219248,0.02703429183772711,0.03027574100409425,0.025783061641127713,0.035464678840637844,0.19688365740247463
data_Bang_2019_Exp1,RF,correct trials,incorrect trials,5.5,0.6929375700217838,772.8333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011705902436043233,0.014958956127925749,0.018365123238823253,0.018777315951891214,0.014979995685246836,0.021702100314429495,0.07388369922668546
data_Bang_2019_Exp1,RF,incorrect trials,correct trials,5.5,0.7706327480912094,2755.6666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011303287687265892,0.008572973605796399,0.01865176278391506,0.022216283922377428,0.0225215983917134,0.03023473657380872,0.18526066020435983
data_Bang_2019_Exp1,RF,incorrect trials,incorrect trials,5.5,0.680058223482658,772.8333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009516403645708823,0.00881599937210214,0.012234886095668598,0.012249961424366183,0.013130684444318941,0.014437184626783504,0.06287277814866758
data_Bang_2019_Exp1,RNN,correct trials,correct trials,5.5,0.7952658694502351,4409.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06640558107756077,0.05023517701677822,0.04073435795241189,0.03441050864057613,0.029593556265657114,0.025845109213454006,0.0227265356807038,,,,,,,
data_Bang_2019_Exp1,RNN,correct trials,incorrect trials,5.5,0.7089533074111012,772.8333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16642705164849755,0.19328882855673632,0.22179106374581656,0.25113584597905475,0.2787635127703349,0.30585903301835055,0.3293417617678642,,,,,,,
data_Bang_2019_Exp1,RNN,incorrect trials,correct trials,5.5,0.7947798529091123,2755.6666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040850024199850545,0.023584668679783732,0.01033518604648026,-0.0002507807415289068,-0.008982377126812942,-0.016689824095616732,-0.023209688156687964,,,,,,,
data_Bang_2019_Exp1,RNN,incorrect trials,incorrect trials,5.5,0.7469967089119662,1236.7083333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10576287967463333,0.12006426524991787,0.13246325855531418,0.14566007559218025,0.15881884028203785,0.17175970272364793,0.1838865380462569,,,,,,,
data_Bang_2019_Exp1,SVM,correct trials,correct trials,5.5,0.7913229835669311,2755.6666666666665,-0.017741415252317053,0.06185514326261924,0.10689056768315801,-0.16321387601827395,-0.019026797387209277,0.018348660418914597,0.05723131316922637,-0.06785490795817807,-0.044153945355392805,0.006106087460139566,0.031982443893152294,0.006111933666012399,-0.04910240865523918,0.007193826500980467,0.00978826870784775,0.014339689685970375,-0.053981974025197,-0.024804109550360748,0.010798119866423058,0.05104576620136769,-0.09534190989555856,-0.06812137978076742,-0.031647624652645236,0.21643637022299145,-0.3480025349918048,-0.1534929805042864,0.018324093972504025,0.6365365446385719,,,,,,,,,,,,,,
data_Bang_2019_Exp1,SVM,correct trials,incorrect trials,5.5,0.7091759168975188,772.8333333333334,-0.017741415252317053,0.06185514326261924,0.10689056768315801,-0.16321387601827395,-0.019026797387209277,0.018348660418914597,0.05723131316922637,-0.06785490795817807,-0.044153945355392805,0.006106087460139566,0.031982443893152294,0.006111933666012399,-0.04910240865523918,0.007193826500980467,0.00978826870784775,0.014339689685970375,-0.053981974025197,-0.024804109550360748,0.010798119866423058,0.05104576620136769,-0.09534190989555856,-0.06812137978076742,-0.031647624652645236,0.21643637022299145,-0.3480025349918048,-0.1534929805042864,0.018324093972504025,0.6365365446385719,,,,,,,,,,,,,,
data_Bang_2019_Exp1,SVM,incorrect trials,correct trials,5.5,0.7898572830143853,2755.6666666666665,-0.028011676494640755,0.0690181704697069,0.1165002359514798,-0.17281320586415885,-0.016795171471764552,0.02200724955782431,0.05275146125499294,-0.06583594688430824,-0.04075427865425322,-0.004261928714576767,0.03308391818469225,0.013099505711978057,-0.051266117133697824,0.007010077912628576,0.005592128400048392,0.0230875045368288,-0.05804103279085219,-0.024184890144118384,0.01540785208942746,0.05095044605268286,-0.09051715273513657,-0.0705765376711287,-0.036804708258271805,0.22249776340603553,-0.3431279517190658,-0.14986056799511152,0.017232604492812904,0.6355084810081079,,,,,,,,,,,,,,
data_Bang_2019_Exp1,SVM,incorrect trials,incorrect trials,5.5,0.7097239714934829,772.8333333333334,-0.028011676494640755,0.0690181704697069,0.1165002359514798,-0.17281320586415885,-0.016795171471764552,0.02200724955782431,0.05275146125499294,-0.06583594688430824,-0.04075427865425322,-0.004261928714576767,0.03308391818469225,0.013099505711978057,-0.051266117133697824,0.007010077912628576,0.005592128400048392,0.0230875045368288,-0.05804103279085219,-0.024184890144118384,0.01540785208942746,0.05095044605268286,-0.09051715273513657,-0.0705765376711287,-0.036804708258271805,0.22249776340603553,-0.3431279517190658,-0.14986056799511152,0.017232604492812904,0.6355084810081079,,,,,,,,,,,,,,
data_Bang_2019_Exp2,RF,correct trials,correct trials,100.0,0.6270139778727747,140.53731343283582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010215966437116513,0.00938654706089974,0.006837248482101442,0.009383741612663216,0.01016767334024294,0.01396006148479684,0.03873977189590174
data_Bang_2019_Exp2,RF,correct trials,incorrect trials,100.0,0.6379624952771834,52.46268656716418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004504978729403688,0.005980425353571185,0.005098470205547213,0.005171160696683451,0.01281246500607959,0.007260050454633656,0.03247007223606493
data_Bang_2019_Exp2,RF,incorrect trials,correct trials,100.0,0.6266246819447864,140.53731343283582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00553602298705204,0.00642494980586928,0.009539604130363278,0.006173276148145458,0.012633659486721427,0.010908661313525752,0.03853372402021988
data_Bang_2019_Exp2,RF,incorrect trials,incorrect trials,100.0,0.6403716832159111,52.46268656716418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0071613163585010535,0.005236796090366524,0.003662378881809608,0.004308630342952029,0.01184825518172451,0.009143650648505478,0.031720018565233085
data_Bang_2019_Exp2,RNN,correct trials,correct trials,100.0,0.6917399819278949,2881.2139303482586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056430554031831705,0.07009142051382565,0.07298207346092798,0.07319570525053573,0.0718133339368934,0.07043405508109084,0.07021909042039136,,,,,,,
data_Bang_2019_Exp2,RNN,correct trials,incorrect trials,100.0,0.6507064193479695,52.46268656716418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07282596199416477,0.09367853263566799,0.1021073375219266,0.1052094634659403,0.10596465324106338,0.10451425235939736,0.1040971149946447,,,,,,,
data_Bang_2019_Exp2,RNN,incorrect trials,correct trials,100.0,0.6386839025064558,140.53731343283582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06024093323981444,0.07977971031020083,0.08653589960104272,0.08851525255328911,0.089259897885046,0.08951462374592375,0.08940220347012565,,,,,,,
data_Bang_2019_Exp2,RNN,incorrect trials,incorrect trials,100.0,0.6938420587888969,1075.6915422885572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07078935009304582,0.0954397613226392,0.10635124997363832,0.11000294579911614,0.11281366975698852,0.11318482578221235,0.11201410689993543,,,,,,,
data_Bang_2019_Exp2,SVM,correct trials,correct trials,100.0,0.6400857050513861,140.53731343283582,-0.06711229200850892,-0.032754372081690374,0.022024184771387977,0.07975452729411532,-0.06444571820871288,-0.026224374403546916,0.021135804248023648,0.07212350150481608,-0.0673329372231479,-0.0226949404423649,0.018848803699378153,0.07398611865201017,-0.06862091214489055,-0.017069208728424275,0.0031713232611391812,0.08694030458419492,-0.08865588405428736,-0.012046036181192429,0.009854447535481018,0.09550409437895495,-0.09772676249953782,-0.022604549794141383,0.020561132218673037,0.10401322655258131,-0.17062612484282225,-0.04158447272721642,0.03142477342580645,0.18770509262885743,,,,,,,,,,,,,,
