score,n_sample,source,sub_name,filename,accuracy_train,accuracy_test,weight T-7,weight T-6,weight T-5,weight T-4,weight T-3,weight T-2,weight T-1
0.6020295604700772,1648,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.4265663107452243,2665,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.5029759066919445,1734,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.4970895597345676,2579,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.5710061507208111,1512,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.4980629079643585,2801,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.5068140244213349,1618,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.4760789765453922,2695,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.5114224486714272,1715,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.48957280112638485,2598,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.4805689297845733,1675,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.46183118535573986,2638,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.5028231057813228,1590,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.4819234550428995,2723,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.5200007496831944,1605,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.4880995905551442,2708,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.6081235993275484,1298,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.45147173816781255,3015,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.5414803854618442,1574,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.48351991814716444,2739,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.5120883534778573,1363,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,0,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.47121405132207156,2950,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,0,1,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.5888208274239288,887,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.47090799681501183,2346,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.4994776178997262,1270,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.4981110347831595,1963,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.6141957448347455,945,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.4693687509079145,2288,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.547309492036242,1241,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.46432102420234683,1992,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.5016255091899913,1129,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,0,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
0.4226220918391104,2104,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,0,1,0.0061478415854169365,0.006638099525859758,0.004708504619869361,-0.000202240665611704,0.006206139020929544,0.006007392425604656,0.007523767293178616
