fold,score,n_sample,source,sub_name,filename,weight T-3 C-0,weight T-3 C-1,weight T-3 C-2,weight T-3 C-3,weight T-2 C-0,weight T-2 C-1,weight T-2 C-2,weight T-2 C-3,weight T-1 C-0,weight T-1 C-1,weight T-1 C-2,weight T-1 C-3
0,0.5157034864210412,4313,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.49767542314626534,4313,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5123521786574922,4313,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.510102473595982,4313,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5097928735253956,4313,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5442287257866827,4313,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.506938911132455,4313,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5162214893138073,4313,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5124827659618251,4313,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.538507819117377,4313,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.49884079336128334,4313,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt1.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.4989085361718984,3233,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5084647128929507,3233,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.49981096243211326,3233,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5225143658078597,3233,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5007272269888217,3233,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5091085569615925,3233,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5446076146567281,3233,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5063626460660927,2585,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt2.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5137357647367455,3233,cognitive,1,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5092873446206427,3233,cognitive,2,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5138932681415731,3233,cognitive,3,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5148363635287682,3233,cognitive,4,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5282315174978389,3233,cognitive,5,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5137347498900513,3233,cognitive,6,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5181787024838692,3233,cognitive,7,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.502204778840105,3233,cognitive,8,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.49700277920661357,3233,cognitive,10,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.504616894667659,3233,cognitive,11,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.49961952651162084,3233,cognitive,12,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5331667928356726,3233,cognitive,13,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5043219012605308,3233,cognitive,14,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.4977046362642805,3233,cognitive,15,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
0,0.5168322146235602,3233,cognitive,9,../data/targets/cognitive-4-rating/data_Adler_2018_Expt3.csv,-0.11595055580218372,-0.03993615048264556,0.03585166524837159,0.08453463306614181,-0.10597922066574088,-0.0319999104869715,0.01887680896028838,0.09021147341584133,-0.13623208066981957,-0.08187181129568377,-0.02973916732770416,0.19136472028729729
